DDO Code,DDO Name
001,001-S.D.O.(CIVIL) DALHOUSIE
002,002-S.E.7TH CIRCLE HPPWD DALHOUSIE
003,003-CIVIL JUDGE (JR DIVISION) DALHOUSIE
006,006-ASSTT DISTT. ATTORNEY DALHOUSIE
018,018-EXECUTIVE OFFICER MC DHALHOUSIE
020,020-S.AYUR.MED.OFFICER HATLI
021,021-AE PWD SUB DIV DALHOUSIE
022,022-AE PWD SUB DIV BANIKHET
023,023-AE IPH SUB DIV BANIKHET
024,"024-ASSISTANT ENGINEER, NH SUB DIVISION HPPWD BANIKHET"
200,200-OFFICER CO DALHOUSIE
201,201-GSSS DALHOUSIE
202,202-PR GSSS KAKIRA
203,203-GSSS Banikhat
204,204-GSSS Chuhan
205,205-GSSS BATHRI
206,206-GHS Nanikhad
207,207-GSSS Sherpur
208,208-BEEO BANIKHET
209,209-PR GSSS MAIL
210,210-HM GHS BALERA
211,211-GSSS Bagdhar
212,212-PRINCIPAL GSSS SAMLEU
213,213-PRINCIPAL GSSS GUNIALA
214,214-ARTO TANNU HATTI
215,215-GSSS Nigali
216,216-PRI.GOVT.POLY.COLLAGE BANIKHET
500,500-DISTRICT TREASURY OFFICER CHAMBA
501,501-DEPUTY COMMISSIONER CHAMBA
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
510,510-SUPERINTENDENT OF POLICE   
515,"515-Asstt Registrar Cooperative Societies, Chamba"
525,525-DY. DIR. AGRICULTURE
529,529-CONTROLLER (FCS&CA) CHAMBA
534,534-MINING OFFICER CHAMBA
537,537-TEHSILDAR DALHOUSIE
538,538-LABOUR INSPECTOR CHAMBA
539,539-SUB.DIV.SOIL CONS.OFFICER BKT.
618,618-E.E.PWD.SHIMLA.DIV.III
630,630-E.E.DIV.HPWD CHAMBA
632,632-E.E.HP.PWD.DIVI. DALHOUSIE
665,665-E.E. NH HPPWD CHAMBA
697,"697-ASSISTANT ENGINEER, NH SUB DIVISION HP PWD"
706,706-E.E.I.P.H.DALHOUSIE
802,802-DFO DALHOUSIE
950,950-CHIEF ELECTRICAL INSPECTOR
952,952-CONTROLLER PRINTING AND STATIONARY
959,959-NUR INSPECTOR AND CERTIFICATION OFFICER
960,960-SR PLANT PROT. OFFICER SHIMLA
970,970-DIRECTOR COMPOSITE TESTING LAB KANDAGHAT
