,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,5,396600,20045,16734,359821
1,SML07-208-GSSS PEKHA,Total, ,5,396600,20045,16734,359821
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,188162,30,12231,175901
3, , ,"[TRVch# 404 Dt:29/04/2017] , Billno-SML07208032017-001",1,79300,15,0,79285
4, , ,"[TRVch# 405 Dt:29/04/2017] , Billno-SML07208032017-002",1,108862,15,12231,96616
5, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,208438,20015,4503,183920
6, , ,"[TRVch# 406 Dt:29/04/2017] , Billno-SML07208032017-003",1,82045,20000,2120,59925
7, , ,"[TRVch# 407 Dt:29/04/2017] , Billno-SML07208032017-004",1,69880,0,0,69880
8, , ,"[TRVch# 408 Dt:29/04/2017] , Billno-SML07208032017-005",1,56513,15,2383,54115
0,Grand Total, , ,6,908086,20045,18003,870038
1,SML07-208-GSSS PEKHA,Total, ,6,908086,20045,18003,870038
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,1,500000,0,0,500000
3, , ,"[TRVch# 1129 Dt:31/05/2017] , Billno-SML072082017100001",1,500000,0,0,500000
4, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,193702,30,12329,181343
5, , ,"[TRVch# 3721 Dt:31/05/2017] , Billno-SML07208042017-001",1,82786,15,0,82771
6, , ,"[TRVch# 3722 Dt:31/05/2017] , Billno-SML07208042017-002",1,110916,15,12329,98572
7, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,214384,20015,5674,188695
8, , ,"[TRVch# 3723 Dt:31/05/2017] , Billno-SML07208042017-003",1,83092,20000,2120,60972
9, , ,"[TRVch# 3724 Dt:31/05/2017] , Billno-SML07208042017-004",1,74080,0,0,74080
10, , ,"[TRVch# 3725 Dt:31/05/2017] , Billno-SML07208042017-005",1,57212,15,3554,53643
0,Grand Total, , ,5,408086,20045,18003,370038
1,SML07-208-GSSS PEKHA,Total, ,5,408086,20045,18003,370038
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,193702,30,12329,181343
3, , ,"[TRVch# 1211 Dt:30/06/2017] , Billno-SML07208052017-001",1,82786,15,0,82771
4, , ,"[TRVch# 1212 Dt:30/06/2017] , Billno-SML07208052017-002",1,110916,15,12329,98572
5, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,214384,20015,5674,188695
6, , ,"[TRVch# 1213 Dt:30/06/2017] , Billno-SML07208052017-003",1,83092,20000,2120,60972
7, , ,"[TRVch# 1214 Dt:30/06/2017] , Billno-SML07208052017-004",1,74080,0,0,74080
8, , ,"[TRVch# 1215 Dt:30/06/2017] , Billno-SML07208052017-005",1,57212,15,3554,53643
0,Grand Total, , ,5,369092,39054,21935,308103
1,SML07-208-GSSS PEKHA,Total, ,5,369092,39054,21935,308103
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,151106,39,9519,141548
3, , ,"[TRVch# 2086 Dt:31/07/2017] , Billno-SML07208062017-001",1,98500,24,1426,97050
4, , ,"[TRVch# 2087 Dt:31/07/2017] , Billno-SML07208062017-002",1,52606,15,8093,44498
5, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,217986,39015,12416,166555
6, , ,"[TRVch# 2088 Dt:31/07/2017] , Billno-SML07208062017-003",1,83092,20000,2120,60972
7, , ,"[TRVch# 2089 Dt:31/07/2017] , Billno-SML07208062017-004",1,102387,19000,6153,77234
8, , ,"[TRVch# 2090 Dt:31/07/2017] , Billno-SML07208062017-005",1,32507,15,4143,28349
0,Grand Total, , ,9,412545,47977,23145,341423
1,SML07-208-GSSS PEKHA,Total, ,9,412545,47977,23145,341423
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,4,177720,39,10324,167357
3, , ,"[TRVch# 2252 Dt:31/08/2017] , Billno-SML072082017100003",1,8934,0,805,8129
4, , ,"[TRVch# 2254 Dt:31/08/2017] , Billno-SML072082017100002",1,930,0,0,930
5, , ,"[TRVch# 338 Dt:05/08/2017] , Billno-SML07208072017-001",1,98550,24,1426,97100
6, , ,"[TRVch# 339 Dt:05/08/2017] , Billno-SML07208072017-002",1,69306,15,8093,61198
7, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,5,234825,47938,12821,174066
8, , ,"[TRVch# 2251 Dt:31/08/2017] , Billno-SML072082017100005",1,5604,0,274,5330
9, , ,"[TRVch# 2253 Dt:31/08/2017] , Billno-SML072082017100004",1,8923,8923,0,0
10, , ,"[TRVch# 340 Dt:05/08/2017] , Billno-SML07208072017-003",1,83092,20000,2120,60972
11, , ,"[TRVch# 341 Dt:05/08/2017] , Billno-SML07208072017-004",1,103260,19000,6153,78107
12, , ,"[TRVch# 342 Dt:05/08/2017] , Billno-SML07208072017-005",1,33946,15,4274,29657
0,Grand Total, , ,5,392242,39054,22066,331122
1,SML07-208-GSSS PEKHA,Total, ,5,392242,39054,22066,331122
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,169529,39,9519,159971
3, , ,"[TRVch# 1474 Dt:05/09/2017] , Billno-SML07208082017-001",1,99354,24,1426,97904
4, , ,"[TRVch# 1475 Dt:05/09/2017] , Billno-SML07208082017-002",1,70175,15,8093,62067
5, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,222713,39015,12547,171151
6, , ,"[TRVch# 1476 Dt:05/09/2017] , Billno-SML07208082017-003",1,84487,20000,2120,62367
7, , ,"[TRVch# 1477 Dt:05/09/2017] , Billno-SML07208082017-004",1,103738,19000,6153,78585
8, , ,"[TRVch# 1478 Dt:05/09/2017] , Billno-SML07208082017-005",1,34488,15,4274,30199
0,Grand Total, , ,11,491733,23802,32533,435398
1,SML07-208-GSSS PEKHA,Total, ,11,491733,23802,32533,435398
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,4,181202,39,10522,170641
3, , ,"[TRVch# 1147 Dt:06/10/2017] , Billno-SML07208092017-001",1,99602,24,1451,98127
4, , ,"[TRVch# 1148 Dt:06/10/2017] , Billno-SML07208092017-002",1,71044,15,8180,62849
5, , ,"[TRVch# 2478 Dt:31/10/2017] , Billno-SML072082017100009",1,3652,0,200,3452
