,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,7,1295535,153000,23125,1119410
1,KNG03-213-GSSS MANGWAL,Total, ,7,1295535,153000,23125,1119410
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,2,700000,0,0,700000
3, , ,"[TRVch# 1198 Dt:29/04/2017] , Billno-KNG032132017100001",1,300000,0,0,300000
4, , ,"[TRVch# 1203 Dt:29/04/2017] , Billno-KNG032132017100002",1,400000,0,0,400000
5, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,204249,40000,13017,151232
6, , ,"[TRVch# 807 Dt:10/04/2017] , Billno-KNG03213032017-001",1,185093,40000,11225,133868
7, , ,"[TRVch# 808 Dt:10/04/2017] , Billno-KNG03213032017-002",1,19156,0,1792,17364
8, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,391286,113000,10108,268178
9, , ,"[TRVch# 809 Dt:10/04/2017] , Billno-KNG03213032017-003",1,77106,30000,60,47046
10, , ,"[TRVch# 810 Dt:10/04/2017] , Billno-KNG03213032017-004",1,276760,83000,6450,187310
11, , ,"[TRVch# 811 Dt:10/04/2017] , Billno-KNG03213032017-005",1,37420,0,3598,33822
0,Grand Total, , ,10,706971,238801,43692,424478
1,KNG03-213-GSSS MANGWAL,Total, ,10,706971,238801,43692,424478
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,4,266713,53010,22166,191537
3, , ,"[TRVch# 1172 Dt:09/05/2017] , Billno-KNG03213042017-001",1,188473,40000,15911,132562
4, , ,"[TRVch# 1173 Dt:09/05/2017] , Billno-KNG03213042017-002",1,55436,0,5266,50170
5, , ,"[TRVch# 3104 Dt:20/05/2017] , Billno-KNG032132017100004",1,2115,0,216,1899
6, , ,"[TRVch# 3105 Dt:20/05/2017] , Billno-KNG032132017100003",1,20689,13010,773,6906
7, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,6,440258,185791,21526,232941
8, , ,"[TRVch# 1174 Dt:09/05/2017] , Billno-KNG03213042017-003",1,78084,30000,5060,43024
9, , ,"[TRVch# 1175 Dt:09/05/2017] , Billno-KNG03213042017-004",1,280257,120000,11994,148263
10, , ,"[TRVch# 1176 Dt:09/05/2017] , Billno-KNG03213042017-005",1,37892,0,3646,34246
11, , ,"[TRVch# 3106 Dt:20/05/2017] , Billno-KNG032132017100006",1,31059,27045,405,3609
12, , ,"[TRVch# 3107 Dt:20/05/2017] , Billno-KNG032132017100007",1,4220,0,421,3799
13, , ,"[TRVch# 3108 Dt:20/05/2017] , Billno-KNG032132017100005",1,8746,8746,0,0
0,Grand Total, , ,9,1676043,190000,35668,1450375
1,KNG03-213-GSSS MANGWAL,Total, ,9,1676043,190000,35668,1450375
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,3,1050000,0,0,1050000
3, , ,"[TRVch# 304 Dt:20/06/2017] , Billno-KNG032132017100009",1,50000,0,0,50000
4, , ,"[TRVch# 305 Dt:20/06/2017] , Billno-KNG032132017100008",1,700000,0,0,700000
5, , ,"[TRVch# 916 Dt:30/06/2017] , Billno-KNG032132017100013",1,300000,0,0,300000
6, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,244473,40000,21232,183241
7, , ,"[TRVch# 579 Dt:08/06/2017] , Billno-KNG03213052017-001",1,188473,40000,15911,132562
8, , ,"[TRVch# 580 Dt:08/06/2017] , Billno-KNG03213052017-002",1,56000,0,5321,50679
9, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,377070,150000,14436,212634
10, , ,"[TRVch# 581 Dt:08/06/2017] , Billno-KNG03213052017-003",1,78084,30000,5060,43024
11, , ,"[TRVch# 582 Dt:08/06/2017] , Billno-KNG03213052017-004",1,246336,120000,5725,120611
12, , ,"[TRVch# 583 Dt:08/06/2017] , Billno-KNG03213052017-005",1,52650,0,3651,48999
13, ,32-2202-01-789-15-S00N-V-P-41-GIA GENERAL (Salary),Total,1,4500,0,0,4500
14, , ,"[TRVch# 3887 Dt:30/06/2017] , Billno-KNG032132017100011",1,4500,0,0,4500
0,Grand Total, , ,7,632402,195000,35772,401630
1,KNG03-213-GSSS MANGWAL,Total, ,7,632402,195000,35772,401630
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,245530,40000,21336,184194
3, , ,"[TRVch# 951 Dt:10/07/2017] , Billno-KNG03213062017-001",1,188473,40000,15911,132562
4, , ,"[TRVch# 952 Dt:10/07/2017] , Billno-KNG03213062017-002",1,57057,0,5425,51632
5, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,377872,155000,14436,208436
6, , ,"[TRVch# 953 Dt:10/07/2017] , Billno-KNG03213062017-003",1,78084,30000,5060,43024
7, , ,"[TRVch# 954 Dt:10/07/2017] , Billno-KNG03213062017-004",1,246336,125000,5725,115611
8, , ,"[TRVch# 955 Dt:10/07/2017] , Billno-KNG03213062017-005",1,53452,0,3651,49801
9, ,32-2202-01-789-15-S00N-V-P-41-GIA GENERAL (Salary),Total,2,9000,0,0,9000
10, , ,"[TRVch# 2682 Dt:19/07/2017] , Billno-KNG032132017100014",1,4500,0,0,4500
11, , ,"[TRVch# 2683 Dt:19/07/2017] , Billno-KNG032132017100015",1,4500,0,0,4500
0,Grand Total, , ,5,627491,195000,37107,395384
1,KNG03-213-GSSS MANGWAL,Total, ,5,627491,195000,37107,395384
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,248820,40000,21658,187162
3, , ,"[TRVch# 1008 Dt:08/08/2017] , Billno-KNG03213072017-001",1,188473,40000,15911,132562
4, , ,"[TRVch# 1009 Dt:08/08/2017] , Billno-KNG03213072017-002",1,60347,0,5747,54600
5, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,378671,155000,15449,208222
6, , ,"[TRVch# 1010 Dt:08/08/2017] , Billno-KNG03213072017-003",1,78084,30000,5060,43024
7, , ,"[TRVch# 1011 Dt:08/08/2017] , Billno-KNG03213072017-004",1,247135,125000,5725,116410
8, , ,"[TRVch# 1012 Dt:08/08/2017] , Billno-KNG03213072017-005",1,53452,0,4664,48788
0,Grand Total, , ,6,606702,195000,34931,376771
1,KNG03-213-GSSS MANGWAL,Total, ,6,606702,195000,34931,376771
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,215485,40000,18056,157429
3, , ,"[TRVch# 1046 Dt:08/09/2017] , Billno-KNG03213082017-001",1,154047,40000,12309,101738
4, , ,"[TRVch# 1047 Dt:08/09/2017] , Billno-KNG03213082017-002",1,61438,0,5747,55691
5, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,385367,155000,16875,213492
6, , ,"[TRVch# 1048 Dt:08/09/2017] , Billno-KNG03213082017-003",1,79438,30000,5060,44378
7, , ,"[TRVch# 1049 Dt:08/09/2017] , Billno-KNG03213082017-004",1,251500,125000,5725,120775
8, , ,"[TRVch# 1050 Dt:08/09/2017] , Billno-KNG03213082017-005",1,54429,0,6090,48339
9, ,32-2202-01-789-15-S00N-V-P-41-GIA GENERAL (Salary),Total,1,5850,0,0,5850
10, , ,"[TRVch# 3273 Dt:21/09/2017] , Billno-KNG032132017100017",1,5850,0,0,5850
0,Grand Total, , ,11,654412,253886,32765,367761
1,KNG03-213-GSSS MANGWAL,Total, ,11,654412,253886,32765,367761
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,4,248253,55576,19412,173265
3, , ,"[TRVch# 4780 Dt:31/10/2017] , Billno-KNG032132017100019",1,20109,15576,453,4080
4, , ,"[TRVch# 4781 Dt:31/10/2017] , Billno-KNG032132017100020",1,7470,0,747,6723
5, , ,"[TRVch# 838 Dt:07/10/2017] , Billno-KNG03213092017-001",1,158244,40000,12366,105878
6, , ,"[TRVch# 839 Dt:07/10/2017] , Billno-KNG03213092017-002",1,62430,0,5846,56584
7, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,6,399139,198310,13353,187476
8, , ,"[TRVch# 4782 Dt:31/10/2017] , Billno-KNG032132017100021",1,10432,10432,0,0
9, , ,"[TRVch# 4783 Dt:31/10/2017] , Billno-KNG032132017100022",1,32878,32878,0,0
10, , ,"[TRVch# 4784 Dt:31/10/2017] , Billno-KNG032132017100023",1,984,0,99,885
11, , ,"[TRVch# 840 Dt:07/10/2017] , Billno-KNG03213092017-003",1,83124,30000,5060,48064
12, , ,"[TRVch# 841 Dt:07/10/2017] , Billno-KNG03213092017-004",1,255615,125000,5725,124890
13, , ,"[TRVch# 842 Dt:07/10/2017] , Billno-KNG03213092017-005",1,16106,0,2469,13637
14, ,32-2202-01-789-15-S00N-V-P-41-GIA GENERAL (Salary),Total,1,7020,0,0,7020
15, , ,"[TRVch# 3247 Dt:20/10/2017] , Billno-KNG032132017100024",1,7020,0,0,7020
0,Grand Total, , ,6,562058,185000,27936,349122
1,KNG03-213-GSSS MANGWAL,Total, ,6,562058,185000,27936,349122
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,155099,30000,14682,110417
3, , ,"[TRVch# 533 Dt:07/11/2017] , Billno-KNG03213102017-001",1,92669,30000,8836,53833
4, , ,"[TRVch# 534 Dt:07/11/2017] , Billno-KNG03213102017-002",1,62430,0,5846,56584
5, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,4,406959,155000,13254,238705
6, , ,"[TRVch# 535 Dt:07/11/2017] , Billno-KNG03213102017-003",1,83124,30000,5060,48064
7, , ,"[TRVch# 536 Dt:07/11/2017] , Billno-KNG03213102017-004",1,255615,125000,5725,124890
8, , ,"[TRVch# 537 Dt:07/11/2017] , Billno-KNG03213102017-005",1,16106,0,2469,13637
9, , ,"[TRVch# 572 Dt:07/11/2017] , Billno-KNG032132017100018",1,52114,0,0,52114
0,Grand Total, , ,8,1489273,185000,36606,1267667
1,KNG03-213-GSSS MANGWAL,Total, ,8,1489273,185000,36606,1267667
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,3,900000,0,0,900000
3, , ,"[TRVch# 270 Dt:18/12/2017] , Billno-KNG032132017100025",1,600000,0,0,600000
4, , ,"[TRVch# 271 Dt:18/12/2017] , Billno-KNG032132017100026",1,200000,0,0,200000
5, , ,"[TRVch# 272 Dt:18/12/2017] , Billno-KNG032132017100027",1,100000,0,0,100000
6, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,220674,40000,18612,162062
7, , ,"[TRVch# 540 Dt:06/12/2017] , Billno-KNG03213112017-001",1,158244,40000,12606,105638
8, , ,"[TRVch# 541 Dt:06/12/2017] , Billno-KNG03213112017-002",1,62430,0,6006,56424
9, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,368599,145000,17994,205605
10, , ,"[TRVch# 542 Dt:06/12/2017] , Billno-KNG03213112017-003",1,83124,30000,5140,47984
11, , ,"[TRVch# 543 Dt:06/12/2017] , Billno-KNG03213112017-004",1,269369,115000,10305,144064
12, , ,"[TRVch# 544 Dt:06/12/2017] , Billno-KNG03213112017-005",1,16106,0,2549,13557
0,Grand Total, , ,8,611158,185000,35676,390482
1,KNG03-213-GSSS MANGWAL,Total, ,8,611158,185000,35676,390482
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,220674,40000,18212,162462
3, , ,"[TRVch# 1049 Dt:09/01/2018] , Billno-KNG03213122017-001",1,158244,40000,12366,105878
