,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,11,56485872,0,0,56485872
1,SML00-740-IPH DIVISION SUNNI,Total, ,11,56485872,0,0,56485872
2, ,00-8782-00-102-00-S00N-V-N-00- ,Total,11,56485872,0,0,56485872
3, , ,"[TRVch# 113 Dt:21/04/2017] , Billno-SML002016878236122",1,1967013,0,0,1967013
4, , ,"[TRVch# 14 Dt:06/04/2017] , Billno-SML002016878236238",1,2420000,0,0,2420000
5, , ,"[TRVch# 15 Dt:06/04/2017] , Billno-SML002016878236233",1,38000000,0,0,38000000
6, , ,"[TRVch# 16 Dt:06/04/2017] , Billno-SML002016878236120",1,3442000,0,0,3442000
7, , ,"[TRVch# 17 Dt:06/04/2017] , Billno-SML002016878236236",1,1639316,0,0,1639316
8, , ,"[TRVch# 18 Dt:06/04/2017] , Billno-SML002016878236243",1,5013715,0,0,5013715
9, , ,"[TRVch# 33 Dt:11/04/2017] , Billno-SML002016878234769",1,4255,0,0,4255
10, , ,"[TRVch# 4 Dt:05/04/2017] , Billno-SML002016878234771",1,279255,0,0,279255
11, , ,"[TRVch# 49 Dt:12/04/2017] , Billno-SML002016878236240",1,20193,0,0,20193
12, , ,"[TRVch# 66 Dt:13/04/2017] , Billno-SML002016878236242",1,1999125,0,0,1999125
13, , ,"[TRVch# 72 Dt:17/04/2017] , Billno-SML002016878236231",1,1701000,0,0,1701000
0,Grand Total, , ,8,105765634,0,102000000,3765634
1,SML00-740-IPH DIVISION SUNNI,Total, ,8,105765634,0,102000000,3765634
2, ,00-8782-00-102-00-S00N-V-N-00- ,Total,8,105765634,0,102000000,3765634
3, , ,"[TRVch# 1 Dt:01/05/2017] , Billno-SML002016878236351",1,1775000,0,0,1775000
4, , ,"[TRVch# 190 Dt:30/05/2017] , Billno-SML007401758782190",1,102000000,0,102000000,0
5, , ,"[TRVch# 44 Dt:09/05/2017] , Billno-SML007400200147396",1,10000,0,0,10000
6, , ,"[TRVch# 50 Dt:09/05/2017] , Billno-SML007400216140109",1,18000,0,0,18000
7, , ,"[TRVch# 51 Dt:11/05/2017] , Billno-SML007400000116791",1,966020,0,0,966020
8, , ,"[TRVch# 60 Dt:12/05/2017] , Billno-SML007400200147395",1,2400,0,0,2400
9, , ,"[TRVch# 81 Dt:17/05/2017] , Billno-SML007400200147397",1,1119,0,0,1119
10, , ,"[TRVch# 97 Dt:19/05/2017] , Billno-SML007400000116792",1,993095,0,0,993095
0,Grand Total, , ,14,38841618,0,0,38841618
1,SML00-740-IPH DIVISION SUNNI,Total, ,14,38841618,0,0,38841618
2, ,00-8782-00-102-00-S00N-V-N-00- ,Total,14,38841618,0,0,38841618
3, , ,"[TRVch# 119 Dt:22/06/2017] , Billno-SML007400016124343",1,543875,0,0,543875
