,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,23,14080,0,14080,0
1,KNG01-500-DISTRICT TREASURY OFFICER DHARAMSALA,Total, ,23,14080,0,14080,0
2, ,05-2030-01-101-01-S00N-V-N-20-OTHER CHARGES,Total,8,600,0,600,0
3, , ,"[TRVch# 110 Dt:25/04/2017] , Billno-KNG015001742030002",1,80,0,80,0
4, , ,"[TRVch# 111 Dt:25/04/2017] , Billno-KNG015001742030003",1,20,0,20,0
5, , ,"[TRVch# 112 Dt:25/04/2017] , Billno-KNG015001742030004",1,70,0,70,0
6, , ,"[TRVch# 119 Dt:25/04/2017] , Billno-KNG015001742030011",1,100,0,100,0
7, , ,"[TRVch# 124 Dt:25/04/2017] , Billno-KNG015001742030016",1,20,0,20,0
8, , ,"[TRVch# 126 Dt:25/04/2017] , Billno-KNG015001742030018",1,110,0,110,0
9, , ,"[TRVch# 128 Dt:25/04/2017] , Billno-KNG015001742030020",1,120,0,120,0
10, , ,"[TRVch# 216 Dt:29/04/2017] , Billno-KNG015001742030026",1,80,0,80,0
11, ,05-2030-02-102-01-S00N-V-N-20-OTHER CHARGES,Total,15,13480,0,13480,0
12, , ,"[TRVch# 113 Dt:25/04/2017] , Billno-KNG015001742030005",1,2200,0,2200,0
13, , ,"[TRVch# 114 Dt:25/04/2017] , Billno-KNG015001742030006",1,200,0,200,0
14, , ,"[TRVch# 116 Dt:25/04/2017] , Billno-KNG015001742030008",1,2000,0,2000,0
15, , ,"[TRVch# 117 Dt:25/04/2017] , Billno-KNG015001742030009",1,40,0,40,0
16, , ,"[TRVch# 118 Dt:25/04/2017] , Billno-KNG015001742030010",1,200,0,200,0
17, , ,"[TRVch# 120 Dt:25/04/2017] , Billno-KNG015001742030012",1,1100,0,1100,0
18, , ,"[TRVch# 123 Dt:25/04/2017] , Billno-KNG015001742030015",1,1200,0,1200,0
19, , ,"[TRVch# 125 Dt:25/04/2017] , Billno-KNG015001742030017",1,120,0,120,0
20, , ,"[TRVch# 127 Dt:25/04/2017] , Billno-KNG015001742030019",1,80,0,80,0
21, , ,"[TRVch# 211 Dt:29/04/2017] , Billno-KNG015001742030021",1,160,0,160,0
22, , ,"[TRVch# 212 Dt:29/04/2017] , Billno-KNG015001742030022",1,4000,0,4000,0
23, , ,"[TRVch# 213 Dt:29/04/2017] , Billno-KNG015001742030023",1,40,0,40,0
24, , ,"[TRVch# 214 Dt:29/04/2017] , Billno-KNG015001742030024",1,280,0,280,0
25, , ,"[TRVch# 215 Dt:29/04/2017] , Billno-KNG015001742030025",1,120,0,120,0
26, , ,"[TRVch# 4 Dt:10/04/2017] , Billno-KNG015001742030001",1,1740,0,1740,0
0,Grand Total, , ,55,33640,0,33640,0
1,KNG01-500-DISTRICT TREASURY OFFICER DHARAMSALA,Total, ,55,33640,0,33640,0
2, ,05-2030-01-101-01-S00N-V-N-20-OTHER CHARGES,Total,21,1740,0,1740,0
3, , ,"[TRVch# 10 Dt:09/05/2017] , Billno-KNG015001752030009",1,150,0,150,0
4, , ,"[TRVch# 11 Dt:09/05/2017] , Billno-KNG015001752030010",1,100,0,100,0
5, , ,"[TRVch# 12 Dt:09/05/2017] , Billno-KNG015001752030011",1,100,0,100,0
6, , ,"[TRVch# 13 Dt:09/05/2017] , Billno-KNG015001752030012",1,50,0,50,0
7, , ,"[TRVch# 14 Dt:09/05/2017] , Billno-KNG015001752030013",1,10,0,10,0
8, , ,"[TRVch# 15 Dt:09/05/2017] , Billno-KNG015001752030014",1,50,0,50,0
9, , ,"[TRVch# 19 Dt:09/05/2017] , Billno-KNG015001752030018",1,30,0,30,0
10, , ,"[TRVch# 225 Dt:24/05/2017] , Billno-KNG015001752030022",1,50,0,50,0
11, , ,"[TRVch# 227 Dt:24/05/2017] , Billno-KNG015001752030024",1,40,0,40,0
12, , ,"[TRVch# 230 Dt:24/05/2017] , Billno-KNG015001752030027",1,70,0,70,0
13, , ,"[TRVch# 232 Dt:24/05/2017] , Billno-KNG015001752030029",1,70,0,70,0
14, , ,"[TRVch# 235 Dt:24/05/2017] , Billno-KNG015001752030032",1,100,0,100,0
15, , ,"[TRVch# 236 Dt:24/05/2017] , Billno-KNG015001752030033",1,60,0,60,0
16, , ,"[TRVch# 238 Dt:24/05/2017] , Billno-KNG015001752030035",1,300,0,300,0
17, , ,"[TRVch# 240 Dt:24/05/2017] , Billno-KNG015001752030037",1,60,0,60,0
18, , ,"[TRVch# 241 Dt:24/05/2017] , Billno-KNG015001752030038",1,100,0,100,0
19, , ,"[TRVch# 244 Dt:24/05/2017] , Billno-KNG015001752030041",1,70,0,70,0
20, , ,"[TRVch# 367 Dt:31/05/2017] , Billno-KNG015001752030047",1,100,0,100,0
