,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,5,692985,158000,26163,508822
1,KNG02-235-GSSS  MASROOR,Total, ,5,692985,158000,26163,508822
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,279954,60000,14293,205661
3, , ,"[TRVch# 653 Dt:10/04/2017] , Billno-KNG02235032017-001",1,133098,60000,75,73023
4, , ,"[TRVch# 654 Dt:10/04/2017] , Billno-KNG02235032017-002",1,146856,0,14218,132638
5, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,413031,98000,11870,303161
6, , ,"[TRVch# 655 Dt:10/04/2017] , Billno-KNG02235032017-003",1,80796,35000,60,45736
7, , ,"[TRVch# 656 Dt:10/04/2017] , Billno-KNG02235032017-004",1,240134,63000,4197,172937
8, , ,"[TRVch# 657 Dt:10/04/2017] , Billno-KNG02235032017-005",1,92101,0,7613,84488
0,Grand Total, , ,15,1507501,201637,37748,1268116
1,KNG02-235-GSSS  MASROOR,Total, ,15,1507501,201637,37748,1268116
2, ,00-8009-01-101-01-S00N-V-N-47-ADVANCES,Total,1,32000,0,0,32000
3, , ,"[TRVch# 227 Dt:09/05/2017] , Billno-KNG022352017100010",1,32000,0,0,32000
4, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,3,750000,0,0,750000
5, , ,"[TRVch# 226 Dt:09/05/2017] , Billno-KNG022352017100007",1,300000,0,0,300000
6, , ,"[TRVch# 228 Dt:09/05/2017] , Billno-KNG022352017100008",1,250000,0,0,250000
7, , ,"[TRVch# 229 Dt:09/05/2017] , Billno-KNG022352017100006",1,200000,0,0,200000
8, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,4,240007,74862,9775,155370
9, , ,"[TRVch# 1046 Dt:09/05/2017] , Billno-KNG022352017100004",1,14862,14862,0,0
10, , ,"[TRVch# 1048 Dt:09/05/2017] , Billno-KNG022352017100005",1,8931,0,788,8143
11, , ,"[TRVch# 929 Dt:09/05/2017] , Billno-KNG02235042017-001",1,145668,60000,1620,84048
12, , ,"[TRVch# 930 Dt:09/05/2017] , Billno-KNG02235042017-002",1,70546,0,7367,63179
13, ,08-2202-01-101-03-S00N-V-N-02-WAGES,Total,1,1900,0,0,1900
14, , ,"[TRVch# 1047 Dt:09/05/2017] , Billno-KNG022352017100009",1,1900,0,0,1900
15, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,6,483594,126775,27973,328846
16, , ,"[TRVch# 1049 Dt:09/05/2017] , Billno-KNG022352017100003",1,8947,0,898,8049
17, , ,"[TRVch# 1050 Dt:09/05/2017] , Billno-KNG022352017100002",1,23318,19565,378,3375
18, , ,"[TRVch# 1051 Dt:09/05/2017] , Billno-KNG022352017100001",1,9210,9210,0,0
19, , ,"[TRVch# 931 Dt:09/05/2017] , Billno-KNG02235042017-003",1,81826,35000,7270,39556
20, , ,"[TRVch# 932 Dt:09/05/2017] , Billno-KNG02235042017-005",1,94181,0,8370,85811
21, , ,"[TRVch# 933 Dt:09/05/2017] , Billno-KNG02235042017-004",1,266112,63000,11057,192055
0,Grand Total, , ,10,1239804,142000,32534,1065270
1,KNG02-235-GSSS  MASROOR,Total, ,10,1239804,142000,32534,1065270
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,2,600000,0,0,600000
3, , ,"[TRVch# 743 Dt:23/06/2017] , Billno-KNG022352017100016",1,400000,0,0,400000
4, , ,"[TRVch# 761 Dt:23/06/2017] , Billno-KNG022352017100015",1,200000,0,0,200000
5, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,222483,62000,8987,151496
6, , ,"[TRVch# 334 Dt:08/06/2017] , Billno-KNG02235052017-001",1,151937,62000,1620,88317
7, , ,"[TRVch# 335 Dt:08/06/2017] , Billno-KNG02235052017-002",1,70546,0,7367,63179
8, ,08-2202-01-101-03-S00N-V-N-02-WAGES,Total,1,1900,0,0,1900
9, , ,"[TRVch# 490 Dt:08/06/2017] , Billno-KNG022352017100012",1,1900,0,0,1900
10, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,385541,80000,23547,281994
11, , ,"[TRVch# 336 Dt:08/06/2017] , Billno-KNG02235052017-003",1,81826,35000,7270,39556
12, , ,"[TRVch# 337 Dt:08/06/2017] , Billno-KNG02235052017-004",1,209534,45000,7907,156627
13, , ,"[TRVch# 338 Dt:08/06/2017] , Billno-KNG02235052017-005",1,94181,0,8370,85811
14, ,08-2202-02-800-01-S00N-V-N-41-GIA GENERAL (Salary),Total,2,29880,0,0,29880
15, , ,"[TRVch# 491 Dt:08/06/2017] , Billno-KNG022352017100013",1,14940,0,0,14940
16, , ,"[TRVch# 492 Dt:08/06/2017] , Billno-KNG022352017100014",1,14940,0,0,14940
0,Grand Total, , ,7,569423,122000,31474,415949
1,KNG02-235-GSSS  MASROOR,Total, ,7,569423,122000,31474,415949
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,167591,42000,7927,117664
3, , ,"[TRVch# 778 Dt:10/07/2017] , Billno-KNG02235062017-001",1,97045,42000,560,54485
4, , ,"[TRVch# 779 Dt:10/07/2017] , Billno-KNG02235062017-002",1,70546,0,7367,63179
5, ,08-2202-01-101-03-S00N-V-N-02-WAGES,Total,1,1583,0,0,1583
6, , ,"[TRVch# 2862 Dt:19/07/2017] , Billno-KNG022352017100018",1,1583,0,0,1583
7, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,385541,80000,23547,281994
8, , ,"[TRVch# 780 Dt:10/07/2017] , Billno-KNG02235062017-003",1,81826,35000,7270,39556
9, , ,"[TRVch# 781 Dt:10/07/2017] , Billno-KNG02235062017-004",1,209534,45000,7907,156627
10, , ,"[TRVch# 782 Dt:10/07/2017] , Billno-KNG02235062017-005",1,94181,0,8370,85811
11, ,08-2202-02-800-01-S00N-V-N-41-GIA GENERAL (Salary),Total,1,14708,0,0,14708
12, , ,"[TRVch# 2861 Dt:19/07/2017] , Billno-KNG022352017100017",1,14708,0,0,14708
0,Grand Total, , ,5,575187,122000,31474,421713
1,KNG02-235-GSSS  MASROOR,Total, ,5,575187,122000,31474,421713
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,167741,42000,7927,117814
3, , ,"[TRVch# 836 Dt:08/08/2017] , Billno-KNG02235072017-001",1,97195,42000,560,54635
4, , ,"[TRVch# 837 Dt:08/08/2017] , Billno-KNG02235072017-002",1,70546,0,7367,63179
5, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,407446,80000,23547,303899
6, , ,"[TRVch# 838 Dt:08/08/2017] , Billno-KNG02235072017-003",1,81876,35000,7270,39606
7, , ,"[TRVch# 839 Dt:08/08/2017] , Billno-KNG02235072017-004",1,209734,45000,7907,156827
8, , ,"[TRVch# 840 Dt:08/08/2017] , Billno-KNG02235072017-005",1,115836,0,8370,107466
0,Grand Total, , ,14,643833,122000,32990,488843
1,KNG02-235-GSSS  MASROOR,Total, ,14,643833,122000,32990,488843
2, ,00-8011-00-107-02-S00N-V-N-00- ,Total,2,11897,0,0,11897
3, , ,"[TRVch# 37 Dt:21/09/2017] , Billno-KNG022352017100033",1,2139,0,0,2139
4, , ,"[TRVch# 38 Dt:21/09/2017] , Billno-KNG022352017100034",1,9758,0,0,9758
5, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,4,185130,42000,9314,133816
6, , ,"[TRVch# 3006 Dt:21/09/2017] , Billno-KNG022352017100023",1,150,0,0,150
