,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,4,369466,8000,3748,357718
1,SMR04-209-GHS KATHWAR,Total, ,4,369466,8000,3748,357718
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,1,200000,0,0,200000
3, , ,"[TRVch# 251 Dt:20/04/2017] , Billno-SMR042092017100001",1,200000,0,0,200000
4, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,1,82649,0,0,82649
5, , ,"[TRVch# 473 Dt:07/04/2017] , Billno-SMR04209032017-001",1,82649,0,0,82649
6, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,2,86817,8000,3748,75069
7, , ,"[TRVch# 474 Dt:07/04/2017] , Billno-SMR04209032017-002",1,55969,8000,3743,44226
8, , ,"[TRVch# 475 Dt:07/04/2017] , Billno-SMR04209032017-003",1,30848,0,5,30843
0,Grand Total, , ,3,174847,8000,3804,163043
1,SMR04-209-GHS KATHWAR,Total, ,3,174847,8000,3804,163043
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,1,86949,0,0,86949
3, , ,"[TRVch# 648 Dt:09/05/2017] , Billno-SMR04209042017-001",1,86949,0,0,86949
4, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,2,87898,8000,3804,76094
5, , ,"[TRVch# 649 Dt:09/05/2017] , Billno-SMR04209042017-002",1,56678,8000,3774,44904
6, , ,"[TRVch# 650 Dt:09/05/2017] , Billno-SMR04209042017-003",1,31220,0,30,31190
0,Grand Total, , ,8,285660,66645,9143,209872
1,SMR04-209-GHS KATHWAR,Total, ,8,285660,66645,9143,209872
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,73538,0,9,73529
3, , ,"[TRVch# 1508 Dt:20/06/2017] , Billno-SMR042092017100005",1,4440,0,9,4431
4, , ,"[TRVch# 757 Dt:08/06/2017] , Billno-SMR04209052017-001",1,69098,0,0,69098
5, ,08-2202-01-800-06-S00N-V-P-41-GIA GENERAL (Salary),Total,1,37500,0,0,37500
6, , ,"[TRVch# 1480 Dt:20/06/2017] , Billno-SMR042092017100004",1,37500,0,0,37500
7, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,5,174622,66645,9134,98843
