,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,4,266771,55000,18408,193363
1,MDI15-216-HM GHS GIUN,Total, ,4,266771,55000,18408,193363
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,86998,30000,3274,53724
3, , ,"[TRVch# 1374 Dt:07/04/2017] , Billno-MDI15216032017-001",1,69184,30000,30,39154
4, , ,"[TRVch# 1375 Dt:07/04/2017] , Billno-MDI15216032017-002",1,17814,0,3244,14570
5, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,2,179773,25000,15134,139639
6, , ,"[TRVch# 1376 Dt:07/04/2017] , Billno-MDI15216032017-003",1,161586,25000,13444,123142
7, , ,"[TRVch# 1377 Dt:07/04/2017] , Billno-MDI15216032017-004",1,18187,0,1690,16497
0,Grand Total, , ,8,298649,67831,25785,205033
1,MDI15-216-HM GHS GIUN,Total, ,8,298649,67831,25785,205033
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,4,96778,35403,5094,56281
3, , ,"[TRVch# 2263 Dt:08/05/2017] , Billno-MDI15216042017-001",1,70751,30000,1030,39721
4, , ,"[TRVch# 2264 Dt:08/05/2017] , Billno-MDI15216042017-002",1,18035,0,3266,14769
5, , ,"[TRVch# 2330 Dt:08/05/2017] , Billno-MDI152162017100001",1,6003,5403,600,0
6, , ,"[TRVch# 2331 Dt:08/05/2017] , Billno-MDI152162017100002",1,1989,0,198,1791
7, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,4,201871,32428,20691,148752
8, , ,"[TRVch# 2265 Dt:08/05/2017] , Billno-MDI15216042017-003",1,73150,25000,3530,44620
9, , ,"[TRVch# 2266 Dt:08/05/2017] , Billno-MDI15216042017-004",1,110517,0,15337,95180
10, , ,"[TRVch# 2332 Dt:08/05/2017] , Billno-MDI152162017100003",1,16221,7428,1626,7167
11, , ,"[TRVch# 2333 Dt:08/05/2017] , Billno-MDI152162017100004",1,1983,0,198,1785
0,Grand Total, , ,4,272453,55000,23163,194290
1,MDI15-216-HM GHS GIUN,Total, ,4,272453,55000,23163,194290
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,88786,30000,4296,54490
3, , ,"[TRVch# 2343 Dt:07/06/2017] , Billno-MDI15216052017-001",1,70751,30000,1030,39721
4, , ,"[TRVch# 2344 Dt:07/06/2017] , Billno-MDI15216052017-002",1,18035,0,3266,14769
5, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,2,183667,25000,18867,139800
6, , ,"[TRVch# 2345 Dt:07/06/2017] , Billno-MDI15216052017-003",1,73150,25000,3530,44620
7, , ,"[TRVch# 2346 Dt:07/06/2017] , Billno-MDI15216052017-004",1,110517,0,15337,95180
0,Grand Total, , ,5,293250,55000,23181,215069
1,MDI15-216-HM GHS GIUN,Total, ,5,293250,55000,23181,215069
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,90411,30000,4296,56115
3, , ,"[TRVch# 2174 Dt:10/07/2017] , Billno-MDI15216062017-001",1,72376,30000,1030,41346
4, , ,"[TRVch# 2176 Dt:10/07/2017] , Billno-MDI15216062017-002",1,18035,0,3266,14769
5, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,202839,25000,18885,158954
6, , ,"[TRVch# 2177 Dt:10/07/2017] , Billno-MDI15216062017-003",1,75312,25000,3530,46782
7, , ,"[TRVch# 2178 Dt:10/07/2017] , Billno-MDI15216062017-004",1,126027,0,15346,110681
8, , ,"[TRVch# 2212 Dt:10/07/2017] , Billno-MDI152162017100006",1,1500,0,9,1491
0,Grand Total, , ,4,292290,55000,23224,214066
1,MDI15-216-HM GHS GIUN,Total, ,4,292290,55000,23224,214066
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,90951,30000,4349,56602
3, , ,"[TRVch# 1986 Dt:09/08/2017] , Billno-MDI15216072017-001",1,72376,30000,1030,41346
4, , ,"[TRVch# 1987 Dt:09/08/2017] , Billno-MDI15216072017-002",1,18575,0,3319,15256
5, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,2,201339,25000,18875,157464
6, , ,"[TRVch# 1988 Dt:09/08/2017] , Billno-MDI15216072017-003",1,75312,25000,3530,46782
7, , ,"[TRVch# 1989 Dt:09/08/2017] , Billno-MDI15216072017-004",1,126027,0,15345,110682
0,Grand Total, , ,4,328110,75000,22282,230828
1,MDI15-216-HM GHS GIUN,Total, ,4,328110,75000,22282,230828
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,92170,30000,4349,57821
3, , ,"[TRVch# 2173 Dt:08/09/2017] , Billno-MDI15216082017-001",1,73291,30000,1030,42261
4, , ,"[TRVch# 2225 Dt:08/09/2017] , Billno-MDI15216082017-002",1,18879,0,3319,15560
5, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,2,235940,45000,17933,173007
6, , ,"[TRVch# 2226 Dt:08/09/2017] , Billno-MDI15216082017-003",1,107286,45000,3560,58726
7, , ,"[TRVch# 2227 Dt:08/09/2017] , Billno-MDI15216082017-004",1,128654,0,14373,114281
0,Grand Total, , ,8,370516,85426,25645,259445
1,MDI15-216-HM GHS GIUN,Total, ,8,370516,85426,25645,259445
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,4,102961,36474,5338,61149
3, , ,"[TRVch# 3521 Dt:24/10/2017] , Billno-MDI15216092017-001",1,74207,30000,1030,43177
4, , ,"[TRVch# 3522 Dt:24/10/2017] , Billno-MDI15216092017-002",1,19183,0,3349,15834
5, , ,"[TRVch# 3591 Dt:24/10/2017] , Billno-MDI152162017100007",1,7193,6474,719,0
6, , ,"[TRVch# 3592 Dt:24/10/2017] , Billno-MDI152162017100008",1,2378,0,240,2138
7, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,4,267555,48952,20307,198296
8, , ,"[TRVch# 3523 Dt:24/10/2017] , Billno-MDI15216092017-003",1,109040,45000,3560,60480
9, , ,"[TRVch# 3524 Dt:24/10/2017] , Billno-MDI15216092017-004",1,130740,0,14528,116212
10, , ,"[TRVch# 3593 Dt:24/10/2017] , Billno-MDI152162017100009",1,13847,3952,990,8905
11, , ,"[TRVch# 3594 Dt:24/10/2017] , Billno-MDI152162017100010",1,13928,0,1229,12699
0,Grand Total, , ,5,425524,65000,26146,334378
1,MDI15-216-HM GHS GIUN,Total, ,5,425524,65000,26146,334378
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,1,138877,45000,1575,92302
3, , ,"[TRVch# 2153 Dt:08/11/2017] , Billno-MDI15216102017-001",1,138877,45000,1575,92302
4, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,4,286647,20000,24571,242076
5, , ,"[TRVch# 2154 Dt:08/11/2017] , Billno-MDI15216102017-002",1,122233,20000,3605,98628
6, , ,"[TRVch# 2155 Dt:08/11/2017] , Billno-MDI15216102017-003",1,111333,0,15891,95442
7, , ,"[TRVch# 3665 Dt:30/11/2017] , Billno-MDI152162017100015",1,2333,0,0,2333
8, , ,"[TRVch# 3669 Dt:30/11/2017] , Billno-MDI152162017100016",1,50748,0,5075,45673
0,Grand Total, , ,5,388026,65000,28189,294837
1,MDI15-216-HM GHS GIUN,Total, ,5,388026,65000,28189,294837
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,1,143562,45000,1895,96667
3, , ,"[TRVch# 2380 Dt:14/12/2017] , Billno-MDI15216112017-001",1,143562,45000,1895,96667
4, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,2,240964,20000,26294,194670
5, , ,"[TRVch# 2381 Dt:14/12/2017] , Billno-MDI15216112017-002",1,129631,20000,3845,105786
6, , ,"[TRVch# 2382 Dt:14/12/2017] , Billno-MDI15216112017-003",1,111333,0,22449,88884
7, ,08-2202-02-109-01-S00N-V-N-05-OFFICE EXPENSES,Total,2,3500,0,0,3500
8, , ,"[TRVch# 2400 Dt:14/12/2017] , Billno-MDI152162017100019",1,2500,0,0,2500
9, , ,"[TRVch# 2407 Dt:14/12/2017] , Billno-MDI152162017100018",1,1000,0,0,1000
0,Grand Total, , ,3,385765,65000,27508,293257
1,MDI15-216-HM GHS GIUN,Total, ,3,385765,65000,27508,293257
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,1,143562,45000,1575,96987
3, , ,"[TRVch# 2101 Dt:09/01/2018] , Billno-MDI15216122017-001",1,143562,45000,1575,96987
4, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,2,242203,20000,25933,196270
5, , ,"[TRVch# 2102 Dt:09/01/2018] , Billno-MDI15216122017-002",1,129631,20000,3605,106026
6, , ,"[TRVch# 2103 Dt:09/01/2018] , Billno-MDI15216122017-003",1,112572,0,22328,90244
0,Grand Total, , ,9,1348421,80519,21506,1246396
1,MDI15-216-HM GHS GIUN,Total, ,9,1348421,80519,21506,1246396
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,4,168991,58271,3917,106803
