,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,2,29544167,0,0,29544167
1,"SOL05-723-E.E. IPH DIVISION,NALAGARH.",Total, ,2,29544167,0,0,29544167
2, ,00-8782-00-102-00-S00N-V-N-00- ,Total,2,29544167,0,0,29544167
3, , ,"[TRVch# 42 Dt:29/04/2017] , Billno-SOL057230017103801",1,27969856,0,0,27969856
4, , ,"[TRVch# 43 Dt:29/04/2017] , Billno-SOL057230017103802",1,1574311,0,0,1574311
0,Grand Total, , ,16,24716414,0,0,24716414
1,"SOL05-723-E.E. IPH DIVISION,NALAGARH.",Total, ,16,24716414,0,0,24716414
2, ,00-8782-00-102-00-S00N-V-N-00- ,Total,16,24716414,0,0,24716414
3, , ,"[TRVch# 111 Dt:31/05/2017] , Billno-SOL057230100338070",1,10000,0,0,10000
4, , ,"[TRVch# 114 Dt:31/05/2017] , Billno-SOL057230000209213",1,1000000,0,0,1000000
5, , ,"[TRVch# 116 Dt:31/05/2017] , Billno-SOL057230117112301",1,75000,0,0,75000
6, , ,"[TRVch# 117 Dt:31/05/2017] , Billno-SOL057230100338071",1,9970,0,0,9970
7, , ,"[TRVch# 119 Dt:31/05/2017] , Billno-SOL057230117112302",1,35373,0,0,35373
8, , ,"[TRVch# 122 Dt:31/05/2017] , Billno-SOL057230100338073",1,9690,0,0,9690
9, , ,"[TRVch# 123 Dt:31/05/2017] , Billno-SOL057230000209212",1,5470410,0,0,5470410
10, , ,"[TRVch# 124 Dt:31/05/2017] , Billno-SOL057230117112303",1,37844,0,0,37844
11, , ,"[TRVch# 126 Dt:31/05/2017] , Billno-SOL057230017103807",1,115457,0,0,115457
12, , ,"[TRVch# 63 Dt:22/05/2017] , Billno-SOL057230200338934",1,10000,0,0,10000
13, , ,"[TRVch# 64 Dt:22/05/2017] , Billno-SOL057230017103804",1,4584452,0,0,4584452
14, , ,"[TRVch# 65 Dt:22/05/2017] , Billno-SOL057230017103803",1,11638890,0,0,11638890
15, , ,"[TRVch# 69 Dt:22/05/2017] , Billno-SOL057230000209211",1,4534,0,0,4534
16, , ,"[TRVch# 71 Dt:22/05/2017] , Billno-SOL057230217108701",1,80867,0,0,80867
17, , ,"[TRVch# 74 Dt:22/05/2017] , Billno-SOL057230017103806",1,1623927,0,0,1623927
18, , ,"[TRVch# 75 Dt:22/05/2017] , Billno-SOL057230100338069",1,10000,0,0,10000
0,Grand Total, , ,18,14291369,0,0,14291369
1,"SOL05-723-E.E. IPH DIVISION,NALAGARH.",Total, ,18,14291369,0,0,14291369
2, ,00-8782-00-102-00-S00N-V-N-00- ,Total,13,14132581,0,0,14132581
3, , ,"[TRVch# 100 Dt:22/06/2017] , Billno-SOL057230100338077",1,7120,0,0,7120
4, , ,"[TRVch# 101 Dt:22/06/2017] , Billno-SOL057230017103811",1,188695,0,0,188695
5, , ,"[TRVch# 102 Dt:22/06/2017] , Billno-SOL057230017103809",1,1065308,0,0,1065308
6, , ,"[TRVch# 103 Dt:22/06/2017] , Billno-SOL057230117112304",1,66932,0,0,66932
7, , ,"[TRVch# 104 Dt:22/06/2017] , Billno-SOL057230017103810",1,1167636,0,0,1167636
8, , ,"[TRVch# 105 Dt:22/06/2017] , Billno-SOL057230017103814",1,1731469,0,0,1731469
9, , ,"[TRVch# 106 Dt:22/06/2017] , Billno-SOL057230017103812",1,4332380,0,0,4332380
10, , ,"[TRVch# 107 Dt:22/06/2017] , Billno-SOL057230017103813",1,5530059,0,0,5530059
11, , ,"[TRVch# 29 Dt:08/06/2017] , Billno-SOL057230100338072",1,3964,0,0,3964
12, , ,"[TRVch# 88 Dt:22/06/2017] , Billno-SOL057230000209214",1,10000,0,0,10000
13, , ,"[TRVch# 95 Dt:22/06/2017] , Billno-SOL057230100338075",1,9838,0,0,9838
14, , ,"[TRVch# 98 Dt:22/06/2017] , Billno-SOL057230100338076",1,9180,0,0,9180
15, , ,"[TRVch# 99 Dt:22/06/2017] , Billno-SOL057230200338936",1,10000,0,0,10000
16, ,00-8782-00-103-00-S00N-V-N-00- ,Total,5,158788,0,0,158788
17, , ,"[TRVch# 89 Dt:22/06/2017] , Billno-SOL057230200338935",1,10000,0,0,10000
18, , ,"[TRVch# 90 Dt:22/06/2017] , Billno-SOL057230217108702",1,84527,0,0,84527
19, , ,"[TRVch# 91 Dt:22/06/2017] , Billno-SOL057230317116501",1,45046,0,0,45046
20, , ,"[TRVch# 93 Dt:22/06/2017] , Billno-SOL057230100338074",1,9815,0,0,9815
21, , ,"[TRVch# 96 Dt:22/06/2017] , Billno-SOL057230300334142",1,9400,0,0,9400
0,Grand Total, , ,24,24287085,0,0,24287085
1,"SOL05-723-E.E. IPH DIVISION,NALAGARH.",Total, ,24,24287085,0,0,24287085
2, ,00-8782-00-102-00-S00N-V-N-00- ,Total,24,24287085,0,0,24287085
3, , ,"[TRVch# 100 Dt:21/07/2017] , Billno-SOL057230217108705",1,14850,0,0,14850
4, , ,"[TRVch# 101 Dt:21/07/2017] , Billno-SOL057230017103819",1,2002561,0,0,2002561
5, , ,"[TRVch# 102 Dt:21/07/2017] , Billno-SOL057230017103820",1,1835416,0,0,1835416
6, , ,"[TRVch# 103 Dt:21/07/2017] , Billno-SOL057230017103821",1,821199,0,0,821199
7, , ,"[TRVch# 112 Dt:21/07/2017] , Billno-SOL057230017103822",1,270717,0,0,270717
8, , ,"[TRVch# 113 Dt:21/07/2017] , Billno-SOL057230117112305",1,36607,0,0,36607
9, , ,"[TRVch# 116 Dt:21/07/2017] , Billno-SOL057230017103823",1,1718238,0,0,1718238
10, , ,"[TRVch# 117 Dt:21/07/2017] , Billno-SOL057230200338938",1,9972,0,0,9972
11, , ,"[TRVch# 119 Dt:21/07/2017] , Billno-SOL057230017103824",1,2762,0,0,2762
12, , ,"[TRVch# 171 Dt:31/07/2017] , Billno-SOL057230300334143",1,2600,0,0,2600
13, , ,"[TRVch# 173 Dt:31/07/2017] , Billno-SOL057230100338081",1,9500,0,0,9500
14, , ,"[TRVch# 177 Dt:31/07/2017] , Billno-SOL057230317116502",1,16541,0,0,16541
15, , ,"[TRVch# 178 Dt:31/07/2017] , Billno-SOL057230117112306",1,2452759,0,0,2452759
16, , ,"[TRVch# 179 Dt:31/07/2017] , Billno-SOL057230017103825",1,1972853,0,0,1972853
17, , ,"[TRVch# 180 Dt:31/07/2017] , Billno-SOL057230017103827",1,2326775,0,0,2326775
18, , ,"[TRVch# 182 Dt:31/07/2017] , Billno-SOL057230100338079",1,3889,0,0,3889
