,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,7,1275000,0,0,1275000
1,SML06-002-S.P.M. TIKKAR,Total, ,7,1275000,0,0,1275000
2, ,00-8658-00-102-19-S00N-V-N-00- ,Total,7,1275000,0,0,1275000
3, , ,"[TRVch# 20 Dt:29/04/2017] , Billno-SML060021748658001",1,25000,0,0,25000
4, , ,"[TRVch# 21 Dt:29/04/2017] , Billno-SML060021748658002",1,200000,0,0,200000
5, , ,"[TRVch# 22 Dt:29/04/2017] , Billno-SML060021748658003",1,50000,0,0,50000
6, , ,"[TRVch# 23 Dt:29/04/2017] , Billno-SML060021748658004",1,50000,0,0,50000
7, , ,"[TRVch# 24 Dt:29/04/2017] , Billno-SML060021748658005",1,50000,0,0,50000
8, , ,"[TRVch# 25 Dt:29/04/2017] , Billno-SML060021748658006",1,500000,0,0,500000
9, , ,"[TRVch# 26 Dt:29/04/2017] , Billno-SML060021748658007",1,400000,0,0,400000
0,Grand Total, , ,2,600000,0,0,600000
1,SML06-002-S.P.M. TIKKAR,Total, ,2,600000,0,0,600000
2, ,00-8658-00-102-19-S00N-V-N-00- ,Total,2,600000,0,0,600000
3, , ,"[TRVch# 46 Dt:31/05/2017] , Billno-SML060021758658001",1,500000,0,0,500000
4, , ,"[TRVch# 47 Dt:31/05/2017] , Billno-SML060021758658002",1,100000,0,0,100000
0,Grand Total, , ,1,100000,0,0,100000
1,SML06-002-S.P.M. TIKKAR,Total, ,1,100000,0,0,100000
2, ,00-8658-00-102-19-S00N-V-N-00- ,Total,1,100000,0,0,100000
3, , ,"[TRVch# 21 Dt:30/06/2017] , Billno-SML060021768658001",1,100000,0,0,100000
0,Grand Total, , ,7,465000,0,0,465000
1,SML06-002-S.P.M. TIKKAR,Total, ,7,465000,0,0,465000
2, ,00-8658-00-102-19-S00N-V-N-00- ,Total,7,465000,0,0,465000
3, , ,"[TRVch# 36 Dt:31/07/2017] , Billno-SML060021778658001",1,50000,0,0,50000
4, , ,"[TRVch# 37 Dt:31/07/2017] , Billno-SML060021778658002",1,50000,0,0,50000
5, , ,"[TRVch# 38 Dt:31/07/2017] , Billno-SML060021778658003",1,20000,0,0,20000
6, , ,"[TRVch# 39 Dt:31/07/2017] , Billno-SML060021778658004",1,30000,0,0,30000
7, , ,"[TRVch# 40 Dt:31/07/2017] , Billno-SML060021778658005",1,250000,0,0,250000
8, , ,"[TRVch# 41 Dt:31/07/2017] , Billno-SML060021778658006",1,50000,0,0,50000
9, , ,"[TRVch# 42 Dt:31/07/2017] , Billno-SML060021778658007",1,15000,0,0,15000
0,Grand Total, , ,2,40000,0,0,40000
1,SML06-002-S.P.M. TIKKAR,Total, ,2,40000,0,0,40000
