,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,7,2192001,162501,42714,1986786
1,KNG03-537-TEHSILDAR INDORA,Total, ,7,2192001,162501,42714,1986786
2, ,05-2029-00-103-02-S00N-V-N-01-SALARIES,Total,3,485609,95001,25438,365170
3, , ,"[TRVch# 36 Dt:10/04/2017] , Billno-KNG03537032017-001",1,352387,95001,17287,240099
4, , ,"[TRVch# 37 Dt:10/04/2017] , Billno-KNG03537032017-002",1,117848,0,8151,109697
5, , ,"[TRVch# 38 Dt:10/04/2017] , Billno-KNG03537032017-003",1,15374,0,0,15374
6, ,05-2053-00-093-01-S00N-V-N-01-SALARIES,Total,1,217578,47500,10045,160033
7, , ,"[TRVch# 42 Dt:10/04/2017] , Billno-KNG03537032017-004",1,217578,47500,10045,160033
8, ,05-2053-00-094-01-S00N-V-N-01-SALARIES,Total,1,54744,20000,7231,27513
9, , ,"[TRVch# 43 Dt:10/04/2017] , Billno-KNG03537032017-005",1,54744,20000,7231,27513
10, ,29-2071-01-104-02-S00N-V-N-38-PENSIONS,Total,1,885060,0,0,885060
11, , ,"[TRVch# 171 Dt:29/04/2017] , Billno-KNG035372017100002",1,885060,0,0,885060
12, ,29-2071-01-115-01-S00N-V-N-38-PENSIONS,Total,1,549010,0,0,549010
13, , ,"[TRVch# 170 Dt:29/04/2017] , Billno-KNG035372017100001",1,549010,0,0,549010
0,Grand Total, , ,7,783778,172501,22058,589219
1,KNG03-537-TEHSILDAR INDORA,Total, ,7,783778,172501,22058,589219
2, ,05-2029-00-103-02-S00N-V-N-01-SALARIES,Total,3,499455,105001,16572,377882
3, , ,"[TRVch# 37 Dt:09/05/2017] , Billno-KNG03537042017-001",1,364577,105001,8286,251290
4, , ,"[TRVch# 38 Dt:09/05/2017] , Billno-KNG03537042017-002",1,119318,0,8271,111047
5, , ,"[TRVch# 39 Dt:09/05/2017] , Billno-KNG03537042017-003",1,15560,0,15,15545
6, ,05-2053-00-093-01-S00N-V-N-01-SALARIES,Total,3,228874,47500,4558,176816
7, , ,"[TRVch# 211 Dt:31/05/2017] , Billno-KNG035372017000004",1,4746,0,0,4746
8, , ,"[TRVch# 212 Dt:31/05/2017] , Billno-KNG035372017000001",1,4683,0,0,4683
9, , ,"[TRVch# 52 Dt:09/05/2017] , Billno-KNG03537042017-004",1,219445,47500,4558,167387
