,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,3,7600000,0,0,7600000
1,MDI10-005-SUB POST MASTER KARSOG,Total, ,3,7600000,0,0,7600000
2, ,00-8658-00-102-19-S00N-V-N-00- ,Total,3,7600000,0,0,7600000
3, , ,"[TRVch# 17 Dt:21/04/2017] , Billno-MDI100051748658001",1,5000000,0,0,5000000
4, , ,"[TRVch# 18 Dt:21/04/2017] , Billno-MDI100051748658002",1,2500000,0,0,2500000
5, , ,"[TRVch# 39 Dt:29/04/2017] , Billno-MDI100051748658003",1,100000,0,0,100000
0,Grand Total, , ,4,500000,0,0,500000
1,MDI10-005-SUB POST MASTER KARSOG,Total, ,4,500000,0,0,500000
2, ,00-8658-00-102-19-S00N-V-N-00- ,Total,4,500000,0,0,500000
3, , ,"[TRVch# 25 Dt:22/05/2017] , Billno-MDI100051758658001",1,200000,0,0,200000
4, , ,"[TRVch# 41 Dt:31/05/2017] , Billno-MDI100051758658002",1,100000,0,0,100000
5, , ,"[TRVch# 42 Dt:31/05/2017] , Billno-MDI100051758658003",1,100000,0,0,100000
6, , ,"[TRVch# 43 Dt:31/05/2017] , Billno-MDI100051758658004",1,100000,0,0,100000
0,Grand Total, , ,3,4600000,0,0,4600000
1,MDI10-005-SUB POST MASTER KARSOG,Total, ,3,4600000,0,0,4600000
2, ,00-8658-00-102-19-S00N-V-N-00- ,Total,3,4600000,0,0,4600000
3, , ,"[TRVch# 25 Dt:22/06/2017] , Billno-MDI100051768658001",1,2000000,0,0,2000000
4, , ,"[TRVch# 26 Dt:22/06/2017] , Billno-MDI100051768658002",1,2500000,0,0,2500000
5, , ,"[TRVch# 33 Dt:30/06/2017] , Billno-MDI100051768658003",1,100000,0,0,100000
0,Grand Total, , ,5,1700000,0,0,1700000
1,MDI10-005-SUB POST MASTER KARSOG,Total, ,5,1700000,0,0,1700000
2, ,00-8658-00-102-19-S00N-V-N-00- ,Total,5,1700000,0,0,1700000
3, , ,"[TRVch# 11 Dt:20/07/2017] , Billno-MDI100051778658003",1,200000,0,0,200000
4, , ,"[TRVch# 12 Dt:20/07/2017] , Billno-MDI100051778658004",1,100000,0,0,100000
5, , ,"[TRVch# 13 Dt:20/07/2017] , Billno-MDI100051778658005",1,1000000,0,0,1000000
6, , ,"[TRVch# 3 Dt:10/07/2017] , Billno-MDI100051778658001",1,200000,0,0,200000
7, , ,"[TRVch# 4 Dt:10/07/2017] , Billno-MDI100051778658002",1,200000,0,0,200000
0,Grand Total, , ,3,2500000,0,0,2500000
1,MDI10-005-SUB POST MASTER KARSOG,Total, ,3,2500000,0,0,2500000
2, ,00-8658-00-102-19-S00N-V-N-00- ,Total,3,2500000,0,0,2500000
3, , ,"[TRVch# 10 Dt:24/08/2017] , Billno-MDI100051788658002",1,1000000,0,0,1000000
4, , ,"[TRVch# 17 Dt:31/08/2017] , Billno-MDI100051788658003",1,500000,0,0,500000
5, , ,"[TRVch# 9 Dt:24/08/2017] , Billno-MDI100051788658001",1,1000000,0,0,1000000
0,Grand Total, , ,4,2700000,0,0,2700000
1,MDI10-005-SUB POST MASTER KARSOG,Total, ,4,2700000,0,0,2700000
2, ,00-8658-00-102-19-S00N-V-N-00- ,Total,4,2700000,0,0,2700000
3, , ,"[TRVch# 11 Dt:21/09/2017] , Billno-MDI100051798658003",1,500000,0,0,500000
4, , ,"[TRVch# 12 Dt:21/09/2017] , Billno-MDI100051798658004",1,1500000,0,0,1500000
5, , ,"[TRVch# 22 Dt:29/09/2017] , Billno-MDI100051798658005",1,500000,0,0,500000
6, , ,"[TRVch# 9 Dt:21/09/2017] , Billno-MDI100051798658001",1,200000,0,0,200000
0,Grand Total, , ,3,2000000,0,0,2000000
1,MDI10-005-SUB POST MASTER KARSOG,Total, ,3,2000000,0,0,2000000
2, ,00-8658-00-102-19-S00N-V-N-00- ,Total,3,2000000,0,0,2000000
3, , ,"[TRVch# 11 Dt:24/10/2017] , Billno-MDI100051708658001",1,1000000,0,0,1000000
4, , ,"[TRVch# 12 Dt:24/10/2017] , Billno-MDI100051708658002",1,500000,0,0,500000
5, , ,"[TRVch# 33 Dt:31/10/2017] , Billno-MDI100051708658003",1,500000,0,0,500000
0,Grand Total, , ,3,1700000,0,0,1700000
1,MDI10-005-SUB POST MASTER KARSOG,Total, ,3,1700000,0,0,1700000
2, ,00-8658-00-102-19-S00N-V-N-00- ,Total,3,1700000,0,0,1700000
3, , ,"[TRVch# 11 Dt:30/11/2017] , Billno-MDI1000517A8658001",1,400000,0,0,400000
4, , ,"[TRVch# 12 Dt:30/11/2017] , Billno-MDI1000517A8658002",1,300000,0,0,300000
5, , ,"[TRVch# 13 Dt:30/11/2017] , Billno-MDI1000517A8658003",1,1000000,0,0,1000000
0,Grand Total, , ,1,1000000,0,0,1000000
1,MDI10-005-SUB POST MASTER KARSOG,Total, ,1,1000000,0,0,1000000
2, ,00-8658-00-102-19-S00N-V-N-00- ,Total,1,1000000,0,0,1000000
3, , ,"[TRVch# 4 Dt:21/12/2017] , Billno-MDI1000517B8658001",1,1000000,0,0,1000000
0,Grand Total, , ,4,10000000,0,0,10000000
1,MDI10-005-SUB POST MASTER KARSOG,Total, ,4,10000000,0,0,10000000
2, ,00-8658-00-102-19-S00N-V-N-00- ,Total,4,10000000,0,0,10000000
3, , ,"[TRVch# 21 Dt:22/01/2018] , Billno-MDI100051718658001",1,1000000,0,0,1000000
4, , ,"[TRVch# 32 Dt:24/01/2018] , Billno-MDI100051718658002",1,1500000,0,0,1500000
5, , ,"[TRVch# 33 Dt:24/01/2018] , Billno-MDI100051718658003",1,6000000,0,0,6000000
6, , ,"[TRVch# 42 Dt:30/01/2018] , Billno-MDI100051718658004",1,1500000,0,0,1500000
0,Grand Total, , ,6,10000000,0,0,10000000
1,MDI10-005-SUB POST MASTER KARSOG,Total, ,6,10000000,0,0,10000000
2, ,00-8658-00-102-19-S00N-V-N-00- ,Total,6,10000000,0,0,10000000
3, , ,"[TRVch# 14 Dt:07/02/2018] , Billno-MDI100051728658001",1,1500000,0,0,1500000
4, , ,"[TRVch# 15 Dt:07/02/2018] , Billno-MDI100051728658002",1,1500000,0,0,1500000
5, , ,"[TRVch# 16 Dt:07/02/2018] , Billno-MDI100051728658003",1,1500000,0,0,1500000
6, , ,"[TRVch# 17 Dt:07/02/2018] , Billno-MDI100051728658004",1,1500000,0,0,1500000
7, , ,"[TRVch# 44 Dt:22/02/2018] , Billno-MDI100051728658005",1,3000000,0,0,3000000
8, , ,"[TRVch# 45 Dt:22/02/2018] , Billno-MDI100051728658006",1,1000000,0,0,1000000
0,Grand Total, , ,3,3000000,0,0,3000000
1,MDI10-005-SUB POST MASTER KARSOG,Total, ,3,3000000,0,0,3000000
2, ,00-8658-00-102-19-S00N-V-N-00- ,Total,3,3000000,0,0,3000000
3, , ,"[TRVch# 30 Dt:22/03/2018] , Billno-MDI100051738658001",1,1000000,0,0,1000000
4, , ,"[TRVch# 31 Dt:22/03/2018] , Billno-MDI100051738658002",1,1500000,0,0,1500000
5, , ,"[TRVch# 32 Dt:22/03/2018] , Billno-MDI100051738658003",1,500000,0,0,500000
0,Grand Total, , ,3,2800000,0,0,2800000
1,MDI10-005-SUB POST MASTER KARSOG,Total, ,3,2800000,0,0,2800000
2, ,00-8658-00-102-19-S00N-V-N-00- ,Total,3,2800000,0,0,2800000
3, , ,"[TRVch# 33 Dt:25/04/2018] , Billno-MDI100051848658001",1,1000000,0,0,1000000
4, , ,"[TRVch# 34 Dt:25/04/2018] , Billno-MDI100051848658002",1,1000000,0,0,1000000
5, , ,"[TRVch# 35 Dt:25/04/2018] , Billno-MDI100051848658003",1,800000,0,0,800000
0,Grand Total, , ,5,5000000,0,0,5000000
1,MDI10-005-SUB POST MASTER KARSOG,Total, ,5,5000000,0,0,5000000
2, ,00-8658-00-102-19-S00N-V-N-00- ,Total,5,5000000,0,0,5000000
3, , ,"[TRVch# 40 Dt:24/05/2018] , Billno-MDI100051858658002",1,1000000,0,0,1000000
4, , ,"[TRVch# 41 Dt:24/05/2018] , Billno-MDI100051858658003",1,1000000,0,0,1000000
5, , ,"[TRVch# 42 Dt:24/05/2018] , Billno-MDI100051858658004",1,1000000,0,0,1000000
6, , ,"[TRVch# 43 Dt:24/05/2018] , Billno-MDI100051858658005",1,1000000,0,0,1000000
7, , ,"[TRVch# 9 Dt:10/05/2018] , Billno-MDI100051858658001",1,1000000,0,0,1000000
0,Grand Total, , ,5,5500000,0,0,5500000
1,MDI10-005-SUB POST MASTER KARSOG,Total, ,5,5500000,0,0,5500000
2, ,00-8658-00-102-19-S00N-V-N-00- ,Total,5,5500000,0,0,5500000
3, , ,"[TRVch# 13 Dt:21/06/2018] , Billno-MDI100051868658001",1,1000000,0,0,1000000
4, , ,"[TRVch# 14 Dt:21/06/2018] , Billno-MDI100051868658002",1,1500000,0,0,1500000
5, , ,"[TRVch# 15 Dt:21/06/2018] , Billno-MDI100051868658003",1,500000,0,0,500000
6, , ,"[TRVch# 16 Dt:21/06/2018] , Billno-MDI100051868658004",1,1000000,0,0,1000000
7, , ,"[TRVch# 33 Dt:30/06/2018] , Billno-MDI100051868658005",1,1500000,0,0,1500000
0,Grand Total, , ,7,4800000,0,0,4800000
1,MDI10-005-SUB POST MASTER KARSOG,Total, ,7,4800000,0,0,4800000
2, ,00-8658-00-102-19-S00N-V-N-00- ,Total,7,4800000,0,0,4800000
3, , ,"[TRVch# 16 Dt:23/07/2018] , Billno-MDI100051878658003",1,1000000,0,0,1000000
4, , ,"[TRVch# 17 Dt:23/07/2018] , Billno-MDI100051878658004",1,1000000,0,0,1000000
5, , ,"[TRVch# 18 Dt:23/07/2018] , Billno-MDI100051878658005",1,500000,0,0,500000
6, , ,"[TRVch# 19 Dt:23/07/2018] , Billno-MDI100051878658006",1,500000,0,0,500000
7, , ,"[TRVch# 30 Dt:31/07/2018] , Billno-MDI100051878658007",1,500000,0,0,500000
8, , ,"[TRVch# 8 Dt:07/07/2018] , Billno-MDI100051878658001",1,300000,0,0,300000
9, , ,"[TRVch# 9 Dt:07/07/2018] , Billno-MDI100051878658002",1,1000000,0,0,1000000
0,Grand Total, , ,10,9500000,0,0,9500000
1,MDI10-005-SUB POST MASTER KARSOG,Total, ,10,9500000,0,0,9500000
2, ,00-8658-00-102-19-S00N-V-N-00- ,Total,10,9500000,0,0,9500000
3, , ,"[TRVch# 10 Dt:23/08/2018] , Billno-MDI100051888658002",1,1000000,0,0,1000000
4, , ,"[TRVch# 11 Dt:23/08/2018] , Billno-MDI100051888658003",1,1000000,0,0,1000000
5, , ,"[TRVch# 12 Dt:23/08/2018] , Billno-MDI100051888658004",1,1000000,0,0,1000000
6, , ,"[TRVch# 13 Dt:23/08/2018] , Billno-MDI100051888658005",1,1500000,0,0,1500000
7, , ,"[TRVch# 14 Dt:23/08/2018] , Billno-MDI100051888658006",1,2000000,0,0,2000000
8, , ,"[TRVch# 15 Dt:23/08/2018] , Billno-MDI100051888658007",1,500000,0,0,500000
9, , ,"[TRVch# 2 Dt:07/08/2018] , Billno-MDI100051888658001",1,500000,0,0,500000
10, , ,"[TRVch# 26 Dt:31/08/2018] , Billno-MDI100051888658008",1,500000,0,0,500000
11, , ,"[TRVch# 27 Dt:31/08/2018] , Billno-MDI100051888658009",1,500000,0,0,500000
12, , ,"[TRVch# 28 Dt:31/08/2018] , Billno-MDI100051888658010",1,1000000,0,0,1000000
