,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,3,263309,35000,3888,224421
1,MDI07-215-PR GSSS GHAT,Total, ,3,263309,35000,3888,224421
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,1,70135,0,2006,68129
3, , ,"[TRVch# 743 Dt:07/04/2017] , Billno-MDI07215032017-001",1,70135,0,2006,68129
4, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,2,193174,35000,1882,156292
5, , ,"[TRVch# 744 Dt:07/04/2017] , Billno-MDI07215032017-002",1,106286,0,1792,104494
6, , ,"[TRVch# 745 Dt:07/04/2017] , Billno-MDI07215032017-003",1,86888,35000,90,51798
0,Grand Total, , ,11,438725,44659,6407,387659
1,MDI07-215-PR GSSS GHAT,Total, ,11,438725,44659,6407,387659
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,1,100000,0,0,100000
3, , ,"[TRVch# 174 Dt:08/05/2017] , Billno-MDI072152017100006",1,100000,0,0,100000
4, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,75365,0,2266,73099
5, , ,"[TRVch# 1186 Dt:08/05/2017] , Billno-MDI07215042017-001",1,72998,0,2032,70966
6, , ,"[TRVch# 1211 Dt:08/05/2017] , Billno-MDI072152017100001",1,2367,0,234,2133
7, ,08-2202-01-101-03-S00N-V-N-02-WAGES,Total,1,1900,0,0,1900
8, , ,"[TRVch# 1214 Dt:08/05/2017] , Billno-MDI072152017100005",1,1900,0,0,1900
9, ,08-2202-01-800-05-S00N-V-P-41-GIA GENERAL (Salary),Total,2,27180,0,0,27180
10, , ,"[TRVch# 5771 Dt:31/05/2017] , Billno-MDI072152017100007",1,13590,0,0,13590
11, , ,"[TRVch# 5772 Dt:31/05/2017] , Billno-MDI072152017100008",1,13590,0,0,13590
12, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,5,234280,44659,4141,185480
13, , ,"[TRVch# 1187 Dt:08/05/2017] , Billno-MDI07215042017-002",1,127451,0,1831,125620
14, , ,"[TRVch# 1188 Dt:08/05/2017] , Billno-MDI07215042017-003",1,87980,35000,2090,50890
15, , ,"[TRVch# 1212 Dt:08/05/2017] , Billno-MDI072152017100002",1,2108,0,215,1893
16, , ,"[TRVch# 1213 Dt:08/05/2017] , Billno-MDI072152017100003",1,9659,9659,0,0
17, , ,"[TRVch# 1238 Dt:08/05/2017] , Billno-MDI072152017100004",1,7082,0,5,7077
0,Grand Total, , ,9,848794,35000,5953,807841
1,MDI07-215-PR GSSS GHAT,Total, ,9,848794,35000,5953,807841
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,1,500000,0,0,500000
3, , ,"[TRVch# 691 Dt:30/06/2017] , Billno-MDI072152017100014",1,500000,0,0,500000
4, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,1,72998,0,2032,70966
5, , ,"[TRVch# 1255 Dt:07/06/2017] , Billno-MDI07215052017-001",1,72998,0,2032,70966
6, ,08-2202-01-101-03-S00N-V-N-02-WAGES,Total,1,1900,0,0,1900
7, , ,"[TRVch# 2758 Dt:22/06/2017] , Billno-MDI072152017100009",1,1900,0,0,1900
8, ,08-2202-01-800-05-S00N-V-P-41-GIA GENERAL (Salary),Total,1,13590,0,0,13590
9, , ,"[TRVch# 2759 Dt:22/06/2017] , Billno-MDI072152017100010",1,13590,0,0,13590
10, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,2,215431,35000,3921,176510
11, , ,"[TRVch# 1256 Dt:07/06/2017] , Billno-MDI07215052017-002",1,127451,0,1831,125620
12, , ,"[TRVch# 1257 Dt:07/06/2017] , Billno-MDI07215052017-003",1,87980,35000,2090,50890
13, ,08-2202-02-109-01-S00N-V-N-05-OFFICE EXPENSES,Total,1,2485,0,0,2485
14, , ,"[TRVch# 2762 Dt:22/06/2017] , Billno-MDI072152017100013",1,2485,0,0,2485
15, ,08-2202-02-800-01-S00N-V-N-41-GIA GENERAL (Salary),Total,2,42390,0,0,42390
16, , ,"[TRVch# 2760 Dt:22/06/2017] , Billno-MDI072152017100011",1,28260,0,0,28260
17, , ,"[TRVch# 2761 Dt:22/06/2017] , Billno-MDI072152017100012",1,14130,0,0,14130
0,Grand Total, , ,3,288899,35000,5953,247946
1,MDI07-215-PR GSSS GHAT,Total, ,3,288899,35000,5953,247946
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,1,72998,0,2032,70966
3, , ,"[TRVch# 1165 Dt:10/07/2017] , Billno-MDI07215062017-001",1,72998,0,2032,70966
4, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,2,215901,35000,3921,176980
5, , ,"[TRVch# 1166 Dt:10/07/2017] , Billno-MDI07215062017-002",1,127921,0,1831,126090
6, , ,"[TRVch# 1167 Dt:10/07/2017] , Billno-MDI07215062017-003",1,87980,35000,2090,50890
0,Grand Total, , ,9,351329,35000,3936,312393
1,MDI07-215-PR GSSS GHAT,Total, ,9,351329,35000,3936,312393
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,1,67258,0,15,67243
3, , ,"[TRVch# 1097 Dt:09/08/2017] , Billno-MDI07215072017-001",1,67258,0,15,67243
4, ,08-2202-01-101-03-S00N-V-N-02-WAGES,Total,2,3800,0,0,3800
5, , ,"[TRVch# 2399 Dt:24/08/2017] , Billno-MDI072152017100015",1,1900,0,0,1900
6, , ,"[TRVch# 2402 Dt:24/08/2017] , Billno-MDI072152017100018",1,1900,0,0,1900
7, ,08-2202-01-800-05-S00N-V-P-41-GIA GENERAL (Salary),Total,2,31800,0,0,31800
8, , ,"[TRVch# 2400 Dt:24/08/2017] , Billno-MDI072152017100016",1,15900,0,0,15900
9, , ,"[TRVch# 2403 Dt:24/08/2017] , Billno-MDI072152017100019",1,15900,0,0,15900
10, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,2,215871,35000,3921,176950
11, , ,"[TRVch# 1098 Dt:09/08/2017] , Billno-MDI07215072017-002",1,127891,0,1831,126060
12, , ,"[TRVch# 1099 Dt:09/08/2017] , Billno-MDI07215072017-003",1,87980,35000,2090,50890
13, ,08-2202-02-800-01-S00N-V-N-41-GIA GENERAL (Salary),Total,2,32600,0,0,32600
14, , ,"[TRVch# 2401 Dt:24/08/2017] , Billno-MDI072152017100017",1,16600,0,0,16600
15, , ,"[TRVch# 2404 Dt:24/08/2017] , Billno-MDI072152017100020",1,16000,0,0,16000
0,Grand Total, , ,5,285697,35000,3991,246706
1,MDI07-215-PR GSSS GHAT,Total, ,5,285697,35000,3991,246706
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,1,67556,0,15,67541
3, , ,"[TRVch# 1203 Dt:08/09/2017] , Billno-MDI07215082017-001",1,67556,0,15,67541
4, ,08-2202-01-101-03-S00N-V-N-02-WAGES,Total,1,1900,0,0,1900
5, , ,"[TRVch# 2814 Dt:21/09/2017] , Billno-MDI072152017100021",1,1900,0,0,1900
6, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,2,199641,35000,3976,160665
7, , ,"[TRVch# 1204 Dt:08/09/2017] , Billno-MDI07215082017-002",1,110105,0,1886,108219
8, , ,"[TRVch# 1205 Dt:08/09/2017] , Billno-MDI07215082017-003",1,89536,35000,2090,52446
9, ,08-2202-02-800-01-S00N-V-N-41-GIA GENERAL (Salary),Total,1,16600,0,0,16600
10, , ,"[TRVch# 2815 Dt:21/09/2017] , Billno-MDI072152017100022",1,16600,0,0,16600
0,Grand Total, , ,8,952693,275000,12563,665130
1,MDI07-215-PR GSSS GHAT,Total, ,8,952693,275000,12563,665130
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,1,67804,0,15,67789
3, , ,"[TRVch# 1080 Dt:09/10/2017] , Billno-MDI07215092017-001",1,67804,0,15,67789
4, ,08-2202-01-101-03-S00N-V-N-02-WAGES,Total,1,1900,0,0,1900
5, , ,"[TRVch# 4163 Dt:31/10/2017] , Billno-MDI072152017100023",1,1900,0,0,1900
6, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,4,850379,275000,12548,562831
7, , ,"[TRVch# 1081 Dt:09/10/2017] , Billno-MDI07215092017-002",1,79499,35000,6060,38439
8, , ,"[TRVch# 1082 Dt:09/10/2017] , Billno-MDI07215092017-003",1,110676,0,1918,108758
9, , ,"[TRVch# 1083 Dt:09/10/2017] , Billno-MDI07215092017-004",1,91940,40000,4090,47850
10, , ,"[TRVch# 4162 Dt:31/10/2017] , Billno-MDI072152017000001",1,568264,200000,480,367784
11, ,32-2202-01-789-11-S00N-V-P-41-GIA GENERAL (Salary),Total,2,32610,0,0,32610
12, , ,"[TRVch# 4164 Dt:31/10/2017] , Billno-MDI072152017100025",1,15900,0,0,15900
13, , ,"[TRVch# 4165 Dt:31/10/2017] , Billno-MDI072152017100026",1,16710,0,0,16710
0,Grand Total, , ,14,862717,96892,12332,753493
1,MDI07-215-PR GSSS GHAT,Total, ,14,862717,96892,12332,753493
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,1,300000,0,0,300000
3, , ,"[TRVch# 470 Dt:24/11/2017] , Billno-MDI072152017100035",1,300000,0,0,300000
4, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,69164,0,15,69149
5, , ,"[TRVch# 1082 Dt:08/11/2017] , Billno-MDI07215102017-001",1,67804,0,15,67789
6, , ,"[TRVch# 3015 Dt:24/11/2017] , Billno-MDI072152017100031",1,1360,0,0,1360
7, ,08-2202-01-101-03-S00N-V-N-02-WAGES,Total,1,1594,0,0,1594
8, , ,"[TRVch# 3011 Dt:24/11/2017] , Billno-MDI072152017100027",1,1594,0,0,1594
9, ,08-2202-01-800-05-S00N-V-P-41-GIA GENERAL (Salary),Total,1,8625,0,0,8625
10, , ,"[TRVch# 3012 Dt:24/11/2017] , Billno-MDI072152017100028",1,8625,0,0,8625
11, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,6,310229,96892,12317,201020
12, , ,"[TRVch# 1083 Dt:08/11/2017] , Billno-MDI07215102017-002",1,81855,35000,6060,40795
13, , ,"[TRVch# 1084 Dt:08/11/2017] , Billno-MDI07215102017-003",1,110676,0,1918,108758
14, , ,"[TRVch# 1085 Dt:08/11/2017] , Billno-MDI07215102017-004",1,91940,40000,4090,47850
15, , ,"[TRVch# 3016 Dt:24/11/2017] , Billno-MDI072152017100032",1,10272,10272,0,0
16, , ,"[TRVch# 3017 Dt:24/11/2017] , Billno-MDI072152017100033",1,3866,0,249,3617
17, , ,"[TRVch# 3018 Dt:24/11/2017] , Billno-MDI072152017100034",1,11620,11620,0,0
18, ,08-2202-02-800-01-S00N-V-N-41-GIA GENERAL (Salary),Total,1,17434,0,0,17434
19, , ,"[TRVch# 3010 Dt:24/11/2017] , Billno-MDI072152017100024",1,17434,0,0,17434
20, ,32-2202-01-789-11-S00N-V-P-41-GIA GENERAL (Salary),Total,1,8085,0,0,8085
21, , ,"[TRVch# 3013 Dt:24/11/2017] , Billno-MDI072152017100029",1,8085,0,0,8085
22, ,32-2202-01-789-15-S00N-V-P-41-GIA GENERAL (Salary),Total,1,147586,0,0,147586
23, , ,"[TRVch# 3014 Dt:24/11/2017] , Billno-MDI072152017100030",1,147586,0,0,147586
0,Grand Total, , ,8,439043,75000,13203,350840
1,MDI07-215-PR GSSS GHAT,Total, ,8,439043,75000,13203,350840
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,1,50000,0,0,50000
3, , ,"[TRVch# 112 Dt:08/12/2017] , Billno-MDI072152017100036",1,50000,0,0,50000
4, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,1,67804,0,335,67469
5, , ,"[TRVch# 2216 Dt:08/12/2017] , Billno-MDI07215112017-001",1,67804,0,335,67469
6, ,08-2202-01-101-03-S00N-V-N-02-WAGES,Total,1,1900,0,80,1820
7, , ,"[TRVch# 3338 Dt:30/12/2017] , Billno-MDI072152017100037",1,1900,0,80,1820
8, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,284471,75000,12788,196683
9, , ,"[TRVch# 2217 Dt:08/12/2017] , Billno-MDI07215112017-002",1,81855,35000,6140,40715
10, , ,"[TRVch# 2218 Dt:08/12/2017] , Billno-MDI07215112017-003",1,110676,0,2398,108278
11, , ,"[TRVch# 2219 Dt:08/12/2017] , Billno-MDI07215112017-004",1,91940,40000,4250,47690
12, ,08-2202-02-800-01-S00N-V-N-41-GIA GENERAL (Salary),Total,2,34868,0,0,34868
13, , ,"[TRVch# 3339 Dt:30/12/2017] , Billno-MDI072152017100038",1,17434,0,0,17434
14, , ,"[TRVch# 3340 Dt:30/12/2017] , Billno-MDI072152017100039",1,17434,0,0,17434
0,Grand Total, , ,4,352275,75000,12083,265192
1,MDI07-215-PR GSSS GHAT,Total, ,4,352275,75000,12083,265192
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,1,67804,0,15,67789
3, , ,"[TRVch# 1048 Dt:09/01/2018] , Billno-MDI07215122017-001",1,67804,0,15,67789
4, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,284471,75000,12068,197403
5, , ,"[TRVch# 1049 Dt:09/01/2018] , Billno-MDI07215122017-002",1,81855,35000,6060,40795
6, , ,"[TRVch# 1050 Dt:09/01/2018] , Billno-MDI07215122017-003",1,110676,0,1918,108758
7, , ,"[TRVch# 1051 Dt:09/01/2018] , Billno-MDI07215122017-004",1,91940,40000,4090,47850
0,Grand Total, , ,15,743900,87458,8252,648190
1,MDI07-215-PR GSSS GHAT,Total, ,15,743900,87458,8252,648190
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,69106,0,15,69091
3, , ,"[TRVch# 1011 Dt:07/02/2018] , Billno-MDI07215012018-001",1,67990,0,15,67975
4, , ,"[TRVch# 4229 Dt:28/02/2018] , Billno-MDI072152017100040",1,1116,0,0,1116
