,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,6,1099967,246000,51460,802507
1,KNG09-210-PR SSS BHULLANA,Total, ,6,1099967,246000,51460,802507
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,330501,86000,5180,239321
3, , ,"[TRVch# 1566 Dt:10/04/2017] , Billno-KNG09210032017-001",1,261418,86000,1616,173802
4, , ,"[TRVch# 1567 Dt:10/04/2017] , Billno-KNG09210032017-002",1,69083,0,3564,65519
5, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,4,769466,160000,46280,563186
6, , ,"[TRVch# 1568 Dt:10/04/2017] , Billno-KNG09210032017-003",1,79237,45000,120,34117
7, , ,"[TRVch# 1569 Dt:10/04/2017] , Billno-KNG09210032017-004",1,363382,115000,5225,243157
8, , ,"[TRVch# 1570 Dt:10/04/2017] , Billno-KNG09210032017-005",1,137110,0,13366,123744
9, , ,"[TRVch# 1571 Dt:10/04/2017] , Billno-KNG09210032017-006",1,189737,0,27569,162168
0,Grand Total, , ,17,2591012,317904,85713,2187395
1,KNG09-210-PR SSS BHULLANA,Total, ,17,2591012,317904,85713,2187395
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,2,1300000,0,0,1300000
3, , ,"[TRVch# 713 Dt:20/05/2017] , Billno-KNG092102017100007",1,700000,0,0,700000
4, , ,"[TRVch# 714 Dt:20/05/2017] , Billno-KNG092102017100008",1,600000,0,0,600000
5, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,5,374534,116730,16889,240915
6, , ,"[TRVch# 2126 Dt:09/05/2017] , Billno-KNG09210042017-001",1,266019,91000,10616,164403
7, , ,"[TRVch# 2127 Dt:09/05/2017] , Billno-KNG09210042017-002",1,69966,0,5875,64091
8, , ,"[TRVch# 4667 Dt:31/05/2017] , Billno-KNG092102017100001",1,25730,25730,0,0
9, , ,"[TRVch# 4672 Dt:31/05/2017] , Billno-KNG092102017100002",1,6034,0,398,5636
10, , ,"[TRVch# 4673 Dt:31/05/2017] , Billno-KNG092102017100009",1,6785,0,0,6785
11, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,8,913306,201174,68824,643308
