,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,2,141034,0,5323,135711
1,KNG03-217-PRINCIPAL GOVT. DEGREE COLLEGE SUGH- BHATOLI,Total, ,2,141034,0,5323,135711
2, ,08-2202-03-103-01-S00N-V-N-01-SALARIES,Total,2,141034,0,5323,135711
3, , ,"[TRVch# 825 Dt:10/04/2017] , Billno-KNG03217032017-001",1,87354,0,5323,82031
4, , ,"[TRVch# 826 Dt:10/04/2017] , Billno-KNG03217032017-002",1,53680,0,0,53680
0,Grand Total, , ,4,456659,60000,22097,374562
1,KNG03-217-PRINCIPAL GOVT. DEGREE COLLEGE SUGH- BHATOLI,Total, ,4,456659,60000,22097,374562
2, ,08-2202-03-103-01-S00N-V-N-01-SALARIES,Total,4,456659,60000,22097,374562
3, , ,"[TRVch# 1190 Dt:09/05/2017] , Billno-KNG03217042017-001",1,230450,60000,5512,164938
4, , ,"[TRVch# 1191 Dt:09/05/2017] , Billno-KNG03217042017-002",1,53388,0,8238,45150
5, , ,"[TRVch# 1192 Dt:09/05/2017] , Billno-KNG03217042017-003",1,84554,0,8317,76237
6, , ,"[TRVch# 1193 Dt:09/05/2017] , Billno-KNG03217042017-004",1,88267,0,30,88237
0,Grand Total, , ,6,585882,60000,22097,503785
1,KNG03-217-PRINCIPAL GOVT. DEGREE COLLEGE SUGH- BHATOLI,Total, ,6,585882,60000,22097,503785
2, ,08-2202-03-103-01-S00N-V-N-01-SALARIES,Total,6,585882,60000,22097,503785
3, , ,"[TRVch# 2828 Dt:20/06/2017] , Billno-KNG032172017100003",1,42765,0,0,42765
4, , ,"[TRVch# 2829 Dt:20/06/2017] , Billno-KNG032172017100001",1,16530,0,0,16530
5, , ,"[TRVch# 598 Dt:08/06/2017] , Billno-KNG03217052017-001",1,282650,60000,5512,217138
6, , ,"[TRVch# 599 Dt:08/06/2017] , Billno-KNG03217052017-002",1,53388,0,8238,45150
7, , ,"[TRVch# 600 Dt:08/06/2017] , Billno-KNG03217052017-003",1,84554,0,8317,76237
8, , ,"[TRVch# 601 Dt:08/06/2017] , Billno-KNG03217052017-004",1,105995,0,30,105965
0,Grand Total, , ,8,1818710,74103,61830,1682777
1,KNG03-217-PRINCIPAL GOVT. DEGREE COLLEGE SUGH- BHATOLI,Total, ,8,1818710,74103,61830,1682777
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,1,1250000,0,0,1250000
3, , ,"[TRVch# 1341 Dt:31/07/2017] , Billno-KNG032172017100007",1,1250000,0,0,1250000
4, ,08-2202-03-103-01-S00N-V-N-01-SALARIES,Total,7,568710,74103,61830,432777
5, , ,"[TRVch# 3571 Dt:31/07/2017] , Billno-KNG032172017100006",1,9621,0,963,8658
6, , ,"[TRVch# 3572 Dt:31/07/2017] , Billno-KNG032172017100004",1,20295,14103,621,5571
7, , ,"[TRVch# 3573 Dt:31/07/2017] , Billno-KNG032172017100005",1,6003,0,603,5400
8, , ,"[TRVch# 969 Dt:10/07/2017] , Billno-KNG03217062017-001",1,286339,60000,32012,194327
9, , ,"[TRVch# 970 Dt:10/07/2017] , Billno-KNG03217062017-002",1,53388,0,9038,44350
10, , ,"[TRVch# 971 Dt:10/07/2017] , Billno-KNG03217062017-003",1,87069,0,18563,68506
11, , ,"[TRVch# 972 Dt:10/07/2017] , Billno-KNG03217062017-004",1,105995,0,30,105965
0,Grand Total, , ,6,536334,60000,62820,413514
1,KNG03-217-PRINCIPAL GOVT. DEGREE COLLEGE SUGH- BHATOLI,Total, ,6,536334,60000,62820,413514
2, ,08-2202-03-103-01-S00N-V-N-01-SALARIES,Total,6,536334,60000,62820,413514
3, , ,"[TRVch# 1026 Dt:08/08/2017] , Billno-KNG03217072017-001",1,287961,60000,32170,195791
4, , ,"[TRVch# 1027 Dt:08/08/2017] , Billno-KNG03217072017-002",1,55009,0,9196,45813
5, , ,"[TRVch# 1028 Dt:08/08/2017] , Billno-KNG03217072017-003",1,87069,0,18563,68506
6, , ,"[TRVch# 1029 Dt:08/08/2017] , Billno-KNG03217072017-004",1,105995,0,2891,103104
7, , ,"[TRVch# 3435 Dt:31/08/2017] , Billno-KNG032172017100010",1,100,0,0,100
