,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,5,372865,76000,7125,289740
1,KLU01-214-PRINCIPAL GSSS SHANGHAR,Total, ,5,372865,76000,7125,289740
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,163541,7000,3522,153019
3, , ,"[TRVch# 287 Dt:06/04/2017] , Billno-KLU01214032017-001",1,58502,7000,251,51251
4, , ,"[TRVch# 288 Dt:06/04/2017] , Billno-KLU01214032017-002",1,105039,0,3271,101768
5, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,209324,69000,3603,136721
6, , ,"[TRVch# 289 Dt:06/04/2017] , Billno-KLU01214032017-003",1,75777,45000,60,30717
7, , ,"[TRVch# 290 Dt:06/04/2017] , Billno-KLU01214032017-004",1,97259,24000,60,73199
8, , ,"[TRVch# 291 Dt:06/04/2017] , Billno-KLU01214032017-005",1,36288,0,3483,32805
0,Grand Total, , ,11,495519,101988,11927,381604
1,KLU01-214-PRINCIPAL GSSS SHANGHAR,Total, ,11,495519,101988,11927,381604
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,1,80000,0,0,80000
3, , ,"[TRVch# 112 Dt:08/05/2017] , Billno-KLU012142017100006",1,80000,0,0,80000
4, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,4,177950,13519,3811,160620
5, , ,"[TRVch# 792 Dt:08/05/2017] , Billno-KLU01214042017-001",1,59241,7000,251,51990
6, , ,"[TRVch# 793 Dt:08/05/2017] , Billno-KLU01214042017-002",1,109625,0,3300,106325
7, , ,"[TRVch# 860 Dt:08/05/2017] , Billno-KLU012142017100001",1,6519,6519,0,0
8, , ,"[TRVch# 861 Dt:08/05/2017] , Billno-KLU012142017100002",1,2565,0,260,2305
9, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,6,237569,88469,8116,140984
10, , ,"[TRVch# 794 Dt:08/05/2017] , Billno-KLU01214042017-003",1,76737,45000,4120,27617
11, , ,"[TRVch# 795 Dt:08/05/2017] , Billno-KLU01214042017-004",1,100554,24000,60,76494
12, , ,"[TRVch# 796 Dt:08/05/2017] , Billno-KLU01214042017-005",1,36744,0,3528,33216
13, , ,"[TRVch# 862 Dt:08/05/2017] , Billno-KLU012142017100003",1,8466,8466,0,0
14, , ,"[TRVch# 863 Dt:08/05/2017] , Billno-KLU012142017100004",1,11003,11003,0,0
15, , ,"[TRVch# 864 Dt:08/05/2017] , Billno-KLU012142017100005",1,4065,0,408,3657
0,Grand Total, , ,7,650978,152000,27444,471534
1,KLU01-214-PRINCIPAL GSSS SHANGHAR,Total, ,7,650978,152000,27444,471534
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,168866,7000,3551,158315
3, , ,"[TRVch# 404 Dt:07/06/2017] , Billno-KLU01214052017-002",1,109625,0,3300,106325
4, , ,"[TRVch# 405 Dt:07/06/2017] , Billno-KLU01214052017-001",1,59241,7000,251,51990
5, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,5,482112,145000,23893,313219
6, , ,"[TRVch# 406 Dt:07/06/2017] , Billno-KLU01214052017-003",1,76737,45000,4120,27617
7, , ,"[TRVch# 407 Dt:07/06/2017] , Billno-KLU01214052017-004",1,71756,20000,30,51726
8, , ,"[TRVch# 408 Dt:07/06/2017] , Billno-KLU01214052017-005",1,36744,0,3528,33216
9, , ,"[TRVch# 865 Dt:17/06/2017] , Billno-KLU012142017100007",1,40791,0,15,40776
10, , ,"[TRVch# 866 Dt:17/06/2017] , Billno-KLU012142017100008",1,256084,80000,16200,159884
0,Grand Total, , ,6,445645,76000,11295,358350
1,KLU01-214-PRINCIPAL GSSS SHANGHAR,Total, ,6,445645,76000,11295,358350
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,133926,7000,3560,123366
3, , ,"[TRVch# 363 Dt:07/07/2017] , Billno-KLU01214062017-001",1,59241,7000,251,51990
4, , ,"[TRVch# 364 Dt:07/07/2017] , Billno-KLU01214062017-002",1,74685,0,3309,71376
5, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,260865,69000,7735,184130
6, , ,"[TRVch# 365 Dt:07/07/2017] , Billno-KLU01214062017-003",1,76737,45000,4120,27617
7, , ,"[TRVch# 366 Dt:07/07/2017] , Billno-KLU01214062017-004",1,100554,24000,60,76494
8, , ,"[TRVch# 367 Dt:07/07/2017] , Billno-KLU01214062017-005",1,83574,0,3555,80019
9, ,32-2202-01-789-11-S00N-V-P-01-SALARIES,Total,1,50854,0,0,50854
10, , ,"[TRVch# 368 Dt:07/07/2017] , Billno-KLU01214062017-006",1,50854,0,0,50854
0,Grand Total, , ,8,458040,76000,16286,365754
1,KLU01-214-PRINCIPAL GSSS SHANGHAR,Total, ,8,458040,76000,16286,365754
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,100161,7000,3551,89610
3, , ,"[TRVch# 662 Dt:08/08/2017] , Billno-KLU01214072017-001",1,59241,7000,251,51990
4, , ,"[TRVch# 663 Dt:08/08/2017] , Billno-KLU01214072017-002",1,40920,0,3300,37620
5, ,08-2202-01-800-06-S00N-V-P-41-GIA GENERAL (Salary),Total,2,46160,0,0,46160
6, , ,"[TRVch# 717 Dt:08/08/2017] , Billno-KLU012142017100010",1,1160,0,0,1160
7, , ,"[TRVch# 718 Dt:08/08/2017] , Billno-KLU012142017100009",1,45000,0,0,45000
8, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,260865,69000,12735,179130
9, , ,"[TRVch# 664 Dt:08/08/2017] , Billno-KLU01214072017-003",1,76737,45000,4120,27617
10, , ,"[TRVch# 665 Dt:08/08/2017] , Billno-KLU01214072017-004",1,100554,24000,4060,72494
11, , ,"[TRVch# 666 Dt:08/08/2017] , Billno-KLU01214072017-005",1,83574,0,4555,79019
12, ,32-2202-01-789-11-S00N-V-P-01-SALARIES,Total,1,50854,0,0,50854
13, , ,"[TRVch# 667 Dt:08/08/2017] , Billno-KLU01214072017-006",1,50854,0,0,50854
0,Grand Total, , ,6,418692,76000,18353,324339
1,KLU01-214-PRINCIPAL GSSS SHANGHAR,Total, ,6,418692,76000,18353,324339
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,102320,7000,5618,89702
3, , ,"[TRVch# 660 Dt:07/09/2017] , Billno-KLU01214082017-001",1,60276,7000,2251,51025
4, , ,"[TRVch# 661 Dt:07/09/2017] , Billno-KLU01214082017-002",1,42044,0,3367,38677
5, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,265518,69000,12735,183783
6, , ,"[TRVch# 662 Dt:07/09/2017] , Billno-KLU01214082017-003",1,78066,45000,4120,28946
7, , ,"[TRVch# 663 Dt:07/09/2017] , Billno-KLU01214082017-004",1,102326,24000,4060,74266
8, , ,"[TRVch# 664 Dt:07/09/2017] , Billno-KLU01214082017-005",1,85126,0,4555,80571
9, ,32-2202-01-789-11-S00N-V-P-01-SALARIES,Total,1,50854,0,0,50854
10, , ,"[TRVch# 665 Dt:07/09/2017] , Billno-KLU01214082017-006",1,50854,0,0,50854
0,Grand Total, , ,15,527840,106917,19236,401687
1,KLU01-214-PRINCIPAL GSSS SHANGHAR,Total, ,15,527840,106917,19236,401687
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,6,131598,14880,5952,110766
3, , ,"[TRVch# 1526 Dt:31/10/2017] , Billno-KLU012142017100013",1,7880,7880,0,0
4, , ,"[TRVch# 1527 Dt:31/10/2017] , Billno-KLU012142017100014",1,3060,0,305,2755
5, , ,"[TRVch# 1531 Dt:31/10/2017] , Billno-KLU012142017100018",1,4770,0,0,4770
6, , ,"[TRVch# 426 Dt:09/10/2017] , Billno-KLU01214092017-001",1,61261,7000,2251,52010
7, , ,"[TRVch# 427 Dt:09/10/2017] , Billno-KLU01214092017-002",1,42437,0,3396,39041
8, , ,"[TRVch# 428 Dt:09/10/2017] , Billno-KLU01214092017-003",1,12190,0,0,12190
9, ,08-2202-01-800-06-S00N-V-P-41-GIA GENERAL (Salary),Total,1,14040,0,0,14040
10, , ,"[TRVch# 1533 Dt:31/10/2017] , Billno-KLU012142017100020",1,14040,0,0,14040
11, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,7,331348,92037,13284,226027
12, , ,"[TRVch# 1528 Dt:31/10/2017] , Billno-KLU012142017100015",1,10240,10240,0,0
13, , ,"[TRVch# 1529 Dt:31/10/2017] , Billno-KLU012142017100016",1,12797,12797,0,0
14, , ,"[TRVch# 1530 Dt:31/10/2017] , Billno-KLU012142017100017",1,7744,0,488,7256
15, , ,"[TRVch# 1532 Dt:31/10/2017] , Billno-KLU012142017100019",1,13095,0,0,13095
16, , ,"[TRVch# 429 Dt:09/10/2017] , Billno-KLU01214092017-004",1,79346,45000,4120,30226
17, , ,"[TRVch# 430 Dt:09/10/2017] , Billno-KLU01214092017-005",1,103998,24000,4060,75938
18, , ,"[TRVch# 431 Dt:09/10/2017] , Billno-KLU01214092017-006",1,104128,0,4616,99512
19, ,32-2202-01-789-11-S00N-V-P-01-SALARIES,Total,1,50854,0,0,50854
20, , ,"[TRVch# 432 Dt:09/10/2017] , Billno-KLU01214092017-007",1,50854,0,0,50854
0,Grand Total, , ,7,518412,72000,24962,421450
1,KLU01-214-PRINCIPAL GSSS SHANGHAR,Total, ,7,518412,72000,24962,421450
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,74237,0,3396,70841
3, , ,"[TRVch# 382 Dt:06/11/2017] , Billno-KLU01214102017-001",1,58337,0,3396,54941
4, , ,"[TRVch# 383 Dt:06/11/2017] , Billno-KLU01214102017-002",1,15900,0,0,15900
5, ,08-2202-01-800-06-S00N-V-P-41-GIA GENERAL (Salary),Total,1,18000,0,0,18000
6, , ,"[TRVch# 831 Dt:17/11/2017] , Billno-KLU012142017100011",1,18000,0,0,18000
7, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,375321,72000,21566,281755
8, , ,"[TRVch# 384 Dt:06/11/2017] , Billno-KLU01214102017-003",1,79346,45000,4120,30226
9, , ,"[TRVch# 385 Dt:06/11/2017] , Billno-KLU01214102017-004",1,135463,27000,6281,102182
10, , ,"[TRVch# 386 Dt:06/11/2017] , Billno-KLU01214102017-005",1,160512,0,11165,149347
11, ,32-2202-01-789-11-S00N-V-P-01-SALARIES,Total,1,50854,0,0,50854
12, , ,"[TRVch# 387 Dt:06/11/2017] , Billno-KLU01214102017-006",1,50854,0,0,50854
0,Grand Total, , ,6,500412,72000,26242,402170
1,KLU01-214-PRINCIPAL GSSS SHANGHAR,Total, ,6,500412,72000,26242,402170
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,74237,0,3716,70521
3, , ,"[TRVch# 630 Dt:06/12/2017] , Billno-KLU01214112017-001",1,58337,0,3636,54701
4, , ,"[TRVch# 631 Dt:06/12/2017] , Billno-KLU01214112017-002",1,15900,0,80,15820
5, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,375321,72000,22286,281035
6, , ,"[TRVch# 632 Dt:06/12/2017] , Billno-KLU01214112017-003",1,79346,45000,4200,30146
7, , ,"[TRVch# 633 Dt:06/12/2017] , Billno-KLU01214112017-004",1,135463,27000,6441,102022
8, , ,"[TRVch# 634 Dt:06/12/2017] , Billno-KLU01214112017-005",1,160512,0,11645,148867
9, ,32-2202-01-789-11-S00N-V-P-01-SALARIES,Total,1,50854,0,240,50614
10, , ,"[TRVch# 635 Dt:06/12/2017] , Billno-KLU01214112017-006",1,50854,0,240,50614
0,Grand Total, , ,8,528909,72000,24972,431937
1,KLU01-214-PRINCIPAL GSSS SHANGHAR,Total, ,8,528909,72000,24972,431937
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,74654,0,3406,71248
3, , ,"[TRVch# 374 Dt:09/01/2018] , Billno-KLU01214122017-001",1,58754,0,3406,55348
4, , ,"[TRVch# 375 Dt:09/01/2018] , Billno-KLU01214122017-002",1,15900,0,0,15900
5, ,08-2202-01-800-06-S00N-V-P-41-GIA GENERAL (Salary),Total,2,28080,0,0,28080
6, , ,"[TRVch# 926 Dt:24/01/2018] , Billno-KLU012142017100022",1,14040,0,0,14040
7, , ,"[TRVch# 927 Dt:24/01/2018] , Billno-KLU012142017100023",1,14040,0,0,14040
8, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,375321,72000,21566,281755
9, , ,"[TRVch# 376 Dt:09/01/2018] , Billno-KLU01214122017-003",1,79346,45000,4120,30226
10, , ,"[TRVch# 377 Dt:09/01/2018] , Billno-KLU01214122017-004",1,135463,27000,6281,102182
11, , ,"[TRVch# 378 Dt:09/01/2018] , Billno-KLU01214122017-005",1,160512,0,11165,149347
12, ,32-2202-01-789-11-S00N-V-P-01-SALARIES,Total,1,50854,0,0,50854
13, , ,"[TRVch# 379 Dt:09/01/2018] , Billno-KLU01214122017-006",1,50854,0,0,50854
0,Grand Total, , ,11,553389,88650,25968,438771
