,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,1,15515,0,15,15500
1,KNG05-037-CHIEF EMPLOYMENT UNIV. HPKVV PALAMPUR,Total, ,1,15515,0,15,15500
2, ,27-2230-02-101-01-S00N-V-N-01-SALARIES,Total,1,15515,0,15,15500
3, , ,"[TRVch# 37 Dt:10/04/2017] , Billno-KNG05037032017-001",1,15515,0,15,15500
0,Grand Total, , ,2,17411,0,15,17396
1,KNG05-037-CHIEF EMPLOYMENT UNIV. HPKVV PALAMPUR,Total, ,2,17411,0,15,17396
2, ,27-2230-02-101-01-S00N-V-N-01-SALARIES,Total,2,17411,0,15,17396
3, , ,"[TRVch# 136 Dt:20/05/2017] , Billno-KNG050372017100001",1,1704,0,0,1704
4, , ,"[TRVch# 67 Dt:09/05/2017] , Billno-KNG05037042017-001",1,15707,0,15,15692
0,Grand Total, , ,1,15707,0,15,15692
1,KNG05-037-CHIEF EMPLOYMENT UNIV. HPKVV PALAMPUR,Total, ,1,15707,0,15,15692
2, ,27-2230-02-101-01-S00N-V-N-01-SALARIES,Total,1,15707,0,15,15692
3, , ,"[TRVch# 45 Dt:08/06/2017] , Billno-KNG05037052017-001",1,15707,0,15,15692
0,Grand Total, , ,1,15707,0,15,15692
1,KNG05-037-CHIEF EMPLOYMENT UNIV. HPKVV PALAMPUR,Total, ,1,15707,0,15,15692
2, ,27-2230-02-101-01-S00N-V-N-01-SALARIES,Total,1,15707,0,15,15692
3, , ,"[TRVch# 47 Dt:10/07/2017] , Billno-KNG05037062017-001",1,15707,0,15,15692
0,Grand Total, , ,1,15707,0,1485,14222
1,KNG05-037-CHIEF EMPLOYMENT UNIV. HPKVV PALAMPUR,Total, ,1,15707,0,1485,14222
2, ,27-2230-02-101-01-S00N-V-N-01-SALARIES,Total,1,15707,0,1485,14222
3, , ,"[TRVch# 51 Dt:08/08/2017] , Billno-KNG05037072017-001",1,15707,0,1485,14222
0,Grand Total, , ,1,15962,0,1485,14477
1,KNG05-037-CHIEF EMPLOYMENT UNIV. HPKVV PALAMPUR,Total, ,1,15962,0,1485,14477
2, ,27-2230-02-101-01-S00N-V-N-01-SALARIES,Total,1,15962,0,1485,14477
3, , ,"[TRVch# 62 Dt:08/09/2017] , Billno-KNG05037082017-001",1,15962,0,1485,14477
0,Grand Total, , ,1,16218,0,1510,14708
1,KNG05-037-CHIEF EMPLOYMENT UNIV. HPKVV PALAMPUR,Total, ,1,16218,0,1510,14708
2, ,27-2230-02-101-01-S00N-V-N-01-SALARIES,Total,1,16218,0,1510,14708
3, , ,"[TRVch# 52 Dt:07/10/2017] , Billno-KNG05037092017-001",1,16218,0,1510,14708
0,Grand Total, , ,2,18296,0,1718,16578
1,KNG05-037-CHIEF EMPLOYMENT UNIV. HPKVV PALAMPUR,Total, ,2,18296,0,1718,16578
2, ,27-2230-02-101-01-S00N-V-N-01-SALARIES,Total,2,18296,0,1718,16578
3, , ,"[TRVch# 143 Dt:21/11/2017] , Billno-KNG050372017100002",1,2048,0,208,1840
4, , ,"[TRVch# 52 Dt:07/11/2017] , Billno-KNG05037102017-001",1,16248,0,1510,14738
0,Grand Total, , ,1,16734,0,1637,15097
1,KNG05-037-CHIEF EMPLOYMENT UNIV. HPKVV PALAMPUR,Total, ,1,16734,0,1637,15097
2, ,27-2230-02-101-01-S00N-V-N-01-SALARIES,Total,1,16734,0,1637,15097
3, , ,"[TRVch# 50 Dt:06/12/2017] , Billno-KNG05037112017-001",1,16734,0,1637,15097
0,Grand Total, , ,1,16734,0,1557,15177
1,KNG05-037-CHIEF EMPLOYMENT UNIV. HPKVV PALAMPUR,Total, ,1,16734,0,1557,15177
2, ,27-2230-02-101-01-S00N-V-N-01-SALARIES,Total,1,16734,0,1557,15177
3, , ,"[TRVch# 63 Dt:09/01/2018] , Billno-KNG05037122017-001",1,16734,0,1557,15177
0,Grand Total, , ,2,18089,0,1693,16396
1,KNG05-037-CHIEF EMPLOYMENT UNIV. HPKVV PALAMPUR,Total, ,2,18089,0,1693,16396
2, ,27-2230-02-101-01-S00N-V-N-01-SALARIES,Total,2,18089,0,1693,16396
3, , ,"[TRVch# 116 Dt:07/02/2018] , Billno-KNG05037012018-001",1,16931,0,1577,15354
4, , ,"[TRVch# 221 Dt:22/02/2018] , Billno-KNG050372017100003",1,1158,0,116,1042
0,Grand Total, , ,2,30131,0,1577,28554
1,KNG05-037-CHIEF EMPLOYMENT UNIV. HPKVV PALAMPUR,Total, ,2,30131,0,1577,28554
2, ,27-2230-02-101-01-S00N-V-N-01-SALARIES,Total,2,30131,0,1577,28554
3, , ,"[TRVch# 286 Dt:19/03/2018] , Billno-KNG050372017100005",1,12673,0,0,12673
4, , ,"[TRVch# 82 Dt:08/03/2018] , Billno-KNG05037022018-001",1,17458,0,1577,15881
0,Grand Total, , ,1,17458,0,1577,15881
1,KNG05-037-CHIEF EMPLOYMENT UNIV. HPKVV PALAMPUR,Total, ,1,17458,0,1577,15881
2, ,27-2230-02-101-01-S00N-V-N-01-SALARIES,Total,1,17458,0,1577,15881
3, , ,"[TRVch# 58 Dt:09/04/2018] , Billno-KNG05037032018-001",1,17458,0,1577,15881
0,Grand Total, , ,1,17458,0,1577,15881
1,KNG05-037-CHIEF EMPLOYMENT UNIV. HPKVV PALAMPUR,Total, ,1,17458,0,1577,15881
2, ,27-2230-02-101-01-S00N-V-N-01-SALARIES,Total,1,17458,0,1577,15881
3, , ,"[TRVch# 143 Dt:09/05/2018] , Billno-KNG05037042018-001",1,17458,0,1577,15881
0,Grand Total, , ,1,17458,0,1577,15881
1,KNG05-037-CHIEF EMPLOYMENT UNIV. HPKVV PALAMPUR,Total, ,1,17458,0,1577,15881
2, ,27-2230-02-101-01-S00N-V-N-01-SALARIES,Total,1,17458,0,1577,15881
3, , ,"[TRVch# 61 Dt:08/06/2018] , Billno-KNG05037052018-001",1,17458,0,1577,15881
0,Grand Total, , ,1,17458,0,1577,15881
1,KNG05-037-CHIEF EMPLOYMENT UNIV. HPKVV PALAMPUR,Total, ,1,17458,0,1577,15881
2, ,27-2230-02-101-01-S00N-V-N-01-SALARIES,Total,1,17458,0,1577,15881
3, , ,"[TRVch# 92 Dt:09/07/2018] , Billno-KNG05037062018-001",1,17458,0,1577,15881
0,Grand Total, , ,1,18348,0,1660,16688
1,KNG05-037-CHIEF EMPLOYMENT UNIV. HPKVV PALAMPUR,Total, ,1,18348,0,1660,16688
2, ,27-2230-02-101-01-S00N-V-N-01-SALARIES,Total,1,18348,0,1660,16688
3, , ,"[TRVch# 83 Dt:09/08/2018] , Billno-KNG05037072018-001",1,18348,0,1660,16688
