,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,6,738410,147000,7621,583789
1,KNG07-537-TEHSILDAR KUNDIAN,Total, ,6,738410,147000,7621,583789
2, ,05-2029-00-103-02-S00N-V-N-01-SALARIES,Total,2,371586,65000,4303,302283
3, , ,"[TRVch# 56 Dt:10/04/2017] , Billno-KNG07537032017-001",1,335748,65000,820,269928
4, , ,"[TRVch# 57 Dt:10/04/2017] , Billno-KNG07537032017-002",1,35838,0,3483,32355
5, ,05-2053-00-093-01-S00N-V-N-01-SALARIES,Total,2,229411,42000,1407,186004
6, , ,"[TRVch# 69 Dt:10/04/2017] , Billno-KNG07537032017-003",1,152541,42000,1382,109159
7, , ,"[TRVch# 70 Dt:10/04/2017] , Billno-KNG07537032017-004",1,76870,0,25,76845
8, ,05-2053-00-094-01-S00N-V-N-01-SALARIES,Total,2,137413,40000,1911,95502
9, , ,"[TRVch# 71 Dt:10/04/2017] , Billno-KNG07537032017-005",1,67846,10000,1851,55995
10, , ,"[TRVch# 72 Dt:10/04/2017] , Billno-KNG07537032017-006",1,69567,30000,60,39507
0,Grand Total, , ,14,957016,220068,20490,716458
1,KNG07-537-TEHSILDAR KUNDIAN,Total, ,14,957016,220068,20490,716458
2, ,05-2029-00-103-02-S00N-V-N-01-SALARIES,Total,6,571062,114401,9927,446734
3, , ,"[TRVch# 121 Dt:31/05/2017] , Billno-KNG075372017000001",1,51430,0,0,51430
4, , ,"[TRVch# 122 Dt:31/05/2017] , Billno-KNG075372017000011",1,42785,0,0,42785
5, , ,"[TRVch# 123 Dt:31/05/2017] , Billno-KNG075372017100001",1,33690,26401,0,7289
6, , ,"[TRVch# 124 Dt:31/05/2017] , Billno-KNG075372017100002",1,10077,0,408,9669
7, , ,"[TRVch# 55 Dt:09/05/2017] , Billno-KNG07537042017-001",1,396786,88000,5991,302795
8, , ,"[TRVch# 56 Dt:09/05/2017] , Billno-KNG07537042017-002",1,36294,0,3528,32766
9, ,05-2053-00-093-01-S00N-V-N-01-SALARIES,Total,5,238826,52702,2987,183137
