,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,7,1724040,540112,99707,1084221
1,KNR00-201-GSSS KALPA,Total, ,7,1724040,540112,99707,1084221
2, ,31-2202-01-796-10-S00N-V-P-01-SALARIES,Total,1,47730,0,0,47730
3, , ,"[TRVch# 30 Dt:03/04/2017] , Billno-KNR00201032017-001",1,47730,0,0,47730
4, ,31-2202-02-796-02-S00N-V-N-01-SALARIES,Total,3,761783,245000,37276,479507
5, , ,"[TRVch# 31 Dt:03/04/2017] , Billno-KNR00201032017-002",1,590000,245000,20514,324486
6, , ,"[TRVch# 32 Dt:03/04/2017] , Billno-KNR00201032017-003",1,137615,0,13398,124217
7, , ,"[TRVch# 33 Dt:03/04/2017] , Billno-KNR00201032017-004",1,34168,0,3364,30804
8, ,31-2202-02-796-03-S00N-V-N-01-SALARIES,Total,3,914527,295112,62431,556984
9, , ,"[TRVch# 34 Dt:03/04/2017] , Billno-KNR00201032017-005",1,68714,40000,4060,24654
10, , ,"[TRVch# 35 Dt:03/04/2017] , Billno-KNR00201032017-006",1,481279,255112,11107,215060
11, , ,"[TRVch# 37 Dt:03/04/2017] , Billno-KNR00201032017-007",1,364534,0,47264,317270
0,Grand Total, , ,11,2057542,530112,95133,1432297
1,KNR00-201-GSSS KALPA,Total, ,11,2057542,530112,95133,1432297
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,3,300000,0,0,300000
3, , ,"[TRVch# 114 Dt:23/05/2017] , Billno-KNR002012017100002",1,100000,0,0,100000
4, , ,"[TRVch# 115 Dt:23/05/2017] , Billno-KNR002012017100003",1,100000,0,0,100000
5, , ,"[TRVch# 126 Dt:26/05/2017] , Billno-KNR002012017100005",1,100000,0,0,100000
6, ,31-2202-01-796-10-S00N-V-P-01-SALARIES,Total,1,50130,0,0,50130
7, , ,"[TRVch# 7 Dt:01/05/2017] , Billno-KNR00201042017-001",1,50130,0,0,50130
8, ,31-2202-02-796-02-S00N-V-N-01-SALARIES,Total,4,779702,245000,37522,497180
9, , ,"[TRVch# 10 Dt:01/05/2017] , Billno-KNR00201042017-004",1,34435,0,3427,31008
10, , ,"[TRVch# 335 Dt:26/05/2017] , Billno-KNR002012017100004",1,5400,0,0,5400
11, , ,"[TRVch# 8 Dt:01/05/2017] , Billno-KNR00201042017-002",1,600181,245000,20514,334667
12, , ,"[TRVch# 9 Dt:01/05/2017] , Billno-KNR00201042017-003",1,139686,0,13581,126105
13, ,31-2202-02-796-03-S00N-V-N-01-SALARIES,Total,3,927710,285112,57611,584987
14, , ,"[TRVch# 11 Dt:01/05/2017] , Billno-KNR00201042017-005",1,69419,40000,4060,25359
15, , ,"[TRVch# 12 Dt:01/05/2017] , Billno-KNR00201042017-006",1,487178,245112,11107,230959
16, , ,"[TRVch# 15 Dt:01/05/2017] , Billno-KNR00201042017-007",1,371113,0,42444,328669
0,Grand Total, , ,16,3135631,673180,100693,2361758
1,KNR00-201-GSSS KALPA,Total, ,16,3135631,673180,100693,2361758
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,3,1200000,0,0,1200000
3, , ,"[TRVch# 32 Dt:12/06/2017] , Billno-KNR002012017100012",1,400000,0,0,400000
4, , ,"[TRVch# 64 Dt:22/06/2017] , Billno-KNR002012017100013",1,300000,0,0,300000
5, , ,"[TRVch# 65 Dt:22/06/2017] , Billno-KNR002012017100014",1,500000,0,0,500000
