,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,2,184489,25000,13278,146211
1,KNR01-537-TEHSILDAR POOH,Total, ,2,184489,25000,13278,146211
2, ,31-2029-00-796-01-S00N-V-N-01-SALARIES,Total,2,184489,25000,13278,146211
3, , ,"[TRVch# 8 Dt:10/04/2017] , Billno-KNR01537032017-001",1,102228,25000,5052,72176
4, , ,"[TRVch# 9 Dt:10/04/2017] , Billno-KNR01537032017-002",1,82261,0,8226,74035
0,Grand Total, , ,4,202442,36435,13754,152253
1,KNR01-537-TEHSILDAR POOH,Total, ,4,202442,36435,13754,152253
2, ,31-2029-00-796-01-S00N-V-N-01-SALARIES,Total,4,202442,36435,13754,152253
3, , ,"[TRVch# 12 Dt:08/05/2017] , Billno-KNR01537042017-001",1,103509,25000,5052,73457
4, , ,"[TRVch# 13 Dt:08/05/2017] , Billno-KNR01537042017-002",1,83628,0,8315,75313
5, , ,"[TRVch# 23 Dt:31/05/2017] , Billno-KNR015372017100001",1,11435,11435,0,0
6, , ,"[TRVch# 24 Dt:31/05/2017] , Billno-KNR015372017100002",1,3870,0,387,3483
0,Grand Total, , ,3,436537,25000,13367,398170
1,KNR01-537-TEHSILDAR POOH,Total, ,3,436537,25000,13367,398170
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,1,250000,0,0,250000
3, , ,"[TRVch# 99 Dt:30/06/2017] , Billno-KNR015372017100006",1,250000,0,0,250000
4, ,31-2029-00-796-01-S00N-V-N-01-SALARIES,Total,2,186537,25000,13367,148170
5, , ,"[TRVch# 7 Dt:08/06/2017] , Billno-KNR01537052017-001",1,103209,25000,5052,73157
6, , ,"[TRVch# 8 Dt:08/06/2017] , Billno-KNR01537052017-002",1,83328,0,8315,75013
0,Grand Total, , ,2,170492,25000,10050,135442
1,KNR01-537-TEHSILDAR POOH,Total, ,2,170492,25000,10050,135442
2, ,31-2029-00-796-01-S00N-V-N-01-SALARIES,Total,2,170492,25000,10050,135442
3, , ,"[TRVch# 7 Dt:10/07/2017] , Billno-KNR01537062017-001",1,103209,25000,5052,73157
4, , ,"[TRVch# 8 Dt:10/07/2017] , Billno-KNR01537062017-002",1,67283,0,4998,62285
0,Grand Total, , ,3,272099,25000,10050,237049
1,KNR01-537-TEHSILDAR POOH,Total, ,3,272099,25000,10050,237049
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,1,100000,0,0,100000
3, , ,"[TRVch# 77 Dt:31/08/2017] , Billno-KNR015372017100007",1,100000,0,0,100000
4, ,31-2029-00-796-01-S00N-V-N-01-SALARIES,Total,2,172099,25000,10050,137049
5, , ,"[TRVch# 10 Dt:07/08/2017] , Billno-KNR01537072017-002",1,67333,0,4998,62335
6, , ,"[TRVch# 9 Dt:07/08/2017] , Billno-KNR01537072017-001",1,104766,25000,5052,74714
0,Grand Total, , ,6,216361,25000,10050,181311
1,KNR01-537-TEHSILDAR POOH,Total, ,6,216361,25000,10050,181311
2, ,31-2029-00-796-01-S00N-V-N-01-SALARIES,Total,2,176361,25000,10050,141311
3, , ,"[TRVch# 7 Dt:08/09/2017] , Billno-KNR01537082017-001",1,108100,25000,5052,78048
4, , ,"[TRVch# 8 Dt:08/09/2017] , Billno-KNR01537082017-002",1,68261,0,4998,63263
5, ,31-2029-00-796-01-S00N-V-N-03-TRAVEL EXPENSES,Total,4,40000,0,0,40000
6, , ,"[TRVch# 21 Dt:29/09/2017] , Billno-KNR015372017100010",1,6702,0,0,6702
7, , ,"[TRVch# 22 Dt:29/09/2017] , Billno-KNR015372017100009",1,12819,0,0,12819
8, , ,"[TRVch# 23 Dt:29/09/2017] , Billno-KNR015372017100008",1,12765,0,0,12765
9, , ,"[TRVch# 24 Dt:29/09/2017] , Billno-KNR015372017100011",1,7714,0,0,7714
0,Grand Total, , ,3,319049,25000,10112,283937
1,KNR01-537-TEHSILDAR POOH,Total, ,3,319049,25000,10112,283937
2, ,31-2029-00-796-01-S00N-V-N-01-SALARIES,Total,3,319049,25000,10112,283937
3, , ,"[TRVch# 10 Dt:10/10/2017] , Billno-KNR01537092017-002",1,69189,0,5060,64129
4, , ,"[TRVch# 33 Dt:31/10/2017] , Billno-KNR015372017000012",1,140000,0,0,140000
5, , ,"[TRVch# 9 Dt:10/10/2017] , Billno-KNR01537092017-001",1,109860,25000,5052,79808
0,Grand Total, , ,2,179299,25000,10112,144187
1,KNR01-537-TEHSILDAR POOH,Total, ,2,179299,25000,10112,144187
2, ,31-2029-00-796-01-S00N-V-N-01-SALARIES,Total,2,179299,25000,10112,144187
3, , ,"[TRVch# 7 Dt:10/11/2017] , Billno-KNR01537102017-001",1,109860,25000,5052,79808
4, , ,"[TRVch# 8 Dt:10/11/2017] , Billno-KNR01537102017-002",1,69439,0,5060,64379
0,Grand Total, , ,2,144299,25000,12340,106959
1,KNR01-537-TEHSILDAR POOH,Total, ,2,144299,25000,12340,106959
2, ,31-2029-00-796-01-S00N-V-N-01-SALARIES,Total,2,144299,25000,12340,106959
3, , ,"[TRVch# 6 Dt:08/12/2017] , Billno-KNR01537112017-001",1,84860,25000,5212,54648
4, , ,"[TRVch# 7 Dt:08/12/2017] , Billno-KNR01537112017-002",1,59439,0,7128,52311
0,Grand Total, , ,2,145199,25000,11940,108259
1,KNR01-537-TEHSILDAR POOH,Total, ,2,145199,25000,11940,108259
2, ,31-2029-00-796-01-S00N-V-N-01-SALARIES,Total,2,145199,25000,11940,108259
3, , ,"[TRVch# 7 Dt:06/01/2018] , Billno-KNR01537122017-001",1,85460,25000,5052,55408
4, , ,"[TRVch# 8 Dt:06/01/2018] , Billno-KNR01537122017-002",1,59739,0,6888,52851
0,Grand Total, , ,2,147217,25000,12009,110208
1,KNR01-537-TEHSILDAR POOH,Total, ,2,147217,25000,12009,110208
2, ,31-2029-00-796-01-S00N-V-N-01-SALARIES,Total,2,147217,25000,12009,110208
3, , ,"[TRVch# 10 Dt:09/02/2018] , Billno-KNR01537012018-001",1,86780,25000,5052,56728
4, , ,"[TRVch# 11 Dt:09/02/2018] , Billno-KNR01537012018-002",1,60437,0,6957,53480
0,Grand Total, , ,7,404559,100891,37488,266180
1,KNR01-537-TEHSILDAR POOH,Total, ,7,404559,100891,37488,266180
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,1,150000,0,0,150000
3, , ,"[TRVch# 50 Dt:22/03/2018] , Billno-KNR015372017100016",1,150000,0,0,150000
4, ,31-2029-00-796-01-S00N-V-N-01-SALARIES,Total,6,254559,100891,37488,116180
5, , ,"[TRVch# 17 Dt:08/03/2018] , Billno-KNR01537022018-001",1,90300,25000,9351,55949
6, , ,"[TRVch# 18 Dt:08/03/2018] , Billno-KNR01537022018-002",1,62295,0,14307,47988
7, , ,"[TRVch# 19 Dt:08/03/2018] , Billno-KNR015372017100015",1,4188,0,419,3769
8, , ,"[TRVch# 20 Dt:08/03/2018] , Billno-KNR015372017100014",1,7900,6859,1041,0
9, , ,"[TRVch# 73 Dt:31/03/2018] , Billno-KNR015372017100017",1,81402,69032,12370,0
10, , ,"[TRVch# 74 Dt:31/03/2018] , Billno-KNR015372017100018",1,8474,0,0,8474
0,Grand Total, , ,2,168901,38000,8765,122136
1,KNR01-537-TEHSILDAR POOH,Total, ,2,168901,38000,8765,122136
2, ,31-2029-00-796-01-S00N-V-N-01-SALARIES,Total,2,168901,38000,8765,122136
3, , ,"[TRVch# 6 Dt:09/04/2018] , Billno-KNR01537032018-001",1,115300,38000,3552,73748
4, , ,"[TRVch# 7 Dt:09/04/2018] , Billno-KNR01537032018-002",1,53601,0,5213,48388
0,Grand Total, , ,2,168001,38000,10265,119736
