DDODesc,MAJOR,RECEIPTHEAD,BOOKDATE,Tenderer,Challan,NETRECEIPT
Grand Total, , , , ,2,118332
HMR01-007-C.D.P.O. BIJRI,Total, , , ,2,118332
 ,0049-INTEREST RECEIPTS,Total, , ,1,117982
 , ,0049-04-800-13-MISCELLANEOUS,Total, ,1,117982
 , , ,21/02/2018,Total,1,117982
 , , , ,"[D0049000001] HIMGRN:B18B110146, CDPO MISCELLANEOUS -interest credited in saving bank accounts of CDPO Bijhari in KCCB Bijhari",1,117982
 ,0070-OTHER ADMINISTRATIVE SERVICES,Total, , ,1,350
 , ,0070-60-118-01-RECEIPT FROM RIGHT TO INFORMATION ACT,Total, ,1,350
 , , ,19/08/2017,Total,1,350
 , , , ,"[J0070000002] HIMGRN:B17H101378, CDPO RECEIPT FROM RIGHT TO INFORMATION ACT -Fees collected under RTI Act 2005",1,350
