,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,11,70703867,0,0,70703867
1,SML00-036-A.O. A.G.H.P. SHIMLA,Total, ,11,70703867,0,0,70703867
2, ,00-8658-00-101-30-S00N-V-N-00- ,Total,1,45780,0,0,45780
3, , ,"[TRVch# 19 Dt:26/04/2017] , Billno-SML000361748658019",1,45780,0,0,45780
4, ,00-8658-00-102-19-S00N-V-N-00- ,Total,1,64631517,0,0,64631517
5, , ,"[TRVch# 18 Dt:26/04/2017] , Billno-SML000361748658018",1,64631517,0,0,64631517
6, ,00-8658-00-109-00-S00N-V-N-00- ,Total,9,6026570,0,0,6026570
7, , ,"[TRVch# 1 Dt:03/04/2017] , Billno-SML000361748658001",1,5225953,0,0,5225953
8, , ,"[TRVch# 10 Dt:06/04/2017] , Billno-SML000361748658010",1,1364,0,0,1364
9, , ,"[TRVch# 11 Dt:07/04/2017] , Billno-SML000361748658011",1,294946,0,0,294946
10, , ,"[TRVch# 13 Dt:17/04/2017] , Billno-SML000361748658013",1,25271,0,0,25271
11, , ,"[TRVch# 14 Dt:17/04/2017] , Billno-SML000361748658014",1,1304,0,0,1304
12, , ,"[TRVch# 15 Dt:17/04/2017] , Billno-SML000361748658015",1,2171,0,0,2171
13, , ,"[TRVch# 16 Dt:19/04/2017] , Billno-SML000361748658016",1,150000,0,0,150000
14, , ,"[TRVch# 17 Dt:19/04/2017] , Billno-SML000361748658017",1,325000,0,0,325000
15, , ,"[TRVch# 9 Dt:06/04/2017] , Billno-SML000361748658009",1,561,0,0,561
0,Grand Total, , ,14,303875461,0,0,303875461
1,SML00-036-A.O. A.G.H.P. SHIMLA,Total, ,14,303875461,0,0,303875461
2, ,00-8009-01-101-01-S00N-V-N-47-ADVANCES,Total,1,477539,0,0,477539
3, , ,"[TRVch# 456 Dt:24/05/2017] , Billno-SML000361758009456",1,477539,0,0,477539
4, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,1,751897,0,0,751897
5, , ,"[TRVch# 455 Dt:24/05/2017] , Billno-SML000361758009455",1,751897,0,0,751897
6, ,00-8658-00-101-30-S00N-V-N-00- ,Total,1,81020,0,0,81020
7, , ,"[TRVch# 21 Dt:30/05/2017] , Billno-SML000361758658021",1,81020,0,0,81020
8, ,00-8658-00-101-61-S00N-V-N-00- ,Total,1,460000,0,0,460000
9, , ,"[TRVch# 19 Dt:23/05/2017] , Billno-SML000361758658019",1,460000,0,0,460000
10, ,00-8658-00-102-19-S00N-V-N-00- ,Total,1,14609672,0,0,14609672
11, , ,"[TRVch# 16 Dt:17/05/2017] , Billno-SML000361758658016",1,14609672,0,0,14609672
12, ,00-8658-00-109-00-S00N-V-N-00- ,Total,5,34390726,0,0,34390726
13, , ,"[TRVch# 13 Dt:15/05/2017] , Billno-SML000361758658013",1,14905625,0,0,14905625
14, , ,"[TRVch# 15 Dt:17/05/2017] , Billno-SML000361758658015",1,19442227,0,0,19442227
15, , ,"[TRVch# 17 Dt:23/05/2017] , Billno-SML000361758658017",1,41607,0,0,41607
16, , ,"[TRVch# 18 Dt:23/05/2017] , Billno-SML000361758658018",1,951,0,0,951
17, , ,"[TRVch# 8 Dt:12/05/2017] , Billno-SML000361758658008",1,316,0,0,316
18, ,00-8658-00-112-01-S00N-V-N-00- ,Total,2,247235849,0,0,247235849
19, , ,"[TRVch# 20 Dt:30/05/2017] , Billno-SML000361758658020",1,98617540,0,0,98617540
20, , ,"[TRVch# 9 Dt:12/05/2017] , Billno-SML000361758658009",1,148618309,0,0,148618309
21, ,29-2049-01-200-01-S00N-C-N-23-INTEREST,Total,1,601758,0,0,601758
22, , ,"[TRVch# 1 Dt:15/05/2017] , Billno-SML000361752049001",1,601758,0,0,601758
23, ,29-6003-00-103-01-S00N-C-N-48-LOANS,Total,1,5267000,0,0,5267000
24, , ,"[TRVch# 1 Dt:15/05/2017] , Billno-SML000361756003001",1,5267000,0,0,5267000
0,Grand Total, , ,9,281609486,0,0,281609486
1,SML00-036-A.O. A.G.H.P. SHIMLA,Total, ,9,281609486,0,0,281609486
2, ,00-8658-00-109-00-S00N-V-N-00- ,Total,8,29114580,0,0,29114580
3, , ,"[TRVch# 10 Dt:07/06/2017] , Billno-SML000361768658010",1,1528,0,0,1528
4, , ,"[TRVch# 11 Dt:07/06/2017] , Billno-SML000361768658011",1,701,0,0,701
5, , ,"[TRVch# 12 Dt:07/06/2017] , Billno-SML000361768658012",1,514,0,0,514
6, , ,"[TRVch# 13 Dt:14/06/2017] , Billno-SML000361768658013",1,300000,0,0,300000
7, , ,"[TRVch# 14 Dt:14/06/2017] , Billno-SML000361768658014",1,5986191,0,0,5986191
8, , ,"[TRVch# 15 Dt:19/06/2017] , Billno-SML000361768658015",1,5978880,0,0,5978880
9, , ,"[TRVch# 17 Dt:28/06/2017] , Billno-SML000361768658017",1,9509801,0,0,9509801
10, , ,"[TRVch# 20 Dt:29/06/2017] , Billno-SML000361768658020",1,7336965,0,0,7336965
11, ,00-8658-00-112-01-S00N-V-N-00- ,Total,1,252494906,0,0,252494906
12, , ,"[TRVch# 19 Dt:29/06/2017] , Billno-SML000361768658019",1,252494906,0,0,252494906
0,Grand Total, , ,16,585604825,0,0,585604825
1,SML00-036-A.O. A.G.H.P. SHIMLA,Total, ,16,585604825,0,0,585604825
2, ,00-8658-00-101-30-S00N-V-N-00- ,Total,1,55660,0,0,55660
3, , ,"[TRVch# 17 Dt:11/07/2017] , Billno-SML000361778658017",1,55660,0,0,55660
4, ,00-8658-00-101-61-S00N-V-N-00- ,Total,1,315000,0,0,315000
5, , ,"[TRVch# 21 Dt:28/07/2017] , Billno-SML000361778658021",1,315000,0,0,315000
6, ,00-8658-00-102-19-S00N-V-N-00- ,Total,1,51306258,0,0,51306258
7, , ,"[TRVch# 11 Dt:03/07/2017] , Billno-SML000361778658011",1,51306258,0,0,51306258
8, ,00-8658-00-109-00-S00N-V-N-00- ,Total,9,43718526,0,0,43718526
9, , ,"[TRVch# 10 Dt:03/07/2017] , Billno-SML000361778658010",1,1463488,0,0,1463488
10, , ,"[TRVch# 15 Dt:04/07/2017] , Billno-SML000361778658015",1,4191,0,0,4191
11, , ,"[TRVch# 18 Dt:11/07/2017] , Billno-SML000361778658018",1,5040163,0,0,5040163
12, , ,"[TRVch# 19 Dt:19/07/2017] , Billno-SML000361778658019",1,491,0,0,491
13, , ,"[TRVch# 20 Dt:19/07/2017] , Billno-SML000361778658020",1,814910,0,0,814910
14, , ,"[TRVch# 22 Dt:28/07/2017] , Billno-SML000361778658022",1,1436874,0,0,1436874
15, , ,"[TRVch# 23 Dt:28/07/2017] , Billno-SML000361778658023",1,17213425,0,0,17213425
16, , ,"[TRVch# 24 Dt:28/07/2017] , Billno-SML000361778658024",1,3949896,0,0,3949896
17, , ,"[TRVch# 25 Dt:28/07/2017] , Billno-SML000361778658025",1,13795088,0,0,13795088
18, ,00-8658-00-112-01-S00N-V-N-00- ,Total,2,270998839,0,0,270998839
19, , ,"[TRVch# 16 Dt:04/07/2017] , Billno-SML000361778658016",1,63832,0,0,63832
20, , ,"[TRVch# 26 Dt:28/07/2017] , Billno-SML000361778658026",1,270935007,0,0,270935007
21, ,29-2049-01-200-01-S00N-C-N-23-INTEREST,Total,1,18709942,0,0,18709942
22, , ,"[TRVch# 1 Dt:14/07/2017] , Billno-SML000361772049001",1,18709942,0,0,18709942
23, ,29-6003-00-103-01-S00N-C-N-48-LOANS,Total,1,200500600,0,0,200500600
