,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,2,125111,35000,2102,88009
1,UNA03-006-ASSTT  ENG. DEV. BANGANA.,Total, ,2,125111,35000,2102,88009
2, ,20-2515-00-102-01-S00N-V-N-01-SALARIES,Total,2,125111,35000,2102,88009
3, , ,"[TRVch# 10 Dt:06/04/2017] , Billno-UNA03006032017-001",1,43941,10000,2072,31869
4, , ,"[TRVch# 23 Dt:29/04/2017] , Billno-UNA030062017100002",1,81170,25000,30,56140
0,Grand Total, , ,4,138623,47952,9192,81479
1,UNA03-006-ASSTT  ENG. DEV. BANGANA.,Total, ,4,138623,47952,9192,81479
2, ,20-2515-00-102-01-S00N-V-N-01-SALARIES,Total,4,138623,47952,9192,81479
3, , ,"[TRVch# 15 Dt:08/05/2017] , Billno-UNA03006042017-001",1,81170,25000,7120,49050
4, , ,"[TRVch# 16 Dt:08/05/2017] , Billno-UNA03006042017-002",1,44501,10000,2072,32429
5, , ,"[TRVch# 54 Dt:31/05/2017] , Billno-UNA030062017100003",1,8031,8031,0,0
6, , ,"[TRVch# 55 Dt:31/05/2017] , Billno-UNA030062017100004",1,4921,4921,0,0
0,Grand Total, , ,2,125671,35000,9192,81479
1,UNA03-006-ASSTT  ENG. DEV. BANGANA.,Total, ,2,125671,35000,9192,81479
2, ,20-2515-00-102-01-S00N-V-N-01-SALARIES,Total,2,125671,35000,9192,81479
3, , ,"[TRVch# 24 Dt:07/06/2017] , Billno-UNA03006052017-001",1,81170,25000,7120,49050
4, , ,"[TRVch# 25 Dt:07/06/2017] , Billno-UNA03006052017-002",1,44501,10000,2072,32429
0,Grand Total, , ,2,125671,35000,9192,81479
1,UNA03-006-ASSTT  ENG. DEV. BANGANA.,Total, ,2,125671,35000,9192,81479
2, ,20-2515-00-102-01-S00N-V-N-01-SALARIES,Total,2,125671,35000,9192,81479
3, , ,"[TRVch# 29 Dt:07/07/2017] , Billno-UNA03006062017-001",1,81170,25000,7120,49050
4, , ,"[TRVch# 30 Dt:07/07/2017] , Billno-UNA03006062017-002",1,44501,10000,2072,32429
0,Grand Total, , ,3,225671,35000,9192,181479
1,UNA03-006-ASSTT  ENG. DEV. BANGANA.,Total, ,3,225671,35000,9192,181479
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,1,100000,0,0,100000
3, , ,"[TRVch# 410 Dt:31/08/2017] , Billno-UNA030062017100005",1,100000,0,0,100000
4, ,20-2515-00-102-01-S00N-V-N-01-SALARIES,Total,2,125671,35000,9192,81479
5, , ,"[TRVch# 21 Dt:09/08/2017] , Billno-UNA03006072017-001",1,81170,25000,7120,49050
6, , ,"[TRVch# 22 Dt:09/08/2017] , Billno-UNA03006072017-002",1,44501,10000,2072,32429
0,Grand Total, , ,2,127785,35000,9192,83593
1,UNA03-006-ASSTT  ENG. DEV. BANGANA.,Total, ,2,127785,35000,9192,83593
2, ,20-2515-00-102-01-S00N-V-N-01-SALARIES,Total,2,127785,35000,9192,83593
3, , ,"[TRVch# 19 Dt:07/09/2017] , Billno-UNA03006082017-001",1,82538,25000,7120,50418
4, , ,"[TRVch# 20 Dt:07/09/2017] , Billno-UNA03006082017-002",1,45247,10000,2072,33175
0,Grand Total, , ,2,129899,35000,9192,85707
1,UNA03-006-ASSTT  ENG. DEV. BANGANA.,Total, ,2,129899,35000,9192,85707
2, ,20-2515-00-102-01-S00N-V-N-01-SALARIES,Total,2,129899,35000,9192,85707
3, , ,"[TRVch# 22 Dt:09/10/2017] , Billno-UNA03006092017-001",1,83906,25000,7120,51786
4, , ,"[TRVch# 23 Dt:09/10/2017] , Billno-UNA03006092017-002",1,45993,10000,2072,33921
0,Grand Total, , ,1,83906,25000,7120,51786
1,UNA03-006-ASSTT  ENG. DEV. BANGANA.,Total, ,1,83906,25000,7120,51786
2, ,20-2515-00-102-01-S00N-V-N-01-SALARIES,Total,1,83906,25000,7120,51786
3, , ,"[TRVch# 22 Dt:07/11/2017] , Billno-UNA03006102017-001",1,83906,25000,7120,51786
0,Grand Total, , ,3,97350,35944,7200,54206
1,UNA03-006-ASSTT  ENG. DEV. BANGANA.,Total, ,3,97350,35944,7200,54206
2, ,20-2515-00-102-01-S00N-V-N-01-SALARIES,Total,2,94850,35944,7200,51706
3, , ,"[TRVch# 19 Dt:06/12/2017] , Billno-UNA03006112017-001",1,83906,25000,7200,51706
4, , ,"[TRVch# 46 Dt:26/12/2017] , Billno-UNA030062017100007",1,10944,10944,0,0
5, ,20-2515-00-102-01-S00N-V-N-05-OFFICE EXPENSES,Total,1,2500,0,0,2500
6, , ,"[TRVch# 45 Dt:26/12/2017] , Billno-UNA030062017100006",1,2500,0,0,2500
0,Grand Total, , ,1,83906,25000,7120,51786
1,UNA03-006-ASSTT  ENG. DEV. BANGANA.,Total, ,1,83906,25000,7120,51786
2, ,20-2515-00-102-01-S00N-V-N-01-SALARIES,Total,1,83906,25000,7120,51786
3, , ,"[TRVch# 15 Dt:06/01/2018] , Billno-UNA03006122017-001",1,83906,25000,7120,51786
0,Grand Total, , ,3,100673,35389,15120,50164
1,UNA03-006-ASSTT  ENG. DEV. BANGANA.,Total, ,3,100673,35389,15120,50164
2, ,20-2515-00-102-01-S00N-V-N-01-SALARIES,Total,3,100673,35389,15120,50164
3, , ,"[TRVch# 24 Dt:07/02/2018] , Billno-UNA03006012018-001",1,84932,25000,15120,44812
4, , ,"[TRVch# 29 Dt:19/02/2018] , Billno-UNA030062017100008",1,10389,10389,0,0
5, , ,"[TRVch# 41 Dt:28/02/2018] , Billno-UNA030062017100009",1,5352,0,0,5352
0,Grand Total, , ,4,168630,78879,27368,62383
1,UNA03-006-ASSTT  ENG. DEV. BANGANA.,Total, ,4,168630,78879,27368,62383
2, ,20-2515-00-102-01-S00N-V-N-01-SALARIES,Total,2,158141,78879,27368,51894
3, , ,"[TRVch# 25 Dt:08/03/2018] , Billno-UNA03006022018-001",1,90284,25000,13390,51894
4, , ,"[TRVch# 33 Dt:21/03/2018] , Billno-UNA030062017100010",1,67857,53879,13978,0
5, ,20-2515-00-102-01-S00N-V-N-03-TRAVEL EXPENSES,Total,1,4440,0,0,4440
6, , ,"[TRVch# 103 Dt:31/03/2018] , Billno-UNA030062017100012",1,4440,0,0,4440
7, ,20-2515-00-102-01-S00N-V-N-05-OFFICE EXPENSES,Total,1,6049,0,0,6049
8, , ,"[TRVch# 76 Dt:28/03/2018] , Billno-UNA030062017100011",1,6049,0,0,6049
0,Grand Total, , ,1,90284,25000,8120,57164
1,UNA03-006-ASSTT  ENG. DEV. BANGANA.,Total, ,1,90284,25000,8120,57164
2, ,20-2515-00-102-01-S00N-V-N-01-SALARIES,Total,1,90284,25000,8120,57164
3, , ,"[TRVch# 13 Dt:07/04/2018] , Billno-UNA03006032018-001",1,90284,25000,8120,57164
0,Grand Total, , ,1,90284,30000,8120,52164
1,UNA03-006-ASSTT  ENG. DEV. BANGANA.,Total, ,1,90284,30000,8120,52164
2, ,20-2515-00-102-01-S00N-V-N-01-SALARIES,Total,1,90284,30000,8120,52164
3, , ,"[TRVch# 15 Dt:08/05/2018] , Billno-UNA03006042018-001",1,90284,30000,8120,52164
0,Grand Total, , ,2,1290284,30000,8120,1252164
1,UNA03-006-ASSTT  ENG. DEV. BANGANA.,Total, ,2,1290284,30000,8120,1252164
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,1,1200000,0,0,1200000
3, , ,"[TRVch# 173 Dt:21/06/2018] , Billno-UNA030062018100001",1,1200000,0,0,1200000
4, ,20-2515-00-102-01-S00N-V-N-01-SALARIES,Total,1,90284,30000,8120,52164
5, , ,"[TRVch# 11 Dt:07/06/2018] , Billno-UNA03006052018-001",1,90284,30000,8120,52164
0,Grand Total, , ,1,90284,30000,8120,52164
1,UNA03-006-ASSTT  ENG. DEV. BANGANA.,Total, ,1,90284,30000,8120,52164
2, ,20-2515-00-102-01-S00N-V-N-01-SALARIES,Total,1,90284,30000,8120,52164
3, , ,"[TRVch# 14 Dt:09/07/2018] , Billno-UNA03006062018-001",1,90284,30000,8120,52164
0,Grand Total, , ,1,90284,30000,8120,52164
1,UNA03-006-ASSTT  ENG. DEV. BANGANA.,Total, ,1,90284,30000,8120,52164
2, ,20-2515-00-102-01-S00N-V-N-01-SALARIES,Total,1,90284,30000,8120,52164
3, , ,"[TRVch# 25 Dt:09/08/2018] , Billno-UNA03006072018-001",1,90284,30000,8120,52164
