,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,2,123741,15000,5203,103538
1,KLU00-536-DISTT LIBRARIAN KULLU,Total, ,2,123741,15000,5203,103538
2, ,08-2205-00-105-01-S00N-V-N-01-SALARIES,Total,2,123741,15000,5203,103538
3, , ,"[TRVch# 3 Dt:03/04/2017] , Billno-KLU00536032017-001",1,69342,15000,30,54312
4, , ,"[TRVch# 4 Dt:03/04/2017] , Billno-KLU00536032017-002",1,54399,0,5173,49226
0,Grand Total, , ,2,125293,15000,7271,103022
1,KLU00-536-DISTT LIBRARIAN KULLU,Total, ,2,125293,15000,7271,103022
2, ,08-2205-00-105-01-S00N-V-N-01-SALARIES,Total,2,125293,15000,7271,103022
3, , ,"[TRVch# 3 Dt:01/05/2017] , Billno-KLU00536042017-001",1,70216,15000,2030,53186
4, , ,"[TRVch# 4 Dt:01/05/2017] , Billno-KLU00536042017-002",1,55077,0,5241,49836
0,Grand Total, , ,4,139228,22866,7880,108482
1,KLU00-536-DISTT LIBRARIAN KULLU,Total, ,4,139228,22866,7880,108482
2, ,08-2205-00-105-01-S00N-V-N-01-SALARIES,Total,4,139228,22866,7880,108482
3, , ,"[TRVch# 3 Dt:01/06/2017] , Billno-KLU00536052017-003",1,70216,15000,2030,53186
4, , ,"[TRVch# 4 Dt:01/06/2017] , Billno-KLU00536052017-004",1,55077,0,5241,49836
5, , ,"[TRVch# 5 Dt:07/06/2017] , Billno-KLU005362017100002",1,6069,0,609,5460
6, , ,"[TRVch# 6 Dt:07/06/2017] , Billno-KLU005362017100001",1,7866,7866,0,0
0,Grand Total, , ,2,123520,15000,5460,103060
1,KLU00-536-DISTT LIBRARIAN KULLU,Total, ,2,123520,15000,5460,103060
2, ,08-2205-00-105-01-S00N-V-N-01-SALARIES,Total,2,123520,15000,5460,103060
3, , ,"[TRVch# 3 Dt:01/07/2017] , Billno-KLU00536062017-001",1,72284,15000,2030,55254
4, , ,"[TRVch# 4 Dt:01/07/2017] , Billno-KLU00536062017-002",1,51236,0,3430,47806
0,Grand Total, , ,3,129461,15000,5460,109001
1,KLU00-536-DISTT LIBRARIAN KULLU,Total, ,3,129461,15000,5460,109001
2, ,08-2205-00-105-01-S00N-V-N-01-SALARIES,Total,3,129461,15000,5460,109001
3, , ,"[TRVch# 3 Dt:01/08/2017] , Billno-KLU00536072017-001",1,72284,15000,2030,55254
4, , ,"[TRVch# 4 Dt:01/08/2017] , Billno-KLU00536072017-002",1,51236,0,3430,47806
5, , ,"[TRVch# 5 Dt:14/08/2017] , Billno-KLU005362017100009",1,5941,0,0,5941
0,Grand Total, , ,6,327117,15000,6886,305231
1,KLU00-536-DISTT LIBRARIAN KULLU,Total, ,6,327117,15000,6886,305231
2, ,08-2205-00-105-01-S00N-V-N-01-SALARIES,Total,2,125718,15000,6886,103832
3, , ,"[TRVch# 1 Dt:01/09/2017] , Billno-KLU00536082017-001",1,73534,15000,2030,56504
4, , ,"[TRVch# 2 Dt:01/09/2017] , Billno-KLU00536082017-002",1,52184,0,4856,47328
5, ,08-2205-00-105-01-S00N-V-N-06-MEDICAL REIMBURSEMENT,Total,4,201399,0,0,201399
6, , ,"[TRVch# 5 Dt:12/09/2017] , Billno-KLU005362017100005",1,4867,0,0,4867
7, , ,"[TRVch# 6 Dt:12/09/2017] , Billno-KLU005362017100004",1,13361,0,0,13361
8, , ,"[TRVch# 7 Dt:12/09/2017] , Billno-KLU005362017100003",1,179572,0,0,179572
9, , ,"[TRVch# 8 Dt:12/09/2017] , Billno-KLU005362017100010",1,3599,0,0,3599
0,Grand Total, , ,4,143955,29425,7644,106886
1,KLU00-536-DISTT LIBRARIAN KULLU,Total, ,4,143955,29425,7644,106886
2, ,08-2205-00-105-01-S00N-V-N-01-SALARIES,Total,4,143955,29425,7644,106886
3, , ,"[TRVch# 1 Dt:03/10/2017] , Billno-KLU00536092017-001",1,74734,20000,2030,52704
4, , ,"[TRVch# 2 Dt:03/10/2017] , Billno-KLU00536092017-002",1,54116,0,5045,49071
5, , ,"[TRVch# 7 Dt:13/10/2017] , Billno-KLU005362017100011",1,9425,9425,0,0
6, , ,"[TRVch# 8 Dt:13/10/2017] , Billno-KLU005362017100012",1,5680,0,569,5111
0,Grand Total, , ,3,328850,20000,7075,301775
1,KLU00-536-DISTT LIBRARIAN KULLU,Total, ,3,328850,20000,7075,301775
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,1,200000,0,0,200000
3, , ,"[TRVch# 114 Dt:17/11/2017] , Billno-KLU005362017100013",1,200000,0,0,200000
4, ,08-2205-00-105-01-S00N-V-N-01-SALARIES,Total,2,128850,20000,7075,101775
5, , ,"[TRVch# 1 Dt:01/11/2017] , Billno-KLU00536102017-001",1,74734,20000,2030,52704
6, , ,"[TRVch# 2 Dt:01/11/2017] , Billno-KLU00536102017-002",1,54116,0,5045,49071
0,Grand Total, , ,2,128850,20000,7315,101535
1,KLU00-536-DISTT LIBRARIAN KULLU,Total, ,2,128850,20000,7315,101535
2, ,08-2205-00-105-01-S00N-V-N-01-SALARIES,Total,2,128850,20000,7315,101535
3, , ,"[TRVch# 4 Dt:01/12/2017] , Billno-KLU00536112017-001",1,74734,20000,2110,52624
4, , ,"[TRVch# 5 Dt:01/12/2017] , Billno-KLU00536112017-002",1,54116,0,5205,48911
0,Grand Total, , ,4,147087,20000,7075,120012
