DDO Code,DDO Name
001,001-PROJECT OFFICER(NAEP) HAMIRPUR
002,002-CIVIL JUDGE (JR DIVISION- II) HAMIRPUR
003,003-CIVIL JUDGE (JR DIVISION- I) HAMIRPUR
004,004-S.D.O.(CIVIL) HAMIRPUR
005,005-C.D.P.O. HAMIRPUR
006,006-SUPDT.SUB JAIL HAMIRPUR
008,008-BLOCK MEDICAL OFFICER TAUNIDEVI
009,009-BLOCK DEV.OFFICER HAMIRPUR
010,010-S.E.(B&R) 8TH CIRCLE HAMIRPUR
011,011-DEPUTY DIRECTOR HORTICULTURE HAMIRPUR
014,014-ASSTT TOWN PLANNER HAMIRPUR
015,015-DY.DIRECTOR(SHEEP RESEARCH)TAL
017,017-E.O. PANCHYAT SMITI HAMIRPUR
018,018-PRESIDENT M.C. HAMIRPUR
019,019-B.D.O. TAUNI DEVI
020,020-SETT.OFF.CON.HOLDING HAMIRPUR
021,021-S.E IPH CIRCLE HAMIRPUR
022,022-DIRECTOR SAINIK WELFARE HAMIRPUR
027,027-HIMACHAL PRADESH STAFF SELECTION COMMISSION HAMIRPUR
028,028-DISTT.PROGRAMME OFFICER ICDS HAMIRPUR
029,029-ADDL DISTRICT AND SESSIONS JUDGE HAMIRPUR
030,030-CIVIL JUDGE (JR DIVISION) CJM COURT NO-3 HAMIRPUR
032,032-C.D.P.O. TAUNI DEVI
033,033-CIVIL JUDGE (JR DIVISION) CJM COURT NO-4 HAMIRPUR
034,034-AE PWD SUB DIV HAMIRPUR
035,035-AE PWD SUB DIV TAUNI DEVI
036,036-AE PWD SUB DIV SAMIRPUR
037,037-AE PWD SUB DIV LAMBLOO
038,038-AE TO EE PWD SUB DIV TOUNI DEVI KAKAR
039,039-AE PWD SUB DIV DHANETA
040,040-AE PWD ELE SUB DIV HAMIRPUR
041,041-AE PWD MECH SUB DIV HAMIRPUR
042,042-AE IPH SUB DIV HAMIRPUR
043,043-AE IPH SUB DIV UHAL
044,044-AE PWD NH SUB DIV SAMIRPUR
045,045-AE IPH SUB DIV GALORE
046,046-AE IPH SUB DIV DHANETA
047,047-BLOCK MEDICAL OFFICER GLORE
048,048-MEDICAL SUPERINTENDENT AYURVEDIC HOSPITAL
049,049-COURT OF MOBILE TRAFFIC MAGISTRATES HAMIRPUR AND BILASPUR AT HAMIRPUR
050,050-MEDICAL SUPREINTENDENT REGIONAL HOSPITAL
051,051-DR. RADHAKRISHNAN GOVT. MEDICAL COLLEGE
200,200-BEEO HAMIRPUR
201,201-PR GOVT COLLEGE HAMIRPUR
202,202-PR GOVT. POLY. COLLEGE HAMIRPUR
203,203-COMMANDING OFFICER HAMIRPUR
204,204-PR SSS HAMIRPUR
205,205-PR GSSSG HAMIRPUR
206,206-GSSS NALTI
207,207-GSSS MAIR
208,208-GSSS LAMBLOO
209,209-GSSS BOHNI
210,210-PR SSS TAUNI DEVI
211,211-GSSS AMROH
212,212-GSSS TAL
213,213-GSSS DIDWIN
214,214-GSSS UHAL
215,215-GSSS KOT
216,216-GSSS KUTHERA
217,217-GSSS POHANJ
218,218-GHS JHATWAR
219,219-GHS NARELI
221,221-GSSS Kakriar
222,222-GHS SHASHAN
223,223-GHS Bari-Farnol
224,224-GSSS UTPUR
225,225-GHS Patnoun
226,226-HM GHS DUGHA
227,227-HM GHS BRAHLARI
228,228-HM GHS LOHAKHAR
229,229-GHS BHARTHYAN
230,230-GHS BAFFRIN
231,231-GSSS MATAHANI
232,232-GHS GULELA
233,233-PR ITI LAMBLOO
234,234-PR TRANNING INSTITUTE HMR
235,235-BEEO GALORE
500,500-DISTRICT TREASURY OFFICER HAMIRPUR
501,501-DEPUTY COMMISSIONER HAMIRPUR
503,503-ADDL.DEPUTY MAGISTRATE HAMIRPUR
504,504-AC TO DC HAMIRPUR
505,505-CHIEF MEDICAL OFFICER HAMIRPUR
506,506-DISTRICT REVENUE OFFICER HAMIRPUR
507,507-DISTRICT AND SESSION JUDGE HAMIRPUR
508,508-CIVIL JUDGE (SR DIVISION) HAMIRPUR
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
510,510-SUPERINTENDENT OF POLICE HAMIRPUR
511,511-DISTRICT EDUCATION OFFICER HAMIRPUR
512,512-DY. DIR.ELE EDUCATION HAMIRPUR
513,"513-DY. DIRECTOR, SAINIK WELFARE HAMIRPUR"
514,514-DISTT. PUBLIC RELATION OFFICER HAMIRPUR
515,515-ASSTT.REGISTRAR COOP. SOC. HAMIRPUR
516,516-ASSTT DIRECTOR(ANI.H&BREEDING) HAMIRPUR
517,517-DISTT EMPLOYMENT OFFICER HAMIRPUR
518,518-TEHSILDAR ELECTION HAMIRPUR
519,519-DISTRICT WELFARE OFFICER HAMIRPUR
520,520-DISTRICT LANGUAGE OFFICER HAMIRPUR
521,521-DISTRICT STATISTICAL OFFICER HAMIRPUR
522,522-DISTRICT AYURVEDIC OFFICER HAMIRPUR
523,523-DISTRICT ATTORNEY HAMIRPUR
525,525-DEPUTY DIRECTOR AGRICULTURE HAMIRPUR
527,527-GENERAL MANAGER D.I.C. HAMIRPUR
528,528-COMMANDANT HOME GUARD HAMIRPUR
529,529-DISTT.FOOD & SUPPLY CONTROLLER HAMIRPUR
530,530-DISTT PLANNING OFFICER HAMIRPUR
531,531-DISTT.YOUTH & SPORTS OFFICER HAMIRPUR
533,533-DIST.DEV. & PANCHAYAT OFFICER HAMIRPUR
534,534-DISTRICT MINING OFFICER HAMIRPUR
536,536-DISTT LIBRARIAN OFFICER HAMIRPUR
539,539-SUB DIV.SOIL CON.OFFICER HAMIRPUR
540,540-PROECT OFFICER [DRDA] HAMIRPUR
541,541-REGIONAL TRANSPORT OFFICER HAMIRPUR
542,542-SECRETARY DISTRICT LEGAL AUTHORITY HAMIRPUR
634,"634-E.E. PWD DIVISION,HAMIRPUR"
637,"637-E.E. PWD DIVISION, BARSAR"
638,638-E.E. PWD ELECT DIV UNA
640,"640-E.E. PWD DIVISION, FATEHPUR"
643,"643-E.E. PWD DIVISION-I, BILASPUR"
661,661-E.E. PWD MECH.DIV. BILASPUR
682,682-E.E. PWD TAUNI DEVI
683,683-E.E N.H HPPWD DIVSION HAMIRPUR
687,687-E.E.C.M.U.H.P.R.D.C. HAMIRPUR
691,691-HPPWD SUPDT GRADE-I HAMIRPUR ZONE
738,738-EE IPH DIVISION HAMIRPUR
739,739-EE IPH DIVISION BARSAR
768,768-CHIEF ENGG. IPH HAMIRPUR
822,822-FOREST DIVISION HAMIRPUR
898,898-DFO WILD LIFE HAMIRPUR
924,924-TA TO CONSY FOREST HAMIRPUR
950,950-CHIEF ELECTRICAL INSPECTOR
951,951-CONTROLLER W & M
952,952-CONTROLLER PRINTING AND STATIONARY
953,953-DIRECTOR (FISHRIES)
959,959-NUR INSPECTOR AND CERTIFICATION OFFICER
960,960-SR PLANT PROT. OFFICER SHIMLA
966,966-DFO HQ CFME HAMIRPUR
970,970-DIRECTOR COMPOSITE TESTING LAB KANDAGHAT
983,983-DISTRICT PROJECT OFFICER
