DDODesc,MAJOR,RECEIPTHEAD,BOOKDATE,Tenderer,Challan,NETRECEIPT
Grand Total, , , , ,4,11139636
MDI00-012-LAND ACQUISITION OFFICER MANDI,Total, , , ,4,11139636
 ,0049-INTEREST RECEIPTS,Total, , ,1,11135950
 , ,0049-04-110-01-INT.REALIZED ON INVESTMENT OF CASH BAL.,Total, ,1,11135950
 , , ,30/12/2017,Total,1,11135950
 , , , ,"[N0049000009] HIMGRN:B17L135846, LAND ACQUISITION OFFICER MANDI INTEREST REALIZED ON INVESTMENT OF CASH BALANCE -Check interest gained on various bank accounts of L",1,11135950
 ,0070-OTHER ADMINISTRATIVE SERVICES,Total, , ,3,3686
 , ,0070-60-118-01-RECEIPT FROM RIGHT TO INFORMATION ACT,Total, ,3,3686
 , , ,20/05/2017,Total,1,2300
 , , , ,"[G0070000085] HIMGRN:B17E132545, LAND ACQUISITION OFFICER RECEIPT FROM RIGHT TO INFORMATION ACT -Indian Postal Order of RTI",1,2300
 , , ,12/01/2018,Total,1,936
 , , , ,"[C0070000062] HIMGRN:B18A114442, LAO MANDI RECEIPT FROM RIGHT TO INFORMATION ACT -Indian Postal Order of RTI",1,936
 , , ,05/04/2018,Total,1,450
 , , , ,"[F0070000015] HIMGRN:B18D110836, LAO MANDI RECEIPT FROM RIGHT TO INFORMATION ACT -",1,450
