,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,7,980,0,980,0
1,KNR04-500-TREASURY OFFICER NICHAR,Total, ,7,980,0,980,0
2, ,05-2030-01-101-01-S00N-V-N-20-OTHER CHARGES,Total,2,140,0,140,0
3, , ,"[TRVch# 18 Dt:29/04/2017] , Billno-KNR045001742030005",1,40,0,40,0
4, , ,"[TRVch# 19 Dt:29/04/2017] , Billno-KNR045001742030006",1,100,0,100,0
5, ,05-2030-02-102-01-S00N-V-N-20-OTHER CHARGES,Total,5,840,0,840,0
6, , ,"[TRVch# 14 Dt:29/04/2017] , Billno-KNR045001742030001",1,200,0,200,0
7, , ,"[TRVch# 15 Dt:29/04/2017] , Billno-KNR045001742030002",1,80,0,80,0
8, , ,"[TRVch# 16 Dt:29/04/2017] , Billno-KNR045001742030003",1,200,0,200,0
9, , ,"[TRVch# 17 Dt:29/04/2017] , Billno-KNR045001742030004",1,200,0,200,0
10, , ,"[TRVch# 20 Dt:29/04/2017] , Billno-KNR045001742030007",1,160,0,160,0
0,Grand Total, , ,8,4740,0,4740,0
1,KNR04-500-TREASURY OFFICER NICHAR,Total, ,8,4740,0,4740,0
2, ,05-2030-01-101-01-S00N-V-N-20-OTHER CHARGES,Total,2,140,0,140,0
3, , ,"[TRVch# 17 Dt:31/05/2017] , Billno-KNR045001752030002",1,40,0,40,0
4, , ,"[TRVch# 20 Dt:31/05/2017] , Billno-KNR045001752030005",1,100,0,100,0
5, ,05-2030-02-102-01-S00N-V-N-20-OTHER CHARGES,Total,6,4600,0,4600,0
6, , ,"[TRVch# 18 Dt:31/05/2017] , Billno-KNR045001752030003",1,200,0,200,0
7, , ,"[TRVch# 19 Dt:31/05/2017] , Billno-KNR045001752030004",1,1600,0,1600,0
8, , ,"[TRVch# 21 Dt:31/05/2017] , Billno-KNR045001752030006",1,600,0,600,0
9, , ,"[TRVch# 22 Dt:31/05/2017] , Billno-KNR045001752030007",1,200,0,200,0
10, , ,"[TRVch# 23 Dt:31/05/2017] , Billno-KNR045001752030008",1,1600,0,1600,0
11, , ,"[TRVch# 6 Dt:08/05/2017] , Billno-KNR045001752030001",1,400,0,400,0
0,Grand Total, , ,12,4120,0,4120,0
1,KNR04-500-TREASURY OFFICER NICHAR,Total, ,12,4120,0,4120,0
2, ,05-2030-01-101-01-S00N-V-N-20-OTHER CHARGES,Total,2,80,0,80,0
3, , ,"[TRVch# 31 Dt:30/06/2017] , Billno-KNR045001762030010",1,40,0,40,0
4, , ,"[TRVch# 8 Dt:08/06/2017] , Billno-KNR045001762030002",1,40,0,40,0
5, ,05-2030-02-102-01-S00N-V-N-20-OTHER CHARGES,Total,10,4040,0,4040,0
6, , ,"[TRVch# 16 Dt:21/06/2017] , Billno-KNR045001762030003",1,200,0,200,0
7, , ,"[TRVch# 17 Dt:21/06/2017] , Billno-KNR045001762030004",1,200,0,200,0
8, , ,"[TRVch# 18 Dt:21/06/2017] , Billno-KNR045001762030005",1,200,0,200,0
9, , ,"[TRVch# 19 Dt:21/06/2017] , Billno-KNR045001762030006",1,480,0,480,0
10, , ,"[TRVch# 28 Dt:30/06/2017] , Billno-KNR045001762030007",1,200,0,200,0
11, , ,"[TRVch# 29 Dt:30/06/2017] , Billno-KNR045001762030008",1,800,0,800,0
12, , ,"[TRVch# 30 Dt:30/06/2017] , Billno-KNR045001762030009",1,120,0,120,0
13, , ,"[TRVch# 32 Dt:30/06/2017] , Billno-KNR045001762030011",1,240,0,240,0
14, , ,"[TRVch# 33 Dt:30/06/2017] , Billno-KNR045001762030012",1,800,0,800,0
15, , ,"[TRVch# 7 Dt:08/06/2017] , Billno-KNR045001762030001",1,800,0,800,0
0,Grand Total, , ,7,1180,0,1180,0
1,KNR04-500-TREASURY OFFICER NICHAR,Total, ,7,1180,0,1180,0
2, ,05-2030-01-101-01-S00N-V-N-20-OTHER CHARGES,Total,2,140,0,140,0
3, , ,"[TRVch# 15 Dt:21/07/2017] , Billno-KNR045001772030001",1,100,0,100,0
4, , ,"[TRVch# 20 Dt:21/07/2017] , Billno-KNR045001772030006",1,40,0,40,0
5, ,05-2030-02-102-01-S00N-V-N-20-OTHER CHARGES,Total,5,1040,0,1040,0
6, , ,"[TRVch# 16 Dt:21/07/2017] , Billno-KNR045001772030002",1,200,0,200,0
7, , ,"[TRVch# 17 Dt:21/07/2017] , Billno-KNR045001772030003",1,200,0,200,0
8, , ,"[TRVch# 18 Dt:21/07/2017] , Billno-KNR045001772030004",1,200,0,200,0
9, , ,"[TRVch# 19 Dt:21/07/2017] , Billno-KNR045001772030005",1,200,0,200,0
10, , ,"[TRVch# 26 Dt:31/07/2017] , Billno-KNR045001772030007",1,240,0,240,0
0,Grand Total, , ,12,4820,0,4820,0
1,KNR04-500-TREASURY OFFICER NICHAR,Total, ,12,4820,0,4820,0
2, ,05-2030-01-101-01-S00N-V-N-20-OTHER CHARGES,Total,2,140,0,140,0
3, , ,"[TRVch# 23 Dt:31/08/2017] , Billno-KNR045001782030006",1,40,0,40,0
4, , ,"[TRVch# 25 Dt:31/08/2017] , Billno-KNR045001782030008",1,100,0,100,0
5, ,05-2030-02-102-01-S00N-V-N-20-OTHER CHARGES,Total,10,4680,0,4680,0
6, , ,"[TRVch# 1 Dt:07/08/2017] , Billno-KNR045001782030001",1,200,0,200,0
7, , ,"[TRVch# 14 Dt:24/08/2017] , Billno-KNR045001782030003",1,120,0,120,0
8, , ,"[TRVch# 15 Dt:24/08/2017] , Billno-KNR045001782030004",1,200,0,200,0
9, , ,"[TRVch# 16 Dt:24/08/2017] , Billno-KNR045001782030005",1,600,0,600,0
