,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,6,671659,227000,14182,430477
1,KNG07-212-GSSS SIALKAR KANGRI,Total, ,6,671659,227000,14182,430477
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,280575,80000,6662,193913
3, , ,"[TRVch# 1497 Dt:10/04/2017] , Billno-KNG07212032017-001",1,240685,80000,75,160610
4, , ,"[TRVch# 1498 Dt:10/04/2017] , Billno-KNG07212032017-002",1,39890,0,6587,33303
5, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,4,391084,147000,7520,236564
6, , ,"[TRVch# 1499 Dt:10/04/2017] , Billno-KNG07212032017-003",1,76864,30000,120,46744
7, , ,"[TRVch# 1500 Dt:10/04/2017] , Billno-KNG07212032017-004",1,252584,117000,120,135464
8, , ,"[TRVch# 1501 Dt:10/04/2017] , Billno-KNG07212032017-005",1,35599,0,7280,28319
9, , ,"[TRVch# 2267 Dt:29/04/2017] , Billno-KNG072122017100001",1,26037,0,0,26037
0,Grand Total, , ,10,721031,306246,38854,375931
1,KNG07-212-GSSS SIALKAR KANGRI,Total, ,10,721031,306246,38854,375931
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,4,309307,100726,14860,193721
3, , ,"[TRVch# 1966 Dt:09/05/2017] , Billno-KNG07212042017-001",1,246983,83000,7800,156183
4, , ,"[TRVch# 1967 Dt:09/05/2017] , Billno-KNG07212042017-002",1,40392,0,6638,33754
5, , ,"[TRVch# 4060 Dt:31/05/2017] , Billno-KNG072122017100002",1,17726,17726,0,0
6, , ,"[TRVch# 4061 Dt:31/05/2017] , Billno-KNG072122017100003",1,4206,0,422,3784
7, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,6,411724,205520,23994,182210
8, , ,"[TRVch# 1968 Dt:09/05/2017] , Billno-KNG07212042017-003",1,77837,30000,7330,40507
9, , ,"[TRVch# 1969 Dt:09/05/2017] , Billno-KNG07212042017-004",1,258308,140000,8935,109373
10, , ,"[TRVch# 1970 Dt:09/05/2017] , Billno-KNG07212042017-005",1,36045,0,7324,28721
11, , ,"[TRVch# 4062 Dt:31/05/2017] , Billno-KNG072122017100004",1,8757,8757,0,0
12, , ,"[TRVch# 4063 Dt:31/05/2017] , Billno-KNG072122017100005",1,26763,26763,0,0
13, , ,"[TRVch# 4064 Dt:31/05/2017] , Billno-KNG072122017100006",1,4014,0,405,3609
0,Grand Total, , ,8,1267958,253000,38023,976935
1,KNG07-212-GSSS SIALKAR KANGRI,Total, ,8,1267958,253000,38023,976935
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,1,600000,0,0,600000
3, , ,"[TRVch# 1074 Dt:30/06/2017] , Billno-KNG072122017100009",1,600000,0,0,600000
4, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,3,295436,83000,14438,197998
5, , ,"[TRVch# 1423 Dt:08/06/2017] , Billno-KNG07212052017-001",1,246949,83000,7800,156149
6, , ,"[TRVch# 1424 Dt:08/06/2017] , Billno-KNG07212052017-002",1,40392,0,6638,33754
7, , ,"[TRVch# 4011 Dt:30/06/2017] , Billno-KNG072122017100007",1,8095,0,0,8095
8, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,372190,170000,23585,178605
9, , ,"[TRVch# 1425 Dt:08/06/2017] , Billno-KNG07212052017-003",1,77837,30000,7330,40507
10, , ,"[TRVch# 1426 Dt:08/06/2017] , Billno-KNG07212052017-004",1,258308,140000,8935,109373
11, , ,"[TRVch# 1427 Dt:08/06/2017] , Billno-KNG07212052017-005",1,36045,0,7320,28725
12, ,08-2202-02-109-01-S00N-V-N-03-TRAVEL EXPENSES,Total,1,332,0,0,332
13, , ,"[TRVch# 4012 Dt:30/06/2017] , Billno-KNG072122017100008",1,332,0,0,332
0,Grand Total, , ,5,688619,253000,34266,401353
1,KNG07-212-GSSS SIALKAR KANGRI,Total, ,5,688619,253000,34266,401353
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,313069,83000,14447,215622
3, , ,"[TRVch# 1764 Dt:10/07/2017] , Billno-KNG07212062017-001",1,272677,83000,7809,181868
4, , ,"[TRVch# 1765 Dt:10/07/2017] , Billno-KNG07212062017-002",1,40392,0,6638,33754
5, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,375550,170000,19819,185731
6, , ,"[TRVch# 1766 Dt:10/07/2017] , Billno-KNG07212062017-003",1,80140,30000,7330,42810
7, , ,"[TRVch# 1767 Dt:10/07/2017] , Billno-KNG07212062017-004",1,258308,140000,8935,109373
8, , ,"[TRVch# 1768 Dt:10/07/2017] , Billno-KNG07212062017-005",1,37102,0,3554,33548
0,Grand Total, , ,7,686394,253000,34597,398797
1,KNG07-212-GSSS SIALKAR KANGRI,Total, ,7,686394,253000,34597,398797
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,3,301522,83000,14456,204066
3, , ,"[TRVch# 1500 Dt:08/08/2017] , Billno-KNG07212072017-001",1,160037,83000,7800,69237
4, , ,"[TRVch# 1501 Dt:08/08/2017] , Billno-KNG07212072017-002",1,140876,0,6656,134220
5, , ,"[TRVch# 3233 Dt:31/08/2017] , Billno-KNG072122017100010",1,609,0,0,609
6, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,4,384872,170000,20141,194731
7, , ,"[TRVch# 1502 Dt:08/08/2017] , Billno-KNG07212072017-003",1,80140,30000,7330,42810
8, , ,"[TRVch# 1503 Dt:08/08/2017] , Billno-KNG07212072017-004",1,245052,140000,8935,96117
9, , ,"[TRVch# 1504 Dt:08/08/2017] , Billno-KNG07212072017-005",1,58912,0,3876,55036
