,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,3,158778,26000,1981,130797
1,KLU00-252-GHS MALANA,Total, ,3,158778,26000,1981,130797
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,1,32861,0,0,32861
3, , ,"[TRVch# 81 Dt:03/04/2017] , Billno-KLU00252032017-001",1,32861,0,0,32861
4, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,2,125917,26000,1981,97936
5, , ,"[TRVch# 82 Dt:03/04/2017] , Billno-KLU00252032017-002",1,72019,26000,30,45989
6, , ,"[TRVch# 83 Dt:03/04/2017] , Billno-KLU00252032017-003",1,53898,0,1951,51947
0,Grand Total, , ,3,163445,30000,6507,126938
1,KLU00-252-GHS MALANA,Total, ,3,163445,30000,6507,126938
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,1,34561,0,0,34561
3, , ,"[TRVch# 211 Dt:01/05/2017] , Billno-KLU00252042017-001",1,34561,0,0,34561
4, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,2,128884,30000,6507,92377
5, , ,"[TRVch# 212 Dt:01/05/2017] , Billno-KLU00252042017-002",1,72930,30000,4530,38400
6, , ,"[TRVch# 213 Dt:01/05/2017] , Billno-KLU00252042017-003",1,55954,0,1977,53977
0,Grand Total, , ,9,290093,30000,6512,253581
1,KLU00-252-GHS MALANA,Total, ,9,290093,30000,6512,253581
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,1,100000,0,0,100000
3, , ,"[TRVch# 178 Dt:21/06/2017] , Billno-KLU002522017100006",1,100000,0,0,100000
4, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,31634,0,5,31629
5, , ,"[TRVch# 204 Dt:01/06/2017] , Billno-KLU00252052017-005",1,17851,0,0,17851
6, , ,"[TRVch# 838 Dt:17/06/2017] , Billno-KLU002522017100001",1,13783,0,5,13778
7, ,08-2202-01-101-03-S00N-V-N-03-TRAVEL EXPENSES,Total,1,3459,0,0,3459
8, , ,"[TRVch# 837 Dt:17/06/2017] , Billno-KLU002522017100002",1,3459,0,0,3459
9, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,2,128884,30000,6507,92377
10, , ,"[TRVch# 205 Dt:01/06/2017] , Billno-KLU00252052017-006",1,72930,30000,4530,38400
11, , ,"[TRVch# 206 Dt:01/06/2017] , Billno-KLU00252052017-007",1,55954,0,1977,53977
12, ,08-2202-02-109-01-S00N-V-N-03-TRAVEL EXPENSES,Total,1,8556,0,0,8556
13, , ,"[TRVch# 1029 Dt:27/06/2017] , Billno-KLU002522017100007",1,8556,0,0,8556
14, ,08-2202-02-109-01-S00N-V-N-05-OFFICE EXPENSES,Total,1,850,0,0,850
15, , ,"[TRVch# 836 Dt:17/06/2017] , Billno-KLU002522017100005",1,850,0,0,850
16, ,32-2202-01-789-11-S00N-V-P-01-SALARIES,Total,1,16710,0,0,16710
17, , ,"[TRVch# 207 Dt:01/06/2017] , Billno-KLU00252052017-008",1,16710,0,0,16710
0,Grand Total, , ,8,208918,30000,6590,172328
1,KLU00-252-GHS MALANA,Total, ,8,208918,30000,6590,172328
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,3,47543,0,14,47529
3, , ,"[TRVch# 218 Dt:01/07/2017] , Billno-KLU00252062017-001",1,31093,0,9,31084
4, , ,"[TRVch# 219 Dt:01/07/2017] , Billno-KLU00252062017-002",1,15260,0,5,15255
5, , ,"[TRVch# 808 Dt:19/07/2017] , Billno-KLU002522017100009",1,1190,0,0,1190
