DDODesc,MAJOR,RECEIPTHEAD,BOOKDATE,Tenderer,Challan,NETRECEIPT
Grand Total, , , , ,14,61971
SOL03-021-HORT DEVELOPMENT OFFICER,Total, , , ,14,61971
 ,0401-CROP HUSBANDRY,Total, , ,14,61971
 , ,0401-00-119-02-RECEIPTS FROM BOTANICAL GARDENS,Total, ,3,32796
 , , ,31/08/2017,Total,1,17000
 , , , ,"[J0401000003] HIMGRN:B17H110479, HORTICULTURE DEVELOPMENT OFFICER RECEIPTS FROM BOTANICAL GARDENS -",1,17000
 , , ,31/08/2018,Total,2,15796
 , , , ,"[J0401000015] HIMGRN:B18H134786, HORTICULTURE DEVELOPMENT OFFICER RECEIPTS FROM BOTANICAL GARDENS -",1,796
 , , , ,"[J0401000016] HIMGRN:B18H139901, HDO KANDAGHAT RECEIPTS FROM BOTANICAL GARDENS -Auction proceeds of Kadhar Ghasni",1,15000
 , ,0401-00-119-06-RECEIPT FROM HANDLING CHARGES PESTICIDES/IMPLEMENTS,Total, ,10,26075
 , , ,31/05/2017,Total,1,1331
 , , , ,"[G0401000001] HIMGRN:B17E111987, HORTICULTURE DEVELOPMENT OFFICER RECEIPT FROM HANDLING CHARGES PESTICIDES/IMPLEMENTS -",1,1331
 , , ,30/06/2017,Total,1,1174
 , , , ,"[H0401000002] HIMGRN:B17F139971, HORTICULTURE DEVELOPMENT OFFICER RECEIPT FROM HANDLING CHARGES PESTICIDES/IMPLEMENTS -",1,1174
 , , ,31/08/2017,Total,3,1480
 , , , ,"[J0401000004] HIMGRN:B17H113190, HORTICULTURE DEVELOPMENT OFFICER RECEIPT FROM HANDLING CHARGES PESTICIDES/IMPLEMENTS -",1,390
 , , , ,"[J0401000006] HIMGRN:B17H132246, HORTICULTURE DEVELOPMENT OFFICER RECEIPT FROM HANDLING CHARGES PESTICIDES/IMPLEMENTS -",1,330
 , , , ,"[J0401000007] HIMGRN:B17H137365, HORTICULTURE DEVELOPMENT OFFICER RECEIPT FROM HANDLING CHARGES PESTICIDES/IMPLEMENTS -",1,760
 , , ,29/09/2017,Total,1,1776
 , , , ,"[K0401000006] HIMGRN:B17I127944, HORTICULTURE DEVELOPMENT OFFICER RECEIPT FROM HANDLING CHARGES PESTICIDES/IMPLEMENTS -",1,1776
 , , ,27/04/2018,Total,1,17000
 , , , ,"[F0401000002] HIMGRN:B18D167362, HORTICULTURE DEVELOPMENT OFFICER RECEIPT FROM HANDLING CHARGES PESTICIDES/IMPLEMENTS -",1,17000
 , , ,21/05/2018,Total,1,2272
 , , , ,"[G0401000003] HIMGRN:B18E126912, HORTICULTURE DEVELOPMENT OFFICER RECEIPT FROM HANDLING CHARGES PESTICIDES/IMPLEMENTS -",1,2272
 , , ,20/06/2018,Total,1,740
 , , , ,"[H0401000004] HIMGRN:B18F111529, HORTICULTURE DEVELOPMENT OFFICER RECEIPT FROM HANDLING CHARGES PESTICIDES/IMPLEMENTS -",1,740
 , , ,31/07/2018,Total,1,302
 , , , ,"[I0401000004] HIMGRN:B18G144954, HORTICULTURE DEVELOPMENT OFFICER RECEIPT FROM HANDLING CHARGES PESTICIDES/IMPLEMENTS -",1,302
 , ,0401-00-800-05-MISCELLANEOUS RECEIPTS,Total, ,1,3100
 , , ,29/09/2017,Total,1,3100
 , , , ,"[K0401000005] HIMGRN:B17I111443, HORTICULTURE DEVELOPMENT OFFICER MISCELLANEOUS RECEIPTS -",1,3100
