,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,5,277443,67000,5214,205229
1,MDI01-234-PRINCIPAL GSSS BARTO,Total, ,5,277443,67000,5214,205229
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,121144,20000,3436,97708
3, , ,"[TRVch# 1830 Dt:07/04/2017] , Billno-MDI01234032017-001",1,103776,20000,3436,80340
4, , ,"[TRVch# 1831 Dt:07/04/2017] , Billno-MDI01234032017-002",1,17368,0,0,17368
5, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,156299,47000,1778,107521
6, , ,"[TRVch# 1832 Dt:07/04/2017] , Billno-MDI01234032017-003",1,75892,35000,60,40832
7, , ,"[TRVch# 1833 Dt:07/04/2017] , Billno-MDI01234032017-004",1,64707,12000,1718,50989
8, , ,"[TRVch# 1834 Dt:07/04/2017] , Billno-MDI01234032017-005",1,15700,0,0,15700
0,Grand Total, , ,7,312052,89508,15310,207234
1,MDI01-234-PRINCIPAL GSSS BARTO,Total, ,7,312052,89508,15310,207234
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,123958,25000,6480,92478
3, , ,"[TRVch# 616 Dt:08/05/2017] , Billno-MDI01234042017-001",1,105690,25000,6480,74210
4, , ,"[TRVch# 617 Dt:08/05/2017] , Billno-MDI01234042017-002",1,18268,0,0,18268
5, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,5,188094,64508,8830,114756
6, , ,"[TRVch# 2926 Dt:22/05/2017] , Billno-MDI012342017100001",1,8508,8508,0,0
7, , ,"[TRVch# 2927 Dt:22/05/2017] , Billno-MDI012342017100002",1,3805,0,15,3790
8, , ,"[TRVch# 618 Dt:08/05/2017] , Billno-MDI01234042017-003",1,76856,40000,7060,29796
9, , ,"[TRVch# 619 Dt:08/05/2017] , Billno-MDI01234042017-004",1,67115,16000,1740,49375
10, , ,"[TRVch# 620 Dt:08/05/2017] , Billno-MDI01234042017-005",1,31810,0,15,31795
0,Grand Total, , ,9,314633,89891,15898,208844
1,MDI01-234-PRINCIPAL GSSS BARTO,Total, ,9,314633,89891,15898,208844
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,5,136863,33891,6885,96087
3, , ,"[TRVch# 3569 Dt:30/06/2017] , Billno-MDI012342017100012",1,4014,0,405,3609
4, , ,"[TRVch# 3570 Dt:30/06/2017] , Billno-MDI012342017100010",1,2936,2936,0,0
5, , ,"[TRVch# 3571 Dt:30/06/2017] , Billno-MDI012342017100011",1,5955,5955,0,0
6, , ,"[TRVch# 621 Dt:07/06/2017] , Billno-MDI01234052017-001",1,105690,25000,6480,74210
7, , ,"[TRVch# 622 Dt:07/06/2017] , Billno-MDI01234052017-002",1,18268,0,0,18268
8, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,4,177770,56000,9013,112757
9, , ,"[TRVch# 3572 Dt:30/06/2017] , Billno-MDI012342017100009",1,1989,0,198,1791
10, , ,"[TRVch# 623 Dt:07/06/2017] , Billno-MDI01234052017-003",1,76856,40000,7060,29796
11, , ,"[TRVch# 624 Dt:07/06/2017] , Billno-MDI01234052017-004",1,67115,16000,1740,49375
12, , ,"[TRVch# 625 Dt:07/06/2017] , Billno-MDI01234052017-005",1,31810,0,15,31795
0,Grand Total, , ,4,331690,81000,15459,235231
1,MDI01-234-PRINCIPAL GSSS BARTO,Total, ,4,331690,81000,15459,235231
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,170999,41000,6644,123355
3, , ,"[TRVch# 610 Dt:10/07/2017] , Billno-MDI01234062017-001",1,87377,0,3584,83793
4, , ,"[TRVch# 611 Dt:10/07/2017] , Billno-MDI01234062017-002",1,83622,41000,3060,39562
5, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,2,160691,40000,8815,111876
6, , ,"[TRVch# 612 Dt:10/07/2017] , Billno-MDI01234062017-003",1,76856,40000,7060,29796
7, , ,"[TRVch# 613 Dt:10/07/2017] , Billno-MDI01234062017-004",1,83835,0,1755,82080
0,Grand Total, , ,4,335520,81000,17260,237260
1,MDI01-234-PRINCIPAL GSSS BARTO,Total, ,4,335520,81000,17260,237260
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,174289,41000,6966,126323
3, , ,"[TRVch# 576 Dt:09/08/2017] , Billno-MDI01234072017-001",1,90667,0,3906,86761
4, , ,"[TRVch# 577 Dt:09/08/2017] , Billno-MDI01234072017-002",1,83622,41000,3060,39562
5, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,2,161231,40000,10294,110937
6, , ,"[TRVch# 578 Dt:09/08/2017] , Billno-MDI01234072017-003",1,76856,40000,7060,29796
7, , ,"[TRVch# 579 Dt:09/08/2017] , Billno-MDI01234072017-004",1,84375,0,3234,81141
0,Grand Total, , ,4,403962,96000,20320,287642
1,MDI01-234-PRINCIPAL GSSS BARTO,Total, ,4,403962,96000,20320,287642
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,177057,41000,6966,129091
3, , ,"[TRVch# 616 Dt:08/09/2017] , Billno-MDI01234082017-001",1,91992,0,3906,88086
4, , ,"[TRVch# 617 Dt:08/09/2017] , Billno-MDI01234082017-002",1,85065,41000,3060,41005
5, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,2,226905,55000,13354,158551
6, , ,"[TRVch# 618 Dt:08/09/2017] , Billno-MDI01234082017-003",1,77552,35000,6060,36492
7, , ,"[TRVch# 619 Dt:08/09/2017] , Billno-MDI01234082017-004",1,149353,20000,7294,122059
0,Grand Total, , ,10,720052,221427,25994,472631
1,MDI01-234-PRINCIPAL GSSS BARTO,Total, ,10,720052,221427,25994,472631
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,4,197386,52115,7528,137743
3, , ,"[TRVch# 4491 Dt:31/10/2017] , Billno-MDI012342017100017",1,6594,0,495,6099
4, , ,"[TRVch# 4492 Dt:31/10/2017] , Billno-MDI012342017100018",1,11115,11115,0,0
5, , ,"[TRVch# 570 Dt:09/10/2017] , Billno-MDI01234092017-001",1,93217,0,3973,89244
6, , ,"[TRVch# 571 Dt:09/10/2017] , Billno-MDI01234092017-002",1,86460,41000,3060,42400
7, ,08-2202-01-800-05-S00N-V-P-41-GIA GENERAL (Salary),Total,2,113031,0,0,113031
8, , ,"[TRVch# 4488 Dt:31/10/2017] , Billno-MDI012342017100022",1,10960,0,0,10960
9, , ,"[TRVch# 4490 Dt:31/10/2017] , Billno-MDI012342017100021",1,102071,0,0,102071
10, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,4,409635,169312,18466,221857
11, , ,"[TRVch# 4489 Dt:31/10/2017] , Billno-MDI012342017100020",1,29389,24080,367,4942
12, , ,"[TRVch# 4493 Dt:31/10/2017] , Billno-MDI012342017100019",1,10232,10232,0,0
13, , ,"[TRVch# 572 Dt:09/10/2017] , Billno-MDI01234092017-003",1,78711,50000,6060,22651
