,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,5,859871,139000,48461,672410
1,KNG04-213-GSSS KUKHER,Total, ,5,859871,139000,48461,672410
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,407317,32000,33938,341379
3, , ,"[TRVch# 896 Dt:10/04/2017] , Billno-KNG04213032017-001",1,151866,32000,2172,117694
4, , ,"[TRVch# 897 Dt:10/04/2017] , Billno-KNG04213032017-002",1,255451,0,31766,223685
5, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,452554,107000,14523,331031
6, , ,"[TRVch# 898 Dt:10/04/2017] , Billno-KNG04213032017-003",1,75382,30000,60,45322
7, , ,"[TRVch# 899 Dt:10/04/2017] , Billno-KNG04213032017-004",1,187055,77000,150,109905
8, , ,"[TRVch# 900 Dt:10/04/2017] , Billno-KNG04213032017-005",1,190117,0,14313,175804
0,Grand Total, , ,10,923348,134578,59521,729249
1,KNG04-213-GSSS KUKHER,Total, ,10,923348,134578,59521,729249
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,4,451872,0,31001,420871
3, , ,"[TRVch# 1268 Dt:09/05/2017] , Billno-KNG04213042017-001",1,154460,0,6172,148288
4, , ,"[TRVch# 1269 Dt:09/05/2017] , Billno-KNG04213042017-002",1,260989,0,22680,238309
5, , ,"[TRVch# 4471 Dt:31/05/2017] , Billno-KNG042132017100003",1,14992,0,0,14992
6, , ,"[TRVch# 4497 Dt:31/05/2017] , Billno-KNG042132017100004",1,21431,0,2149,19282
7, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,6,471476,134578,28520,308378
8, , ,"[TRVch# 1270 Dt:09/05/2017] , Billno-KNG04213042017-003",1,76339,30000,5060,41279
9, , ,"[TRVch# 1271 Dt:09/05/2017] , Billno-KNG04213042017-004",1,190012,77000,6150,106862
10, , ,"[TRVch# 1272 Dt:09/05/2017] , Billno-KNG04213042017-005",1,160768,0,15626,145142
11, , ,"[TRVch# 4469 Dt:31/05/2017] , Billno-KNG042132017100005",1,8389,8389,0,0
12, , ,"[TRVch# 4470 Dt:31/05/2017] , Billno-KNG042132017100006",1,19189,19189,0,0
13, , ,"[TRVch# 4496 Dt:31/05/2017] , Billno-KNG042132017100007",1,16779,0,1684,15095
0,Grand Total, , ,11,1441908,107000,55840,1279068
1,KNG04-213-GSSS KUKHER,Total, ,11,1441908,107000,55840,1279068
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,416954,0,28999,387955
3, , ,"[TRVch# 695 Dt:08/06/2017] , Billno-KNG04213052017-001",1,154460,0,6172,148288
4, , ,"[TRVch# 696 Dt:08/06/2017] , Billno-KNG04213052017-002",1,262494,0,22827,239667
5, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,445357,107000,26841,311516
6, , ,"[TRVch# 697 Dt:08/06/2017] , Billno-KNG04213052017-003",1,76339,30000,5060,41279
