,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,2,44645,0,0,44645
1,SOL02-614-E.E. PWD  DIV KASAULI,Total, ,2,44645,0,0,44645
2, ,00-8782-00-102-00-S00N-V-N-00- ,Total,2,44645,0,0,44645
3, , ,"[TRVch# 38 Dt:29/04/2017] , Billno-SOL026140200209031",1,38069,0,0,38069
4, , ,"[TRVch# 39 Dt:29/04/2017] , Billno-SOL026140000338176",1,6576,0,0,6576
0,Grand Total, , ,22,32676365,0,1731480,30944885
1,SOL02-614-E.E. PWD  DIV KASAULI,Total, ,22,32676365,0,1731480,30944885
2, ,00-8782-00-102-00-S00N-V-N-00- ,Total,22,32676365,0,1731480,30944885
3, , ,"[TRVch# 103 Dt:31/05/2017] , Billno-SOL026140200209037",1,9900,0,0,9900
4, , ,"[TRVch# 104 Dt:31/05/2017] , Billno-SOL026140100207172",1,8760,0,0,8760
5, , ,"[TRVch# 105 Dt:31/05/2017] , Billno-SOL026140100207173",1,26438,0,0,26438
6, , ,"[TRVch# 106 Dt:31/05/2017] , Billno-SOL026140200209038",1,81624,0,0,81624
7, , ,"[TRVch# 107 Dt:31/05/2017] , Billno-SOL026140017108604",1,902196,0,0,902196
8, , ,"[TRVch# 108 Dt:31/05/2017] , Billno-SOL026140000338179",1,3311,0,0,3311
9, , ,"[TRVch# 109 Dt:31/05/2017] , Billno-SOL026140000338180",1,8210,0,0,8210
10, , ,"[TRVch# 17 Dt:09/05/2017] , Billno-SOL026140200209032",1,9900,0,0,9900
11, , ,"[TRVch# 18 Dt:09/05/2017] , Billno-SOL026141758782002",1,1731480,0,1731480,0
12, , ,"[TRVch# 19 Dt:09/05/2017] , Billno-SOL026140017108601",1,9622074,0,0,9622074
13, , ,"[TRVch# 20 Dt:09/05/2017] , Billno-SOL026140200209033",1,9900,0,0,9900
14, , ,"[TRVch# 21 Dt:09/05/2017] , Billno-SOL026140200209034",1,9900,0,0,9900
15, , ,"[TRVch# 22 Dt:09/05/2017] , Billno-SOL026140200209035",1,9900,0,0,9900
16, , ,"[TRVch# 23 Dt:09/05/2017] , Billno-SOL026140000338177",1,37955,0,0,37955
17, , ,"[TRVch# 24 Dt:09/05/2017] , Billno-SOL026140000338178",1,15491,0,0,15491
18, , ,"[TRVch# 25 Dt:09/05/2017] , Billno-SOL026140017108602",1,2772390,0,0,2772390
19, , ,"[TRVch# 55 Dt:22/05/2017] , Billno-SOL026140100207169",1,3862,0,0,3862
20, , ,"[TRVch# 56 Dt:22/05/2017] , Billno-SOL026140100207168",1,41274,0,0,41274
21, , ,"[TRVch# 57 Dt:22/05/2017] , Billno-SOL026140100207170",1,9500,0,0,9500
22, , ,"[TRVch# 58 Dt:22/05/2017] , Billno-SOL026140200209036",1,21524,0,0,21524
23, , ,"[TRVch# 59 Dt:22/05/2017] , Billno-SOL026140017108603",1,17331276,0,0,17331276
24, , ,"[TRVch# 60 Dt:22/05/2017] , Billno-SOL026140100207171",1,9500,0,0,9500
0,Grand Total, , ,19,31635293,0,0,31635293
