,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,5,1006263,271000,33569,701694
1,KLU04-203-GSSS PANGRAN,Total, ,5,1006263,271000,33569,701694
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,205411,30000,8473,166938
3, , ,"[TRVch# 551 Dt:06/04/2017] , Billno-KLU04203032017-001",1,147850,30000,1444,116406
4, , ,"[TRVch# 552 Dt:06/04/2017] , Billno-KLU04203032017-002",1,57561,0,7029,50532
5, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,800852,241000,25096,534756
6, , ,"[TRVch# 553 Dt:06/04/2017] , Billno-KLU04203032017-003",1,77735,35000,120,42615
7, , ,"[TRVch# 554 Dt:06/04/2017] , Billno-KLU04203032017-004",1,543760,206000,2237,335523
8, , ,"[TRVch# 555 Dt:06/04/2017] , Billno-KLU04203032017-005",1,179357,0,22739,156618
0,Grand Total, , ,6,1139658,277000,76068,786590
1,KLU04-203-GSSS PANGRAN,Total, ,6,1139658,277000,76068,786590
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,1,115000,0,0,115000
3, , ,"[TRVch# 234 Dt:25/05/2017] , Billno-KLU042032017100002",1,115000,0,0,115000
4, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,210582,33000,11245,166337
5, , ,"[TRVch# 697 Dt:08/05/2017] , Billno-KLU04203042017-001",1,152303,33000,3444,115859
6, , ,"[TRVch# 698 Dt:08/05/2017] , Billno-KLU04203042017-002",1,58279,0,7801,50478
7, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,814076,244000,64823,505253
8, , ,"[TRVch# 699 Dt:08/05/2017] , Billno-KLU04203042017-003",1,78721,20000,7120,51601
9, , ,"[TRVch# 700 Dt:08/05/2017] , Billno-KLU04203042017-004",1,553734,224000,30237,299497
10, , ,"[TRVch# 701 Dt:08/05/2017] , Billno-KLU04203042017-005",1,181621,0,27466,154155
0,Grand Total, , ,15,1710788,327381,87883,1295524
1,KLU04-203-GSSS PANGRAN,Total, ,15,1710788,327381,87883,1295524
2, ,00-8009-01-101-01-S00N-V-N-47-ADVANCES,Total,1,50000,0,0,50000
3, , ,"[TRVch# 320 Dt:30/06/2017] , Billno-KLU042032017100011",1,50000,0,0,50000
4, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,1,500000,0,0,500000
5, , ,"[TRVch# 219 Dt:22/06/2017] , Billno-KLU042032017100004",1,500000,0,0,500000
6, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,4,226361,42317,11893,172151
7, , ,"[TRVch# 703 Dt:07/06/2017] , Billno-KLU04203052017-001",1,152303,33000,3444,115859
8, , ,"[TRVch# 704 Dt:07/06/2017] , Billno-KLU04203052017-002",1,58279,0,7801,50478
9, , ,"[TRVch# 961 Dt:22/06/2017] , Billno-KLU042032017100006",1,9317,9317,0,0
10, , ,"[TRVch# 962 Dt:22/06/2017] , Billno-KLU042032017100007",1,6462,0,648,5814
