,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,3,249596,45000,72414,132182
1,KLU00-255-PRINCIPAL INDUSTRIAL TRAINING INSTITUTE KULLU,Total, ,3,249596,45000,72414,132182
2, ,27-2230-03-003-05-S00N-V-N-01-SALARIES,Total,3,249596,45000,72414,132182
3, , ,"[TRVch# 4 Dt:03/04/2017] , Billno-KLU00255032017-001",1,36246,0,28268,7978
4, , ,"[TRVch# 5 Dt:03/04/2017] , Billno-KLU00255032017-002",1,134967,45000,28215,61752
5, , ,"[TRVch# 6 Dt:03/04/2017] , Billno-KLU00255032017-003",1,78383,0,15931,62452
0,Grand Total, , ,6,280729,60243,19334,201152
1,KLU00-255-PRINCIPAL INDUSTRIAL TRAINING INSTITUTE KULLU,Total, ,6,280729,60243,19334,201152
2, ,27-2230-03-003-05-S00N-V-N-01-SALARIES,Total,6,280729,60243,19334,201152
3, , ,"[TRVch# 10 Dt:01/05/2017] , Billno-KLU00255042017-002",1,136706,45000,6016,85690
4, , ,"[TRVch# 11 Dt:01/05/2017] , Billno-KLU00255042017-003",1,79390,0,8409,70981
5, , ,"[TRVch# 25 Dt:05/05/2017] , Billno-KLU002552017100001",1,3731,0,374,3357
6, , ,"[TRVch# 30 Dt:05/05/2017] , Billno-KLU002552017100002",1,15243,15243,0,0
7, , ,"[TRVch# 31 Dt:05/05/2017] , Billno-KLU002552017100003",1,8954,0,896,8058
8, , ,"[TRVch# 9 Dt:01/05/2017] , Billno-KLU00255042017-001",1,36705,0,3639,33066
0,Grand Total, , ,3,252801,45000,18064,189737
1,KLU00-255-PRINCIPAL INDUSTRIAL TRAINING INSTITUTE KULLU,Total, ,3,252801,45000,18064,189737
2, ,27-2230-03-003-05-S00N-V-N-01-SALARIES,Total,3,252801,45000,18064,189737
3, , ,"[TRVch# 10 Dt:01/06/2017] , Billno-KLU00255052017-005",1,136706,45000,6016,85690
