DDODesc,MAJOR,RECEIPTHEAD,BOOKDATE,Tenderer,Challan,NETRECEIPT
Grand Total, , , , ,36,53800
SML06-510-SUPERINTENDENT OF POLICE,Total, , , ,36,53800
 ,0041-TAXES ON VEHICLES,Total, , ,36,53800
 , ,0041-00-101-04-PENALTY,Total, ,36,53800
 , , ,29/04/2017,Total,3,2500
 , , , ,[F0041000001] PP TIKKAR PS ROHRU mv act,1,1000
 , , , ,[F0041000002] PPTIKKAR PS ROHRU MV ACT,1,1100
 , , , ,[F0041000003] PP TIKKAR PS ROHRU MV ACT,1,400
 , , ,31/05/2017,Total,4,3600
 , , , ,[G0041000001] PP TIKKAR MV ACT CHALLAN,1,600
 , , , ,[G0041000002] PP TIKKAR MV ACT CHALLAN,1,1000
 , , , ,[G0041000003] I/C PP CENTER TIKKAR MV ACT CHALLAN,1,1000
 , , , ,[G0041000004] IN PP TIKKAR MV ACT CHALLAN,1,1000
 , , ,30/06/2017,Total,4,5000
 , , , ,[H0041000001] I/C PP TIKKAR MV ACT CHALLAN,1,900
 , , , ,[H0041000002] I/C PP TIKKAR MV ACT CHALLAN,1,1700
 , , , ,[H0041000003] PP CENTER TIKKAR MV ACT,1,1400
 , , , ,[H0041000004] PP TIKKAR MV ACT CHALLAN,1,1000
 , , ,31/07/2017,Total,1,1000
 , , , ,[I0041000001] PP CENTER TIKKAR MV ACT CHALLAN,1,1000
 , , ,31/08/2017,Total,2,900
 , , , ,[J0041000001] PP TIKKAR MV ACT CHALLAN,1,400
 , , , ,[J0041000002] I/C POLICE POST TIKKAR MV ACT,1,500
 , , ,29/09/2017,Total,2,500
 , , , ,[K0041000001] PP TIKKAR MV ACT,1,200
 , , , ,[K0041000002] PP TIKKAR MV ACT,1,300
 , , ,31/10/2017,Total,1,1800
 , , , ,[L0041000001] PP TIKKAR MV ACT,1,1800
 , , ,30/11/2017,Total,1,400
 , , , ,[M0041000001] IC PP TIKIKAR MV ACT CHALLAN,1,400
 , , ,30/12/2017,Total,1,1400
 , , , ,[N0041000001] IC PP TIKKAR NV AVT CHALLAN,1,1400
 , , ,30/01/2018,Total,1,500
 , , , ,[C0041000001] PP TIKKAR MV CHALLAN,1,500
 , , ,28/02/2018,Total,7,15800
 , , , ,[D0041000001] IC PP CENTER TIKKAR MV ACT CHALLAN,1,4800
 , , , ,[D0041000002] PP TIKKAR MV ACT,1,4700
 , , , ,[D0041000003] PP TIKKAR MV act challan,1,500
 , , , ,[D0041000004] PP TIKKAR MV act,1,200
 , , , ,[D0041000005] PP TIKKAR MV ACT CHALLAN,1,3300
 , , , ,[D0041000006] PP TIKKAR MV AVT,1,1100
 , , , ,[D0041000007] IC PP TIKKAR MV ACT CHALLAN,1,1200
 , , ,31/03/2018,Total,6,9800
 , , , ,[E0041000001] IC PP TIKKAR MV ACT CHALLAN,1,800
 , , , ,[E0041000002] IC PP TIKKAR MV act challan,1,1100
 , , , ,[E0041000003] IC PP TIKKAR MV act challan,1,1700
 , , , ,[E0041000004] PP TIKKAR MV ACT CHALLAN,1,1200
 , , , ,[E0041000005] PP TIKKAR MV ACT,1,400
 , , , ,[E0041000006] I/C PP TIKKAR MV ACT,1,4600
 , , ,27/04/2018,Total,3,3100
 , , , ,[F0041000001] IC PP TIKKAR MV ACT CHALLAN,1,2300
 , , , ,[F0041000002] I/C PP TIKKAR MV ACT,1,500
 , , , ,[F0041000003] I/C PP TIKKAR MV ACT,1,300
 , , ,29/05/2018,Total,6,2600
 , , , ,[G0041000001] IC PP TIKKAR MV ACT CHALLAN,1,600
 , , , ,[G0041000002] IC PP TIKKAR MV ACT CHALLAN,1,200
 , , , ,[G0041000003] IC/PP TIKKAR MV ACT,1,400
 , , , ,[G0041000004] IC/PP TIKKAR MV ACT,1,400
 , , , ,[G0041000005] PP TIKKAR MV act challan,1,800
 , , , ,[G0041000006] IC PP TIKKAR MV ACT CHALLAN,1,200
 , , ,30/06/2018,Total,2,2200
 , , , ,[H0041000001] PP TIKKAR MV ACT CHALLAN,1,1900
 , , , ,[H0041000002] PP TIKKAR MV ACT CHALLAN,1,300
 , , ,31/07/2018,Total,2,1300
 , , , ,[I0041000001] PP TIKKAR MV ACT CHALLAN,1,1000
 , , , ,[I0041000002] P P TIKKAR MV ACT,1,300
 , , ,31/08/2018,Total,2,1400
 , , , ,[J0041000001] PP TIKKAR MV act challan,1,1000
 , , , ,[J0041000002] PP TIKKAR MV act challan,1,400
