,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,3,197083,22000,9092,165991
1,KLU00-247-GHS CHESHTA,Total, ,3,197083,22000,9092,165991
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,1,88477,0,6967,81510
3, , ,"[TRVch# 63 Dt:03/04/2017] , Billno-KLU00247032017-001",1,88477,0,6967,81510
4, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,2,108606,22000,2125,84481
5, , ,"[TRVch# 64 Dt:03/04/2017] , Billno-KLU00247032017-002",1,69965,22000,60,47905
6, , ,"[TRVch# 65 Dt:03/04/2017] , Billno-KLU00247032017-003",1,38641,0,2065,36576
0,Grand Total, , ,6,219533,30949,17271,171313
1,KLU00-247-GHS CHESHTA,Total, ,6,219533,30949,17271,171313
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,98487,0,8877,89610
3, , ,"[TRVch# 185 Dt:01/05/2017] , Billno-KLU00247042017-001",1,90292,0,8058,82234
4, , ,"[TRVch# 914 Dt:12/05/2017] , Billno-KLU002472017100001",1,8195,0,819,7376
5, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,4,121046,30949,8394,81703
6, , ,"[TRVch# 186 Dt:01/05/2017] , Billno-KLU00247042017-002",1,70854,23000,6060,41794
7, , ,"[TRVch# 187 Dt:01/05/2017] , Billno-KLU00247042017-003",1,39812,0,2092,37720
8, , ,"[TRVch# 915 Dt:12/05/2017] , Billno-KLU002472017100002",1,7949,7949,0,0
9, , ,"[TRVch# 916 Dt:12/05/2017] , Billno-KLU002472017100003",1,2431,0,242,2189
0,Grand Total, , ,3,200958,23000,16210,161748
1,KLU00-247-GHS CHESHTA,Total, ,3,200958,23000,16210,161748
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,1,90292,0,8058,82234
3, , ,"[TRVch# 186 Dt:01/06/2017] , Billno-KLU00247052017-004",1,90292,0,8058,82234
4, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,2,110666,23000,8152,79514
5, , ,"[TRVch# 187 Dt:01/06/2017] , Billno-KLU00247052017-005",1,70854,23000,6060,41794
6, , ,"[TRVch# 188 Dt:01/06/2017] , Billno-KLU00247052017-006",1,39812,0,2092,37720
0,Grand Total, , ,5,218007,23000,16364,178643
1,KLU00-247-GHS CHESHTA,Total, ,5,218007,23000,16364,178643
