,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,8,2748920,303000,43886,2402034
1,KNG02-224-GSSS  SAKRI,Total, ,8,2748920,303000,43886,2402034
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,3,1700000,0,0,1700000
3, , ,"[TRVch# 1101 Dt:29/04/2017] , Billno-KNG022242017100003",1,200000,0,0,200000
4, , ,"[TRVch# 1102 Dt:29/04/2017] , Billno-KNG022242017100002",1,800000,0,0,800000
5, , ,"[TRVch# 1103 Dt:29/04/2017] , Billno-KNG022242017100001",1,700000,0,0,700000
6, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,190448,35000,17264,138184
7, , ,"[TRVch# 613 Dt:10/04/2017] , Billno-KNG02224032017-001",1,87605,35000,622,51983
8, , ,"[TRVch# 614 Dt:10/04/2017] , Billno-KNG02224032017-002",1,102843,0,16642,86201
9, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,858472,268000,26622,563850
10, , ,"[TRVch# 615 Dt:10/04/2017] , Billno-KNG02224032017-003",1,81117,47000,120,33997
11, , ,"[TRVch# 616 Dt:10/04/2017] , Billno-KNG02224032017-004",1,532500,221000,480,311020
12, , ,"[TRVch# 617 Dt:10/04/2017] , Billno-KNG02224032017-005",1,244855,0,26022,218833
0,Grand Total, , ,11,1235980,413559,95068,727353
1,KNG02-224-GSSS  SAKRI,Total, ,11,1235980,413559,95068,727353
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,4,214148,51055,22753,140340
3, , ,"[TRVch# 2952 Dt:20/05/2017] , Billno-KNG022242017100006",1,11575,0,1682,9893
4, , ,"[TRVch# 2953 Dt:20/05/2017] , Billno-KNG022242017100004",1,9733,9055,678,0
5, , ,"[TRVch# 888 Dt:09/05/2017] , Billno-KNG02224042017-001",1,88706,42000,3122,43584
6, , ,"[TRVch# 889 Dt:09/05/2017] , Billno-KNG02224042017-002",1,104134,0,17271,86863
7, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,6,1019932,362504,72315,585113
8, , ,"[TRVch# 3058 Dt:20/05/2017] , Billno-KNG022242017100012",1,53181,48232,4949,0
9, , ,"[TRVch# 3059 Dt:20/05/2017] , Billno-KNG022242017100011",1,33213,0,4796,28417
10, , ,"[TRVch# 3060 Dt:20/05/2017] , Billno-KNG022242017100010",1,9191,8272,919,0
11, , ,"[TRVch# 890 Dt:09/05/2017] , Billno-KNG02224042017-003",1,82152,50000,7120,25032
12, , ,"[TRVch# 891 Dt:09/05/2017] , Billno-KNG02224042017-004",1,539278,256000,20980,262298
13, , ,"[TRVch# 892 Dt:09/05/2017] , Billno-KNG02224042017-005",1,302917,0,33551,269366
14, ,08-2202-02-109-01-S00N-V-N-02-WAGES,Total,1,1900,0,0,1900
15, , ,"[TRVch# 3003 Dt:20/05/2017] , Billno-KNG022242017100009",1,1900,0,0,1900
0,Grand Total, , ,8,1218398,324000,80701,813697
1,KNG02-224-GSSS  SAKRI,Total, ,8,1218398,324000,80701,813697
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,1,56000,0,0,56000
3, , ,"[TRVch# 760 Dt:23/06/2017] , Billno-KNG022242017100015",1,56000,0,0,56000
4, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,193827,42000,20490,131337
5, , ,"[TRVch# 293 Dt:08/06/2017] , Billno-KNG02224052017-001",1,88706,42000,3122,43584
6, , ,"[TRVch# 294 Dt:08/06/2017] , Billno-KNG02224052017-002",1,105121,0,17368,87753
7, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,4,966671,282000,60211,624460
8, , ,"[TRVch# 295 Dt:08/06/2017] , Billno-KNG02224052017-003",1,82152,50000,7120,25032
9, , ,"[TRVch# 296 Dt:08/06/2017] , Billno-KNG02224052017-004",1,534954,226000,19480,289474
10, , ,"[TRVch# 297 Dt:08/06/2017] , Billno-KNG02224052017-005",1,311734,0,33551,278183
11, , ,"[TRVch# 3682 Dt:23/06/2017] , Billno-KNG022242017100014",1,37831,6000,60,31771
12, ,08-2202-02-109-01-S00N-V-N-02-WAGES,Total,1,1900,0,0,1900
13, , ,"[TRVch# 465 Dt:08/06/2017] , Billno-KNG022242017100013",1,1900,0,0,1900
0,Grand Total, , ,9,2028209,324000,74653,1629556
1,KNG02-224-GSSS  SAKRI,Total, ,9,2028209,324000,74653,1629556
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,3,850000,0,0,850000
3, , ,"[TRVch# 1291 Dt:31/07/2017] , Billno-KNG022242017100019",1,500000,0,0,500000
4, , ,"[TRVch# 488 Dt:19/07/2017] , Billno-KNG022242017100016",1,250000,0,0,250000
5, , ,"[TRVch# 489 Dt:19/07/2017] , Billno-KNG022242017100017",1,100000,0,0,100000
6, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,193827,42000,13843,137984
7, , ,"[TRVch# 737 Dt:10/07/2017] , Billno-KNG02224062017-001",1,88706,42000,3122,43584
8, , ,"[TRVch# 738 Dt:10/07/2017] , Billno-KNG02224062017-002",1,105121,0,10721,94400
9, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,982862,282000,60810,640052
10, , ,"[TRVch# 739 Dt:10/07/2017] , Billno-KNG02224062017-003",1,82152,50000,7120,25032
11, , ,"[TRVch# 740 Dt:10/07/2017] , Billno-KNG02224062017-004",1,587965,232000,20040,335925
12, , ,"[TRVch# 741 Dt:10/07/2017] , Billno-KNG02224062017-005",1,312745,0,33650,279095
13, ,08-2202-02-109-01-S00N-V-N-02-WAGES,Total,1,1520,0,0,1520
14, , ,"[TRVch# 2810 Dt:19/07/2017] , Billno-KNG022242017100018",1,1520,0,0,1520
0,Grand Total, , ,9,1360155,329048,76012,955095
1,KNG02-224-GSSS  SAKRI,Total, ,9,1360155,329048,76012,955095
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,1,162000,0,0,162000
3, , ,"[TRVch# 705 Dt:21/08/2017] , Billno-KNG022242017100021",1,162000,0,0,162000
4, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,194602,42000,13693,138909
5, , ,"[TRVch# 795 Dt:08/08/2017] , Billno-KNG02224072017-001",1,89481,42000,3122,44359
6, , ,"[TRVch# 796 Dt:08/08/2017] , Billno-KNG02224072017-002",1,105121,0,10571,94550
7, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,5,1002453,287048,62319,653086
8, , ,"[TRVch# 2771 Dt:21/08/2017] , Billno-KNG022242017100022",1,5626,5048,578,0
9, , ,"[TRVch# 3143 Dt:31/08/2017] , Billno-KNG022242017100025",1,877,0,86,791
10, , ,"[TRVch# 797 Dt:08/08/2017] , Billno-KNG02224072017-003",1,82152,50000,7120,25032
11, , ,"[TRVch# 798 Dt:08/08/2017] , Billno-KNG02224072017-004",1,592430,232000,20040,340390
12, , ,"[TRVch# 799 Dt:08/08/2017] , Billno-KNG02224072017-005",1,321368,0,34495,286873
13, ,08-2202-02-109-01-S00N-V-N-03-TRAVEL EXPENSES,Total,1,1100,0,0,1100
14, , ,"[TRVch# 2770 Dt:21/08/2017] , Billno-KNG022242017100020",1,1100,0,0,1100
0,Grand Total, , ,10,1221786,324000,78595,819191
1,KNG02-224-GSSS  SAKRI,Total, ,10,1221786,324000,78595,819191
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,4,199122,42000,13746,143376
3, , ,"[TRVch# 3824 Dt:29/09/2017] , Billno-KNG022242017100028",1,300,0,0,300
4, , ,"[TRVch# 3825 Dt:29/09/2017] , Billno-KNG022242017100027",1,200,0,0,200
5, , ,"[TRVch# 730 Dt:08/09/2017] , Billno-KNG02224082017-001",1,91063,42000,3122,45941
6, , ,"[TRVch# 731 Dt:08/09/2017] , Billno-KNG02224082017-002",1,107559,0,10624,96935
7, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,5,1020764,282000,64849,673915
8, , ,"[TRVch# 3826 Dt:29/09/2017] , Billno-KNG022242017100030",1,500,0,0,500
9, , ,"[TRVch# 3827 Dt:29/09/2017] , Billno-KNG022242017100029",1,600,0,0,600
10, , ,"[TRVch# 732 Dt:08/09/2017] , Billno-KNG02224082017-003",1,83531,50000,7120,26411
