,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,3,1200000,0,0,1200000
1,MDI13-002-SUB POST MASTER BALDWARA,Total, ,3,1200000,0,0,1200000
2, ,00-8658-00-102-19-S00N-V-N-00- ,Total,3,1200000,0,0,1200000
3, , ,"[TRVch# 2 Dt:07/04/2017] , Billno-MDI130021748658001",1,100000,0,0,100000
4, , ,"[TRVch# 40 Dt:29/04/2017] , Billno-MDI130021748658002",1,1000000,0,0,1000000
5, , ,"[TRVch# 41 Dt:29/04/2017] , Billno-MDI130021748658003",1,100000,0,0,100000
0,Grand Total, , ,9,2500000,0,0,2500000
1,MDI13-002-SUB POST MASTER BALDWARA,Total, ,9,2500000,0,0,2500000
2, ,00-8658-00-102-19-S00N-V-N-00- ,Total,9,2500000,0,0,2500000
3, , ,"[TRVch# 44 Dt:31/05/2017] , Billno-MDI130021758658004",1,150000,0,0,150000
4, , ,"[TRVch# 45 Dt:31/05/2017] , Billno-MDI130021758658005",1,150000,0,0,150000
5, , ,"[TRVch# 46 Dt:31/05/2017] , Billno-MDI130021758658006",1,800000,0,0,800000
6, , ,"[TRVch# 47 Dt:31/05/2017] , Billno-MDI130021758658007",1,450000,0,0,450000
7, , ,"[TRVch# 48 Dt:31/05/2017] , Billno-MDI130021758658008",1,300000,0,0,300000
8, , ,"[TRVch# 49 Dt:31/05/2017] , Billno-MDI130021758658009",1,50000,0,0,50000
9, , ,"[TRVch# 6 Dt:08/05/2017] , Billno-MDI130021758658001",1,200000,0,0,200000
10, , ,"[TRVch# 7 Dt:08/05/2017] , Billno-MDI130021758658002",1,300000,0,0,300000
11, , ,"[TRVch# 8 Dt:08/05/2017] , Billno-MDI130021758658003",1,100000,0,0,100000
0,Grand Total, , ,9,1670000,0,0,1670000
1,MDI13-002-SUB POST MASTER BALDWARA,Total, ,9,1670000,0,0,1670000
2, ,00-8658-00-102-19-S00N-V-N-00- ,Total,9,1670000,0,0,1670000
3, , ,"[TRVch# 34 Dt:30/06/2017] , Billno-MDI130021768658002",1,270000,0,0,270000
4, , ,"[TRVch# 35 Dt:30/06/2017] , Billno-MDI130021768658003",1,320000,0,0,320000
5, , ,"[TRVch# 36 Dt:30/06/2017] , Billno-MDI130021768658004",1,100000,0,0,100000
6, , ,"[TRVch# 37 Dt:30/06/2017] , Billno-MDI130021768658005",1,200000,0,0,200000
7, , ,"[TRVch# 38 Dt:30/06/2017] , Billno-MDI130021768658006",1,250000,0,0,250000
8, , ,"[TRVch# 39 Dt:30/06/2017] , Billno-MDI130021768658007",1,130000,0,0,130000
9, , ,"[TRVch# 40 Dt:30/06/2017] , Billno-MDI130021768658008",1,110000,0,0,110000
10, , ,"[TRVch# 41 Dt:30/06/2017] , Billno-MDI130021768658009",1,90000,0,0,90000
11, , ,"[TRVch# 5 Dt:07/06/2017] , Billno-MDI130021768658001",1,200000,0,0,200000
0,Grand Total, , ,8,1540000,0,0,1540000
1,MDI13-002-SUB POST MASTER BALDWARA,Total, ,8,1540000,0,0,1540000
2, ,00-8658-00-102-19-S00N-V-N-00- ,Total,8,1540000,0,0,1540000
3, , ,"[TRVch# 18 Dt:31/07/2017] , Billno-MDI130021778658003",1,100000,0,0,100000
4, , ,"[TRVch# 19 Dt:31/07/2017] , Billno-MDI130021778658004",1,500000,0,0,500000
5, , ,"[TRVch# 20 Dt:31/07/2017] , Billno-MDI130021778658005",1,60000,0,0,60000
6, , ,"[TRVch# 21 Dt:31/07/2017] , Billno-MDI130021778658006",1,110000,0,0,110000
7, , ,"[TRVch# 22 Dt:31/07/2017] , Billno-MDI130021778658007",1,250000,0,0,250000
8, , ,"[TRVch# 23 Dt:31/07/2017] , Billno-MDI130021778658008",1,120000,0,0,120000
9, , ,"[TRVch# 5 Dt:10/07/2017] , Billno-MDI130021778658001",1,300000,0,0,300000
10, , ,"[TRVch# 6 Dt:10/07/2017] , Billno-MDI130021778658002",1,100000,0,0,100000
0,Grand Total, , ,8,1581168,0,0,1581168
1,MDI13-002-SUB POST MASTER BALDWARA,Total, ,8,1581168,0,0,1581168
2, ,00-8658-00-102-19-S00N-V-N-00- ,Total,8,1581168,0,0,1581168
