,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,5,849506,203000,27386,619120
1,KNG04-238-GSSS SUKHAR,Total, ,5,849506,203000,27386,619120
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,204338,75000,105,129233
3, , ,"[TRVch# 1022 Dt:10/04/2017] , Billno-KNG04238032017-001",1,119570,40000,75,79495
4, , ,"[TRVch# 1023 Dt:10/04/2017] , Billno-KNG04238032017-002",1,84768,35000,30,49738
5, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,645168,128000,27281,489887
6, , ,"[TRVch# 1024 Dt:10/04/2017] , Billno-KNG04238032017-003",1,86244,0,120,86124
7, , ,"[TRVch# 1025 Dt:10/04/2017] , Billno-KNG04238032017-004",1,279954,128000,240,151714
8, , ,"[TRVch# 1026 Dt:10/04/2017] , Billno-KNG04238032017-005",1,278970,0,26921,252049
0,Grand Total, , ,16,1073361,259410,60532,753419
1,KNG04-238-GSSS SUKHAR,Total, ,16,1073361,259410,60532,753419
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,4,224822,84390,1605,138827
3, , ,"[TRVch# 1394 Dt:09/05/2017] , Billno-KNG04238042017-001",1,121073,40000,1575,79498
4, , ,"[TRVch# 1395 Dt:09/05/2017] , Billno-KNG04238042017-002",1,87135,35000,30,52105
5, , ,"[TRVch# 3740 Dt:24/05/2017] , Billno-KNG042382017100005",1,3236,0,0,3236
6, , ,"[TRVch# 3743 Dt:24/05/2017] , Billno-KNG042382017100002",1,13378,9390,0,3988
7, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,12,848539,175020,58927,614592
8, , ,"[TRVch# 1396 Dt:09/05/2017] , Billno-KNG04238042017-003",1,89932,0,120,89812
9, , ,"[TRVch# 1397 Dt:09/05/2017] , Billno-KNG04238042017-004",1,333326,132000,20004,181322
10, , ,"[TRVch# 1398 Dt:09/05/2017] , Billno-KNG04238042017-005",1,300176,0,34380,265796
11, , ,"[TRVch# 3738 Dt:24/05/2017] , Billno-KNG042382017100007",1,8498,0,0,8498
12, , ,"[TRVch# 3739 Dt:24/05/2017] , Billno-KNG042382017100006",1,5571,0,0,5571
13, , ,"[TRVch# 3741 Dt:24/05/2017] , Billno-KNG042382017100003",1,9905,0,0,9905
14, , ,"[TRVch# 3742 Dt:24/05/2017] , Billno-KNG042382017100001",1,29839,29839,0,0
15, , ,"[TRVch# 3744 Dt:24/05/2017] , Billno-KNG042382017100004",1,31667,0,3163,28504
16, , ,"[TRVch# 3776 Dt:24/05/2017] , Billno-KNG042382017100008",1,13181,13181,0,0
