DDO Code,DDO Name
001,001-S.P.M. Charoli
002,002-AE IPH SUB DIV KUPVI
003,003-AE PWD SUB DIV KUPVI
004,004-BLOCK DEVELOPMENT OFFICER KUPVI
086,086-D.D. (HORT.) EAST SHIMLA
201,201-PR GSSS DHARCHANANA
202,202-PR SSS KUPVI
203,203-GSSS MALAT
204,204-GSSS KAFLAH
205,205-GSSS GAUNTH
206,206-GSSS BHALLU
207,207-BEEO KUPVI SHIMLA 
208,208-GSSS JHOKHAR
209,209-GSSS Naura Bora
210,210-GSSS KANDA BANAH
211,211-GSSS TIKKAR
212,212-PRNCIPAL GSSS DHOTALI
500,500-DISTRICT TREASURY OFFICER SHIMLA
501,501-DEPUTY COMMISSIONER SHIMLA
504,504-AC TO DC SHIMLA
505,505-CHIEF MEDICAL OFFICER
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
510,510-SUPERINTENDENT OF POLICE
525,525-DEPUTY DIRECTOR AGRICULTURE
607,"607-E.E. PWD DIVISION,CHOPAL"
717,717-IPH DIVISION NERWA
831,831-FOREST DIVISION CHOPAL
950,950-CHIEF ELECTRICAL INSPECTOR
952,952-CONTROLLER PRINTING AND STATIONARY
959,959-NUR INSPECTOR AND CERTIFICATION OFFICER
960,960-SR PLANT PROT. OFFICER SHIMLA
970,970-DIRECTOR COMPOSITE TESTING LAB KANDAGHAT
