,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,6,1304965,241000,40553,1023412
1,MDI02-208-GSSS PASHAKOT BAROT,Total, ,6,1304965,241000,40553,1023412
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,1,220000,0,0,220000
3, , ,"[TRVch# 918 Dt:27/04/2017] , Billno-MDI022082017100001",1,220000,0,0,220000
4, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,261110,30000,16452,214658
5, , ,"[TRVch# 394 Dt:07/04/2017] , Billno-MDI02208032017-001",1,72796,30000,30,42766
6, , ,"[TRVch# 395 Dt:07/04/2017] , Billno-MDI02208032017-002",1,188314,0,16422,171892
7, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,823855,211000,24101,588754
8, , ,"[TRVch# 396 Dt:07/04/2017] , Billno-MDI02208032017-003",1,129099,61000,120,67979
9, , ,"[TRVch# 397 Dt:07/04/2017] , Billno-MDI02208032017-004",1,343852,150000,270,193582
10, , ,"[TRVch# 398 Dt:07/04/2017] , Billno-MDI02208032017-005",1,350904,0,23711,327193
0,Grand Total, , ,29,1593039,302079,80352,1210608
1,MDI02-208-GSSS PASHAKOT BAROT,Total, ,29,1593039,302079,80352,1210608
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,1,150000,0,0,150000
3, , ,"[TRVch# 852 Dt:31/05/2017] , Billno-MDI022082017100021",1,150000,0,0,150000
4, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,6,345765,40824,27069,277872
5, , ,"[TRVch# 4493 Dt:31/05/2017] , Billno-MDI022082017100007",1,8325,7492,833,0
6, , ,"[TRVch# 4494 Dt:31/05/2017] , Billno-MDI022082017100008",1,13131,0,2261,10870
7, , ,"[TRVch# 4496 Dt:31/05/2017] , Billno-MDI022082017100015",1,3450,0,348,3102
8, , ,"[TRVch# 4506 Dt:31/05/2017] , Billno-MDI022082017100014",1,3702,3332,370,0
9, , ,"[TRVch# 662 Dt:08/05/2017] , Billno-MDI02208042017-001",1,75906,30000,6030,39876
10, , ,"[TRVch# 663 Dt:08/05/2017] , Billno-MDI02208042017-002",1,241251,0,17227,224024
11, ,08-2202-01-800-05-S00N-V-P-41-GIA GENERAL (Salary),Total,3,110652,0,0,110652
12, , ,"[TRVch# 4528 Dt:31/05/2017] , Billno-MDI022082017100022",1,28032,0,0,28032
13, , ,"[TRVch# 4529 Dt:31/05/2017] , Billno-MDI022082017100023",1,41310,0,0,41310
14, , ,"[TRVch# 4530 Dt:31/05/2017] , Billno-MDI022082017100024",1,41310,0,0,41310
15, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,12,939279,261255,53283,624741
16, , ,"[TRVch# 4495 Dt:31/05/2017] , Billno-MDI022082017100003",1,43477,0,0,43477
17, , ,"[TRVch# 4498 Dt:31/05/2017] , Billno-MDI022082017100006",1,28458,0,4197,24261
18, , ,"[TRVch# 4499 Dt:31/05/2017] , Billno-MDI022082017100011",1,6450,5805,645,0
19, , ,"[TRVch# 4500 Dt:31/05/2017] , Billno-MDI022082017100004",1,14604,13143,1461,0
20, , ,"[TRVch# 4501 Dt:31/05/2017] , Billno-MDI022082017100005",1,31343,28662,2681,0
21, , ,"[TRVch# 4502 Dt:31/05/2017] , Billno-MDI022082017100013",1,9158,0,921,8237
22, , ,"[TRVch# 4503 Dt:31/05/2017] , Billno-MDI022082017100012",1,11827,10645,1182,0
23, , ,"[TRVch# 4504 Dt:31/05/2017] , Billno-MDI022082017100017",1,4531,0,453,4078
24, , ,"[TRVch# 4505 Dt:31/05/2017] , Billno-MDI022082017100009",1,1697,0,18,1679
25, , ,"[TRVch# 664 Dt:08/05/2017] , Billno-MDI02208042017-003",1,130739,68000,5620,57119
26, , ,"[TRVch# 665 Dt:08/05/2017] , Billno-MDI02208042017-004",1,283502,135000,11910,136592
27, , ,"[TRVch# 666 Dt:08/05/2017] , Billno-MDI02208042017-005",1,373493,0,24195,349298
28, ,08-2202-02-109-01-S00N-V-N-02-WAGES,Total,3,35600,0,0,35600
29, , ,"[TRVch# 4525 Dt:31/05/2017] , Billno-MDI022082017100018",1,11200,0,0,11200
30, , ,"[TRVch# 4526 Dt:31/05/2017] , Billno-MDI022082017100019",1,12400,0,0,12400
31, , ,"[TRVch# 4527 Dt:31/05/2017] , Billno-MDI022082017100020",1,12000,0,0,12000
32, ,08-2202-02-109-01-S00N-V-N-03-TRAVEL EXPENSES,Total,1,1616,0,0,1616
33, , ,"[TRVch# 4532 Dt:31/05/2017] , Billno-MDI022082017100027",1,1616,0,0,1616
34, ,08-2202-02-109-01-S00N-V-N-05-OFFICE EXPENSES,Total,2,9194,0,0,9194
35, , ,"[TRVch# 4531 Dt:31/05/2017] , Billno-MDI022082017100026",1,1600,0,0,1600
