,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,18,29574,0,29574,0
1,KNG05-500-DISTRICT TREASURY OFFICER DHARAMSALA,Total, ,18,29574,0,29574,0
2, ,05-2030-01-101-01-S00N-V-N-20-OTHER CHARGES,Total,5,1530,0,1530,0
3, , ,"[TRVch# 204 Dt:29/04/2017] , Billno-KNG055001742030012",1,1200,0,1200,0
4, , ,"[TRVch# 207 Dt:29/04/2017] , Billno-KNG055001742030015",1,80,0,80,0
5, , ,"[TRVch# 209 Dt:29/04/2017] , Billno-KNG055001742030017",1,50,0,50,0
6, , ,"[TRVch# 43 Dt:21/04/2017] , Billno-KNG055001742030001",1,100,0,100,0
7, , ,"[TRVch# 47 Dt:21/04/2017] , Billno-KNG055001742030005",1,100,0,100,0
8, ,05-2030-02-102-01-S00N-V-N-20-OTHER CHARGES,Total,13,28044,0,28044,0
9, , ,"[TRVch# 199 Dt:29/04/2017] , Billno-KNG055001742030007",1,2000,0,2000,0
10, , ,"[TRVch# 200 Dt:29/04/2017] , Billno-KNG055001742030008",1,4000,0,4000,0
11, , ,"[TRVch# 201 Dt:29/04/2017] , Billno-KNG055001742030009",1,3200,0,3200,0
12, , ,"[TRVch# 202 Dt:29/04/2017] , Billno-KNG055001742030010",1,120,0,120,0
13, , ,"[TRVch# 203 Dt:29/04/2017] , Billno-KNG055001742030011",1,1200,0,1200,0
14, , ,"[TRVch# 205 Dt:29/04/2017] , Billno-KNG055001742030013",1,1600,0,1600,0
15, , ,"[TRVch# 206 Dt:29/04/2017] , Billno-KNG055001742030014",1,1200,0,1200,0
16, , ,"[TRVch# 208 Dt:29/04/2017] , Billno-KNG055001742030016",1,640,0,640,0
17, , ,"[TRVch# 210 Dt:29/04/2017] , Billno-KNG055001742030018",1,140,0,140,0
18, , ,"[TRVch# 44 Dt:21/04/2017] , Billno-KNG055001742030002",1,344,0,344,0
19, , ,"[TRVch# 45 Dt:21/04/2017] , Billno-KNG055001742030003",1,1600,0,1600,0
20, , ,"[TRVch# 46 Dt:21/04/2017] , Billno-KNG055001742030004",1,8000,0,8000,0
21, , ,"[TRVch# 48 Dt:21/04/2017] , Billno-KNG055001742030006",1,4000,0,4000,0
0,Grand Total, , ,58,66790,0,66790,0
1,KNG05-500-DISTRICT TREASURY OFFICER DHARAMSALA,Total, ,58,66790,0,66790,0
2, ,05-2030-01-101-01-S00N-V-N-20-OTHER CHARGES,Total,18,2546,0,2546,0
3, , ,"[TRVch# 117 Dt:20/05/2017] , Billno-KNG055001752030013",1,100,0,100,0
4, , ,"[TRVch# 125 Dt:20/05/2017] , Billno-KNG055001752030021",1,70,0,70,0
5, , ,"[TRVch# 127 Dt:20/05/2017] , Billno-KNG055001752030023",1,30,0,30,0
6, , ,"[TRVch# 132 Dt:20/05/2017] , Billno-KNG055001752030028",1,100,0,100,0
7, , ,"[TRVch# 135 Dt:20/05/2017] , Billno-KNG055001752030031",1,30,0,30,0
8, , ,"[TRVch# 137 Dt:20/05/2017] , Billno-KNG055001752030033",1,380,0,380,0
9, , ,"[TRVch# 337 Dt:31/05/2017] , Billno-KNG055001752030036",1,360,0,360,0
10, , ,"[TRVch# 338 Dt:31/05/2017] , Billno-KNG055001752030037",1,20,0,20,0
11, , ,"[TRVch# 345 Dt:31/05/2017] , Billno-KNG055001752030044",1,16,0,16,0
12, , ,"[TRVch# 347 Dt:31/05/2017] , Billno-KNG055001752030046",1,700,0,700,0
13, , ,"[TRVch# 350 Dt:31/05/2017] , Billno-KNG055001752030049",1,100,0,100,0
14, , ,"[TRVch# 356 Dt:31/05/2017] , Billno-KNG055001752030055",1,160,0,160,0
15, , ,"[TRVch# 357 Dt:31/05/2017] , Billno-KNG055001752030056",1,50,0,50,0
16, , ,"[TRVch# 359 Dt:31/05/2017] , Billno-KNG055001752030058",1,120,0,120,0
17, , ,"[TRVch# 362 Dt:31/05/2017] , Billno-KNG055001752030061",1,40,0,40,0
18, , ,"[TRVch# 44 Dt:09/05/2017] , Billno-KNG055001752030004",1,10,0,10,0
19, , ,"[TRVch# 45 Dt:09/05/2017] , Billno-KNG055001752030005",1,240,0,240,0
20, , ,"[TRVch# 47 Dt:09/05/2017] , Billno-KNG055001752030007",1,20,0,20,0
21, ,05-2030-01-800-06-S00N-V-N-20-OTHER CHARGES,Total,1,12800,0,12800,0
22, , ,"[TRVch# 353 Dt:31/05/2017] , Billno-KNG055001752030052",1,12800,0,12800,0
23, ,05-2030-02-102-01-S00N-V-N-20-OTHER CHARGES,Total,39,51444,0,51444,0
24, , ,"[TRVch# 115 Dt:20/05/2017] , Billno-KNG055001752030011",1,3000,0,3000,0
25, , ,"[TRVch# 116 Dt:20/05/2017] , Billno-KNG055001752030012",1,400,0,400,0
26, , ,"[TRVch# 118 Dt:20/05/2017] , Billno-KNG055001752030014",1,200,0,200,0
27, , ,"[TRVch# 119 Dt:20/05/2017] , Billno-KNG055001752030015",1,800,0,800,0
28, , ,"[TRVch# 120 Dt:20/05/2017] , Billno-KNG055001752030016",1,1400,0,1400,0
29, , ,"[TRVch# 121 Dt:20/05/2017] , Billno-KNG055001752030017",1,800,0,800,0
30, , ,"[TRVch# 122 Dt:20/05/2017] , Billno-KNG055001752030018",1,4000,0,4000,0
31, , ,"[TRVch# 123 Dt:20/05/2017] , Billno-KNG055001752030019",1,1000,0,1000,0
32, , ,"[TRVch# 124 Dt:20/05/2017] , Billno-KNG055001752030020",1,60,0,60,0
33, , ,"[TRVch# 126 Dt:20/05/2017] , Billno-KNG055001752030022",1,400,0,400,0
34, , ,"[TRVch# 130 Dt:20/05/2017] , Billno-KNG055001752030026",1,3000,0,3000,0
35, , ,"[TRVch# 131 Dt:20/05/2017] , Billno-KNG055001752030027",1,6000,0,6000,0
36, , ,"[TRVch# 133 Dt:20/05/2017] , Billno-KNG055001752030029",1,1200,0,1200,0
37, , ,"[TRVch# 134 Dt:20/05/2017] , Billno-KNG055001752030030",1,280,0,280,0
38, , ,"[TRVch# 136 Dt:20/05/2017] , Billno-KNG055001752030032",1,160,0,160,0
39, , ,"[TRVch# 138 Dt:20/05/2017] , Billno-KNG055001752030034",1,1200,0,1200,0
40, , ,"[TRVch# 336 Dt:31/05/2017] , Billno-KNG055001752030035",1,1000,0,1000,0
41, , ,"[TRVch# 339 Dt:31/05/2017] , Billno-KNG055001752030038",1,1000,0,1000,0
42, , ,"[TRVch# 340 Dt:31/05/2017] , Billno-KNG055001752030039",1,2000,0,2000,0
43, , ,"[TRVch# 341 Dt:31/05/2017] , Billno-KNG055001752030040",1,1000,0,1000,0
44, , ,"[TRVch# 342 Dt:31/05/2017] , Billno-KNG055001752030041",1,280,0,280,0
45, , ,"[TRVch# 343 Dt:31/05/2017] , Billno-KNG055001752030042",1,1400,0,1400,0
46, , ,"[TRVch# 344 Dt:31/05/2017] , Billno-KNG055001752030043",1,160,0,160,0
47, , ,"[TRVch# 346 Dt:31/05/2017] , Billno-KNG055001752030045",1,80,0,80,0
48, , ,"[TRVch# 348 Dt:31/05/2017] , Billno-KNG055001752030047",1,120,0,120,0
49, , ,"[TRVch# 349 Dt:31/05/2017] , Billno-KNG055001752030048",1,480,0,480,0
50, , ,"[TRVch# 351 Dt:31/05/2017] , Billno-KNG055001752030050",1,6000,0,6000,0
51, , ,"[TRVch# 352 Dt:31/05/2017] , Billno-KNG055001752030051",1,1200,0,1200,0
52, , ,"[TRVch# 354 Dt:31/05/2017] , Billno-KNG055001752030053",1,1600,0,1600,0
53, , ,"[TRVch# 355 Dt:31/05/2017] , Billno-KNG055001752030054",1,80,0,80,0
54, , ,"[TRVch# 358 Dt:31/05/2017] , Billno-KNG055001752030057",1,1400,0,1400,0
55, , ,"[TRVch# 360 Dt:31/05/2017] , Billno-KNG055001752030059",1,1400,0,1400,0
56, , ,"[TRVch# 361 Dt:31/05/2017] , Billno-KNG055001752030060",1,320,0,320,0
57, , ,"[TRVch# 41 Dt:09/05/2017] , Billno-KNG055001752030001",1,5000,0,5000,0
58, , ,"[TRVch# 42 Dt:09/05/2017] , Billno-KNG055001752030002",1,80,0,80,0
59, , ,"[TRVch# 43 Dt:09/05/2017] , Billno-KNG055001752030003",1,200,0,200,0
60, , ,"[TRVch# 46 Dt:09/05/2017] , Billno-KNG055001752030006",1,1200,0,1200,0
61, , ,"[TRVch# 48 Dt:09/05/2017] , Billno-KNG055001752030008",1,1200,0,1200,0
62, , ,"[TRVch# 49 Dt:09/05/2017] , Billno-KNG055001752030009",1,344,0,344,0
0,Grand Total, , ,47,57980,0,57980,0
1,KNG05-500-DISTRICT TREASURY OFFICER DHARAMSALA,Total, ,47,57980,0,57980,0
2, ,05-2030-01-101-01-S00N-V-N-20-OTHER CHARGES,Total,13,2600,0,2600,0
3, , ,"[TRVch# 108 Dt:20/06/2017] , Billno-KNG055001762030006",1,420,0,420,0
4, , ,"[TRVch# 109 Dt:20/06/2017] , Billno-KNG055001762030007",1,20,0,20,0
5, , ,"[TRVch# 117 Dt:20/06/2017] , Billno-KNG055001762030015",1,600,0,600,0
6, , ,"[TRVch# 119 Dt:20/06/2017] , Billno-KNG055001762030017",1,140,0,140,0
7, , ,"[TRVch# 121 Dt:20/06/2017] , Billno-KNG055001762030019",1,50,0,50,0
8, , ,"[TRVch# 267 Dt:23/06/2017] , Billno-KNG055001762030027",1,100,0,100,0
9, , ,"[TRVch# 269 Dt:23/06/2017] , Billno-KNG055001762030029",1,20,0,20,0
10, , ,"[TRVch# 271 Dt:23/06/2017] , Billno-KNG055001762030031",1,20,0,20,0
11, , ,"[TRVch# 275 Dt:23/06/2017] , Billno-KNG055001762030035",1,840,0,840,0
12, , ,"[TRVch# 277 Dt:23/06/2017] , Billno-KNG055001762030037",1,70,0,70,0
13, , ,"[TRVch# 318 Dt:30/06/2017] , Billno-KNG055001762030040",1,160,0,160,0
