,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,3,1300000,0,0,1300000
1,"MDI15-005-SUB POST MASTER, DHARAMPUR",Total, ,3,1300000,0,0,1300000
2, ,00-8658-00-102-19-S00N-V-N-00- ,Total,3,1300000,0,0,1300000
3, , ,"[TRVch# 21 Dt:21/04/2017] , Billno-MDI150051748658002",1,500000,0,0,500000
4, , ,"[TRVch# 22 Dt:21/04/2017] , Billno-MDI150051748658003",1,300000,0,0,300000
5, , ,"[TRVch# 3 Dt:07/04/2017] , Billno-MDI150051748658001",1,500000,0,0,500000
0,Grand Total, , ,5,1400000,0,0,1400000
1,"MDI15-005-SUB POST MASTER, DHARAMPUR",Total, ,5,1400000,0,0,1400000
2, ,00-8658-00-102-19-S00N-V-N-00- ,Total,5,1400000,0,0,1400000
3, , ,"[TRVch# 26 Dt:25/05/2017] , Billno-MDI150051758658002",1,100000,0,0,100000
4, , ,"[TRVch# 27 Dt:25/05/2017] , Billno-MDI150051758658003",1,500000,0,0,500000
5, , ,"[TRVch# 28 Dt:25/05/2017] , Billno-MDI150051758658004",1,200000,0,0,200000
6, , ,"[TRVch# 50 Dt:31/05/2017] , Billno-MDI150051758658005",1,300000,0,0,300000
7, , ,"[TRVch# 9 Dt:08/05/2017] , Billno-MDI150051758658001",1,300000,0,0,300000
0,Grand Total, , ,4,1100000,0,0,1100000
1,"MDI15-005-SUB POST MASTER, DHARAMPUR",Total, ,4,1100000,0,0,1100000
2, ,00-8658-00-102-19-S00N-V-N-00- ,Total,4,1100000,0,0,1100000
3, , ,"[TRVch# 28 Dt:22/06/2017] , Billno-MDI150051768658004",1,200000,0,0,200000
4, , ,"[TRVch# 6 Dt:07/06/2017] , Billno-MDI150051768658001",1,300000,0,0,300000
5, , ,"[TRVch# 7 Dt:07/06/2017] , Billno-MDI150051768658002",1,300000,0,0,300000
6, , ,"[TRVch# 8 Dt:07/06/2017] , Billno-MDI150051768658003",1,300000,0,0,300000
0,Grand Total, , ,2,250000,0,0,250000
1,"MDI15-005-SUB POST MASTER, DHARAMPUR",Total, ,2,250000,0,0,250000
2, ,00-8658-00-102-19-S00N-V-N-00- ,Total,2,250000,0,0,250000
3, , ,"[TRVch# 17 Dt:31/07/2017] , Billno-MDI150051778658002",1,100000,0,0,100000
4, , ,"[TRVch# 7 Dt:10/07/2017] , Billno-MDI150051778658001",1,150000,0,0,150000
0,Grand Total, , ,2,900000,0,0,900000
1,"MDI15-005-SUB POST MASTER, DHARAMPUR",Total, ,2,900000,0,0,900000
