,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,46,30120,0,30120,0
1,KNG04-500-DISTRICT TREASURY OFFICER DHARAMSALA,Total, ,46,30120,0,30120,0
2, ,05-2030-01-101-01-S00N-V-N-20-OTHER CHARGES,Total,18,880,0,880,0
3, , ,"[TRVch# 106 Dt:21/04/2017] , Billno-KNG045001742030034",1,100,0,100,0
4, , ,"[TRVch# 107 Dt:21/04/2017] , Billno-KNG045001742030035",1,70,0,70,0
5, , ,"[TRVch# 108 Dt:21/04/2017] , Billno-KNG045001742030036",1,100,0,100,0
6, , ,"[TRVch# 109 Dt:21/04/2017] , Billno-KNG045001742030037",1,20,0,20,0
7, , ,"[TRVch# 162 Dt:29/04/2017] , Billno-KNG045001742030038",1,100,0,100,0
8, , ,"[TRVch# 163 Dt:29/04/2017] , Billno-KNG045001742030039",1,30,0,30,0
9, , ,"[TRVch# 164 Dt:29/04/2017] , Billno-KNG045001742030040",1,50,0,50,0
10, , ,"[TRVch# 73 Dt:21/04/2017] , Billno-KNG045001742030001",1,20,0,20,0
11, , ,"[TRVch# 74 Dt:21/04/2017] , Billno-KNG045001742030002",1,50,0,50,0
12, , ,"[TRVch# 75 Dt:21/04/2017] , Billno-KNG045001742030003",1,20,0,20,0
13, , ,"[TRVch# 76 Dt:21/04/2017] , Billno-KNG045001742030004",1,20,0,20,0
14, , ,"[TRVch# 83 Dt:21/04/2017] , Billno-KNG045001742030011",1,40,0,40,0
15, , ,"[TRVch# 84 Dt:21/04/2017] , Billno-KNG045001742030012",1,40,0,40,0
16, , ,"[TRVch# 85 Dt:21/04/2017] , Billno-KNG045001742030013",1,20,0,20,0
17, , ,"[TRVch# 86 Dt:21/04/2017] , Billno-KNG045001742030014",1,20,0,20,0
18, , ,"[TRVch# 87 Dt:21/04/2017] , Billno-KNG045001742030015",1,30,0,30,0
19, , ,"[TRVch# 96 Dt:21/04/2017] , Billno-KNG045001742030024",1,100,0,100,0
20, , ,"[TRVch# 97 Dt:21/04/2017] , Billno-KNG045001742030025",1,50,0,50,0
21, ,05-2030-02-102-01-S00N-V-N-20-OTHER CHARGES,Total,28,29240,0,29240,0
22, , ,"[TRVch# 100 Dt:21/04/2017] , Billno-KNG045001742030028",1,2000,0,2000,0
23, , ,"[TRVch# 101 Dt:21/04/2017] , Billno-KNG045001742030029",1,2000,0,2000,0
24, , ,"[TRVch# 102 Dt:21/04/2017] , Billno-KNG045001742030030",1,600,0,600,0
25, , ,"[TRVch# 103 Dt:21/04/2017] , Billno-KNG045001742030031",1,4000,0,4000,0
26, , ,"[TRVch# 104 Dt:21/04/2017] , Billno-KNG045001742030032",1,1000,0,1000,0
27, , ,"[TRVch# 105 Dt:21/04/2017] , Billno-KNG045001742030033",1,140,0,140,0
28, , ,"[TRVch# 165 Dt:29/04/2017] , Billno-KNG045001742030041",1,1200,0,1200,0
29, , ,"[TRVch# 166 Dt:29/04/2017] , Billno-KNG045001742030042",1,800,0,800,0
30, , ,"[TRVch# 167 Dt:29/04/2017] , Billno-KNG045001742030043",1,1000,0,1000,0
31, , ,"[TRVch# 168 Dt:29/04/2017] , Billno-KNG045001742030044",1,200,0,200,0
32, , ,"[TRVch# 169 Dt:29/04/2017] , Billno-KNG045001742030045",1,800,0,800,0
33, , ,"[TRVch# 170 Dt:29/04/2017] , Billno-KNG045001742030046",1,160,0,160,0
34, , ,"[TRVch# 77 Dt:21/04/2017] , Billno-KNG045001742030005",1,200,0,200,0
35, , ,"[TRVch# 78 Dt:21/04/2017] , Billno-KNG045001742030006",1,240,0,240,0
36, , ,"[TRVch# 79 Dt:21/04/2017] , Billno-KNG045001742030007",1,720,0,720,0
