,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,5,521586,141000,16854,363732
1,KNG04-241-PRINCIPAL GSSS DHANETI,Total, ,5,521586,141000,16854,363732
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,187108,25000,7074,155034
3, , ,"[TRVch# 1037 Dt:10/04/2017] , Billno-KNG04241032017-001",1,113535,25000,39,88496
4, , ,"[TRVch# 1038 Dt:10/04/2017] , Billno-KNG04241032017-002",1,73573,0,7035,66538
5, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,334478,116000,9780,208698
6, , ,"[TRVch# 1039 Dt:10/04/2017] , Billno-KNG04241032017-003",1,77453,31000,60,46393
7, , ,"[TRVch# 1040 Dt:10/04/2017] , Billno-KNG04241032017-004",1,189820,85000,3230,101590
8, , ,"[TRVch# 1041 Dt:10/04/2017] , Billno-KNG04241032017-005",1,67205,0,6490,60715
0,Grand Total, , ,10,584590,182771,35788,366031
1,KNG04-241-PRINCIPAL GSSS DHANETI,Total, ,10,584590,182771,35788,366031
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,4,206202,31123,11120,163959
3, , ,"[TRVch# 1409 Dt:09/05/2017] , Billno-KNG04241042017-001",1,115671,25000,2360,88311
4, , ,"[TRVch# 1410 Dt:09/05/2017] , Billno-KNG04241042017-002",1,74497,0,7927,66570
5, , ,"[TRVch# 4454 Dt:31/05/2017] , Billno-KNG042412017100001",1,7753,6123,0,1630
6, , ,"[TRVch# 4455 Dt:31/05/2017] , Billno-KNG042412017100002",1,8281,0,833,7448
7, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,6,378388,151648,24668,202072
8, , ,"[TRVch# 1411 Dt:09/05/2017] , Billno-KNG04241042017-003",1,78444,34500,6560,37384
9, , ,"[TRVch# 1412 Dt:09/05/2017] , Billno-KNG04241042017-004",1,193923,89000,9755,95168
10, , ,"[TRVch# 1413 Dt:09/05/2017] , Billno-KNG04241042017-005",1,68057,0,7375,60682
11, , ,"[TRVch# 4456 Dt:31/05/2017] , Billno-KNG042412017100003",1,8745,8745,0,0
12, , ,"[TRVch# 4457 Dt:31/05/2017] , Billno-KNG042412017100005",1,21565,19403,215,1947
13, , ,"[TRVch# 4458 Dt:31/05/2017] , Billno-KNG042412017100004",1,7654,0,763,6891
0,Grand Total, , ,6,573246,148500,33977,390769
1,KNG04-241-PRINCIPAL GSSS DHANETI,Total, ,6,573246,148500,33977,390769
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,190168,25000,10287,154881
3, , ,"[TRVch# 837 Dt:08/06/2017] , Billno-KNG04241052017-001",1,115671,25000,2360,88311
4, , ,"[TRVch# 838 Dt:08/06/2017] , Billno-KNG04241052017-002",1,74497,0,7927,66570
5, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,4,383078,123500,23690,235888
6, , ,"[TRVch# 3246 Dt:21/06/2017] , Billno-KNG042412017100009",1,29101,0,0,29101
7, , ,"[TRVch# 839 Dt:08/06/2017] , Billno-KNG04241052017-003",1,78444,34500,6560,37384
8, , ,"[TRVch# 840 Dt:08/06/2017] , Billno-KNG04241052017-004",1,193923,89000,9755,95168
9, , ,"[TRVch# 841 Dt:08/06/2017] , Billno-KNG04241052017-005",1,81610,0,7375,74235
0,Grand Total, , ,8,807135,148500,33977,624658
1,KNG04-241-PRINCIPAL GSSS DHANETI,Total, ,8,807135,148500,33977,624658
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,1,250000,0,0,250000
3, , ,"[TRVch# 890 Dt:25/07/2017] , Billno-KNG042412017100011",1,250000,0,0,250000
4, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,190218,25000,10287,154931
5, , ,"[TRVch# 1184 Dt:10/07/2017] , Billno-KNG04241062017-001",1,115721,25000,2360,88361
6, , ,"[TRVch# 1185 Dt:10/07/2017] , Billno-KNG04241062017-002",1,74497,0,7927,66570
7, ,08-2202-01-101-03-S00N-V-N-03-TRAVEL EXPENSES,Total,1,546,0,0,546
8, , ,"[TRVch# 3250 Dt:25/07/2017] , Billno-KNG042412017100012",1,546,0,0,546
9, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,359391,123500,23690,212201
10, , ,"[TRVch# 1186 Dt:10/07/2017] , Billno-KNG04241062017-003",1,78444,34500,6560,37384
11, , ,"[TRVch# 1187 Dt:10/07/2017] , Billno-KNG04241062017-004",1,197330,89000,9755,98575
12, , ,"[TRVch# 1188 Dt:10/07/2017] , Billno-KNG04241062017-005",1,83617,0,7375,76242
13, ,08-2202-02-109-01-S00N-V-N-05-OFFICE EXPENSES,Total,1,6980,0,0,6980
14, , ,"[TRVch# 3251 Dt:25/07/2017] , Billno-KNG042412017100013",1,6980,0,0,6980
0,Grand Total, , ,5,551090,148500,37046,365544
1,KNG04-241-PRINCIPAL GSSS DHANETI,Total, ,5,551090,148500,37046,365544
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,190218,25000,14494,150724
3, , ,"[TRVch# 2347 Dt:08/08/2017] , Billno-KNG04241072017-001",1,115721,25000,6567,84154
4, , ,"[TRVch# 2348 Dt:08/08/2017] , Billno-KNG04241072017-002",1,74497,0,7927,66570
