,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,7,5100000,0,0,5100000
1,"SOL04-004-SUB POSTMASTER,RAMSHEHAR.",Total, ,7,5100000,0,0,5100000
2, ,00-8658-00-102-19-S00N-V-N-00- ,Total,7,5100000,0,0,5100000
3, , ,"[TRVch# 10 Dt:20/04/2017] , Billno-SOL040041748658004",1,300000,0,0,300000
4, , ,"[TRVch# 11 Dt:20/04/2017] , Billno-SOL040041748658005",1,1700000,0,0,1700000
5, , ,"[TRVch# 12 Dt:20/04/2017] , Billno-SOL040041748658006",1,500000,0,0,500000
6, , ,"[TRVch# 13 Dt:20/04/2017] , Billno-SOL040041748658007",1,600000,0,0,600000
7, , ,"[TRVch# 2 Dt:10/04/2017] , Billno-SOL040041748658001",1,200000,0,0,200000
8, , ,"[TRVch# 3 Dt:10/04/2017] , Billno-SOL040041748658002",1,1000000,0,0,1000000
9, , ,"[TRVch# 9 Dt:20/04/2017] , Billno-SOL040041748658003",1,800000,0,0,800000
0,Grand Total, , ,6,1400000,0,0,1400000
1,"SOL04-004-SUB POSTMASTER,RAMSHEHAR.",Total, ,6,1400000,0,0,1400000
2, ,00-8658-00-102-19-S00N-V-N-00- ,Total,6,1400000,0,0,1400000
3, , ,"[TRVch# 3 Dt:09/05/2017] , Billno-SOL040041758658001",1,400000,0,0,400000
4, , ,"[TRVch# 4 Dt:09/05/2017] , Billno-SOL040041758658002",1,200000,0,0,200000
5, , ,"[TRVch# 5 Dt:22/05/2017] , Billno-SOL040041758658003",1,200000,0,0,200000
6, , ,"[TRVch# 6 Dt:31/05/2017] , Billno-SOL040041758658004",1,200000,0,0,200000
7, , ,"[TRVch# 7 Dt:31/05/2017] , Billno-SOL040041758658005",1,200000,0,0,200000
8, , ,"[TRVch# 8 Dt:31/05/2017] , Billno-SOL040041758658006",1,200000,0,0,200000
0,Grand Total, , ,5,950000,0,0,950000
1,"SOL04-004-SUB POSTMASTER,RAMSHEHAR.",Total, ,5,950000,0,0,950000
2, ,00-8658-00-102-19-S00N-V-N-00- ,Total,5,950000,0,0,950000
3, , ,"[TRVch# 4 Dt:08/06/2017] , Billno-SOL040041768658001",1,200000,0,0,200000
4, , ,"[TRVch# 5 Dt:08/06/2017] , Billno-SOL040041768658002",1,200000,0,0,200000
5, , ,"[TRVch# 6 Dt:22/06/2017] , Billno-SOL040041768658003",1,200000,0,0,200000
6, , ,"[TRVch# 7 Dt:22/06/2017] , Billno-SOL040041768658004",1,150000,0,0,150000
7, , ,"[TRVch# 9 Dt:30/06/2017] , Billno-SOL040041768658005",1,200000,0,0,200000
0,Grand Total, , ,1,100000,0,0,100000
1,"SOL04-004-SUB POSTMASTER,RAMSHEHAR.",Total, ,1,100000,0,0,100000
2, ,00-8658-00-102-19-S00N-V-N-00- ,Total,1,100000,0,0,100000
