,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,8,972673,101000,23406,848267
1,KNG01-255-GHS BANDAL,Total, ,8,972673,101000,23406,848267
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,2,600000,0,0,600000
3, , ,"[TRVch# 645 Dt:25/04/2017] , Billno-KNG012552017100002",1,300000,0,0,300000
4, , ,"[TRVch# 652 Dt:25/04/2017] , Billno-KNG012552017100001",1,300000,0,0,300000
5, ,00-8011-00-107-02-S00N-V-N-00- ,Total,1,24783,0,0,24783
6, , ,"[TRVch# 18 Dt:25/04/2017] , Billno-KNG012552017100003",1,24783,0,0,24783
7, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,3,173030,42000,7851,123179
8, , ,"[TRVch# 383 Dt:10/04/2017] , Billno-KNG01255032017-001",1,136464,42000,5725,88739
9, , ,"[TRVch# 384 Dt:10/04/2017] , Billno-KNG01255032017-002",1,13900,0,0,13900
10, , ,"[TRVch# 385 Dt:10/04/2017] , Billno-KNG01255032017-003",1,22666,0,2126,20540
11, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,2,174860,59000,15555,100305
12, , ,"[TRVch# 386 Dt:10/04/2017] , Billno-KNG01255032017-004",1,70649,25000,5210,40439
13, , ,"[TRVch# 387 Dt:10/04/2017] , Billno-KNG01255032017-005",1,104211,34000,10345,59866
0,Grand Total, , ,5,357008,101000,23434,232574
1,KNG01-255-GHS BANDAL,Total, ,5,357008,101000,23434,232574
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,3,175634,42000,7879,125755
3, , ,"[TRVch# 448 Dt:09/05/2017] , Billno-KNG01255042017-001",1,138789,42000,5725,91064
4, , ,"[TRVch# 449 Dt:09/05/2017] , Billno-KNG01255042017-002",1,13900,0,0,13900
5, , ,"[TRVch# 450 Dt:09/05/2017] , Billno-KNG01255042017-003",1,22945,0,2154,20791
6, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,2,181374,59000,15555,106819
7, , ,"[TRVch# 451 Dt:09/05/2017] , Billno-KNG01255042017-004",1,75845,25000,5210,45635
8, , ,"[TRVch# 452 Dt:09/05/2017] , Billno-KNG01255042017-005",1,105529,34000,10345,61184
0,Grand Total, , ,5,354829,115000,22504,217325
1,KNG01-255-GHS BANDAL,Total, ,5,354829,115000,22504,217325
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,3,178129,42000,8129,128000
3, , ,"[TRVch# 2559 Dt:08/06/2017] , Billno-KNG01255052017-001",1,138789,42000,5725,91064
