,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,8,3084232,400000,70837,2613395
1,KLU04-201-GSSS HARIPUR,Total, ,8,3084232,400000,70837,2613395
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,2,1600000,0,0,1600000
3, , ,"[TRVch# 263 Dt:24/04/2017] , Billno-KLU042012017100001",1,1500000,0,0,1500000
4, , ,"[TRVch# 264 Dt:24/04/2017] , Billno-KLU042012017100002",1,100000,0,0,100000
5, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,474856,136000,8449,330407
6, , ,"[TRVch# 540 Dt:06/04/2017] , Billno-KLU04201032017-001",1,454050,136000,6500,311550
7, , ,"[TRVch# 541 Dt:06/04/2017] , Billno-KLU04201032017-002",1,20806,0,1949,18857
8, ,08-2202-01-101-03-S00N-V-P-01-SALARIES,Total,1,32444,0,0,32444
9, , ,"[TRVch# 542 Dt:06/04/2017] , Billno-KLU04201032017-003",1,32444,0,0,32444
10, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,976932,264000,62388,650544
11, , ,"[TRVch# 543 Dt:06/04/2017] , Billno-KLU04201032017-004",1,70939,43000,6337,21602
12, , ,"[TRVch# 544 Dt:06/04/2017] , Billno-KLU04201032017-005",1,651003,221000,26730,403273
13, , ,"[TRVch# 545 Dt:06/04/2017] , Billno-KLU04201032017-006",1,254990,0,29321,225669
0,Grand Total, , ,12,2857649,458913,71516,2327220
1,KLU04-201-GSSS HARIPUR,Total, ,12,2857649,458913,71516,2327220
2, ,00-8009-01-101-01-S00N-V-N-47-ADVANCES,Total,1,36000,0,0,36000
3, , ,"[TRVch# 236 Dt:25/05/2017] , Billno-KLU042012017100010",1,36000,0,0,36000
4, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,3,1250000,0,0,1250000
5, , ,"[TRVch# 235 Dt:25/05/2017] , Billno-KLU042012017100009",1,600000,0,0,600000
6, , ,"[TRVch# 237 Dt:25/05/2017] , Billno-KLU042012017100003",1,250000,0,0,250000
7, , ,"[TRVch# 239 Dt:25/05/2017] , Billno-KLU042012017100011",1,400000,0,0,400000
8, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,5,569249,185913,8708,374628
9, , ,"[TRVch# 1191 Dt:25/05/2017] , Billno-KLU042012017100004",1,47311,39913,0,7398
10, , ,"[TRVch# 1192 Dt:25/05/2017] , Billno-KLU042012017100005",1,2296,0,233,2063
11, , ,"[TRVch# 686 Dt:08/05/2017] , Billno-KLU04201042017-001",1,464436,146000,6500,311936
12, , ,"[TRVch# 687 Dt:08/05/2017] , Billno-KLU04201042017-002",1,34144,0,0,34144
13, , ,"[TRVch# 688 Dt:08/05/2017] , Billno-KLU04201042017-003",1,21062,0,1975,19087
14, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,1002400,273000,62808,666592
15, , ,"[TRVch# 689 Dt:08/05/2017] , Billno-KLU04201042017-004",1,76165,43000,6337,26828
16, , ,"[TRVch# 690 Dt:08/05/2017] , Billno-KLU04201042017-005",1,668018,230000,26826,411192
17, , ,"[TRVch# 691 Dt:08/05/2017] , Billno-KLU04201042017-006",1,258217,0,29645,228572
0,Grand Total, , ,10,3216830,460000,71664,2685166
1,KLU04-201-GSSS HARIPUR,Total, ,10,3216830,460000,71664,2685166
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,2,1641274,0,0,1641274
3, , ,"[TRVch# 218 Dt:22/06/2017] , Billno-KLU042012017100018",1,300000,0,0,300000
4, , ,"[TRVch# 222 Dt:22/06/2017] , Billno-KLU042012017100019",1,1341274,0,0,1341274
5, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,3,520706,146000,8517,366189
6, , ,"[TRVch# 692 Dt:07/06/2017] , Billno-KLU04201052017-001",1,465500,146000,6542,312958
7, , ,"[TRVch# 693 Dt:07/06/2017] , Billno-KLU04201052017-002",1,34144,0,0,34144
8, , ,"[TRVch# 694 Dt:07/06/2017] , Billno-KLU04201052017-003",1,21062,0,1975,19087
9, ,08-2202-01-101-03-S00N-V-N-02-WAGES,Total,2,12810,0,0,12810
10, , ,"[TRVch# 957 Dt:22/06/2017] , Billno-KLU042012017100013",1,6300,0,0,6300
11, , ,"[TRVch# 958 Dt:22/06/2017] , Billno-KLU042012017100014",1,6510,0,0,6510
12, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,1042040,314000,63147,664893
13, , ,"[TRVch# 695 Dt:07/06/2017] , Billno-KLU04201052017-004",1,76165,43000,6337,26828
14, , ,"[TRVch# 696 Dt:07/06/2017] , Billno-KLU04201052017-005",1,760649,271000,32299,457350
15, , ,"[TRVch# 697 Dt:07/06/2017] , Billno-KLU04201052017-006",1,205226,0,24511,180715
0,Grand Total, , ,9,2252221,460000,71669,1720552
1,KLU04-201-GSSS HARIPUR,Total, ,9,2252221,460000,71669,1720552
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,3,554540,146000,8522,400018
3, , ,"[TRVch# 665 Dt:07/07/2017] , Billno-KLU04201062017-001",1,499334,146000,6547,346787
4, , ,"[TRVch# 666 Dt:07/07/2017] , Billno-KLU04201062017-002",1,34144,0,0,34144
5, , ,"[TRVch# 667 Dt:07/07/2017] , Billno-KLU04201062017-003",1,21062,0,1975,19087
6, ,08-2202-01-101-03-S00N-V-N-02-WAGES,Total,1,6300,0,0,6300
7, , ,"[TRVch# 953 Dt:21/07/2017] , Billno-KLU042012017100022",1,6300,0,0,6300
8, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,1042475,314000,63147,665328
9, , ,"[TRVch# 668 Dt:07/07/2017] , Billno-KLU04201062017-004",1,76165,43000,6337,26828
10, , ,"[TRVch# 669 Dt:07/07/2017] , Billno-KLU04201062017-005",1,761084,271000,32299,457785
11, , ,"[TRVch# 670 Dt:07/07/2017] , Billno-KLU04201062017-006",1,205226,0,24511,180715
12, ,29-2071-01-104-02-S00N-V-N-38-PENSIONS,Total,1,19166,0,0,19166
13, , ,"[TRVch# 129 Dt:21/07/2017] , Billno-KLU042012017100020",1,19166,0,0,19166
14, ,29-2071-01-115-01-S00N-V-N-38-PENSIONS,Total,1,629740,0,0,629740
15, , ,"[TRVch# 128 Dt:21/07/2017] , Billno-KLU042012017100021",1,629740,0,0,629740
0,Grand Total, , ,8,4588054,447000,71819,4069235
1,KLU04-201-GSSS HARIPUR,Total, ,8,4588054,447000,71819,4069235
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,1,3000000,0,0,3000000
3, , ,"[TRVch# 292 Dt:31/08/2017] , Billno-KLU042012017100024",1,3000000,0,0,3000000
4, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,3,536272,146000,8522,381750
