DDO Code,DDO Name
001,001-S.D.O.(CIVIL) KARSOG
002,002-BLOCK MEDICAL OFFICER KARSOG
003,003-C.D.P.O. KARSOG
004,004-BLOCK DEV.OFFICER KARSOG
005,005-SUB POST MASTER KARSOG
006,006-CIVIL JUDGE (JR DIVISION) KARSOG
007,007-APP CUM LAW OFFICER KARSOG
008,008-E.O. PANCHYAT SAMITI KARSOG
013,013-SUB-DIV.AYURVEDIC OFFICER KSG
014,014-AE PWD SUB DIV CHURAG
015,015-AE PWD SUB DIV PANGNA
016,016-AE PWD SUB DIV KARSOG
017,017-AE PWD SUB DIV CHHATRI
018,018-AE IPH SUB DIV CHHATTRI
019,019-AE IPH SUB DIV CHURAG
020,020-AE IPH SUB DIV KARSOG
021,021-SUBJECT MATTER SPECIALIST HORTICULTURE KARSOG
051,051-DY. DIRECTOR HORT MANDI
200,200-PR SSS KARSOG
201,201-PR GSSS TEBBEN
202,202-PR GSSS SERI BANGLOW
203,203-GSSS KHANEL BAGRA
204,204-PR GSSS CHURAG
205,205-PR SSS PANGNA
206,206-PR.SSS BAGSHAD
207,207-GSSS JASSAL
208,208-PR GSSS MAHOG
209,209-BEEO KARSOG I
210,210-BEEO II KARSOG
211,211-PR GSSS MAHUNAG
212,212-GSSS CHHATRI
213,213-PR GOVT COLLEGE KARSOG
214,214-HM GHS KANDA
215,215-PR GSSS SOMA KOTHI
216,216-GSSS SAINJ BAGRA
217,217-GSSS SORSHAN
218,218-GSSS KAO
219,219-PR GSSS TATAPANI
220,220-GSSS SHAKRA
221,221-GSSS BEHANI
222,222-HM GHS KUNHOO
223,223-GSSS NANJ
224,224-HM GHS MAINDI
225,225-GSSS ALSINDI
226,226-GSSS POKHI
227,227-GSSS KHEEL
228,228-GSSS BAKHROT
229,229-GSSS BANTHAL
230,230-PR GSSS BAREOGGI
231,231-PR GSSS MEHARIDHAR
232,232-PR GSSS SHANKARDEHRA
233,233-GSSS KASHAUHAL
234,234-PRINCIPAL GSSS MAROTHI
235,235-PRINCIPAL ITI KARSOG
236,236-PRINCIPAL GSSS GAWALPUR
237,237-PRINCIPAL GSSS KUTHED
238,238-PRINCIPAL GSSS PORLA
239,239-PRINCIPAL GSSS SHAINDHAL
500,500-DISTRICT TREASURY OFFICER MANDI
505,505-CHIEF MEDICAL OFFICER
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
510,510-SUPERINTENDENT OF POLICE
515,515-ASSTT.REGISTRAR COOP. SOC. MANDI
519,519-DISTRICT WELFARE OFFICER MANDI
523,523-DISTRICT ATTORNEY MANDI
525,525-DEPUTY DIRECTOR AGRICULTURE
529,"529-District Food & Supplies Controller, Mandi."
534,534-MINING OFFICER MANDI
537,537-TEHSILDAR KARSOG
602,"602-E.E. PWD DIVISION, KARSOG"
603,"603-E.E. PWD DIVISION, SUNDERNAGAR"
662,662-E.E. PWD MECH.DIVISION KULLU
685,685-E E GOHAR DIVISION
764,764-XEN IPH DIV KARSOG
817,817-FOREST DIVISION KARSOG
864,864-DFO Wild Life Kullu
950,950-CHIEF ELECTRICAL INSPECTOR
952,952-CONTROLLER PRINTING AND STATIONARY
959,959-NUR INSPECTOR AND CERTIFICATION OFFICER
960,960-SR PLANT PROT. OFFICER SHIMLA
970,970-DIRECTOR COMPOSITE TESTING LAB KANDAGHAT
