DDODesc,MAJOR,RECEIPTHEAD,BOOKDATE,Tenderer,Challan,NETRECEIPT
Grand Total, , , , ,257,7510862
SOL05-002-CIVIL JUDGE (JR DIVISION) NALAGARH,Total, , , ,257,7510862
 ,0070-OTHER ADMINISTRATIVE SERVICES,Total, , ,221,3203044
 , ,0070-01-102-01-FINES AND FOREFEITURES,Total, ,220,3164932
 , , ,10/04/2017,Total,1,6000
 , , , ,[F0070000003] ACJM NLG FINE,1,6000
 , , ,20/04/2017,Total,2,16200
 , , , ,[F0070000006] ACJM NLG FINE,1,12200
 , , , ,[F0070000010] ACJM NLG FINE,1,4000
 , , ,29/04/2017,Total,6,26200
 , , , ,[F0070000012] ACJM NLG FINE,1,11000
 , , , ,[F0070000014] ACJM NLG FINE,1,2200
 , , , ,[F0070000015] ACJM NLG FINE,1,5000
 , , , ,[F0070000016] ACJM NLG FINE,1,2000
 , , , ,[F0070000019] ACJM NLG FINE,1,4000
 , , , ,[F0070000020] ACJM NLG FINE,1,2000
 , , ,22/05/2017,Total,8,49500
 , , , ,[G0070000001] ACJM NLG FINE,1,12300
 , , , ,[G0070000004] ACJM NLG FINE,1,10000
 , , , ,[G0070000005] ACJM NLG FINE,1,3000
 , , , ,[G0070000006] ADD CHIEF JUDICIAL MAGISTRATE NLG FINE,1,15700
 , , , ,[G0070000007] ACJM NLG FINE,1,4000
 , , , ,[G0070000008] ACJM NLG FINE,1,1000
 , , , ,[G0070000009] ACJM NLG FINE,1,1500
 , , , ,[G0070000010] ACJM NLG FINE,1,2000
 , , ,31/05/2017,Total,4,14450
 , , , ,[G0070000012] ACJM NLG FINE,1,2000
 , , , ,[G0070000013] ACJM NLG FINE,1,6950
 , , , ,[G0070000015] ACJM NLG FINE,1,2500
 , , , ,[G0070000019] ACJM NLG FINE,1,3000
 , , ,08/06/2017,Total,2,7000
 , , , ,[H0070000002] ACJM NLG FINE,1,3000
 , , , ,[H0070000003] ACJM NLG FINE,1,4000
 , , ,22/06/2017,Total,10,238300
 , , , ,[H0070000004] ACJM NLG FINE,1,24300
 , , , ,[H0070000008] ACJM NLG FINE,1,4700
 , , , ,[H0070000010] ACJM NLG FINE,1,9300
 , , , ,[H0070000013] ACJM NLG FINE,1,153700
 , , , ,[H0070000014] ACJM NLG FINE,1,3500
 , , , ,[H0070000015] ACJM NLG FINE,1,7900
 , , , ,[H0070000016] ACJM NLG FINE,1,7800
 , , , ,[H0070000018] ACJM NLG FINE,1,10200
 , , , ,[H0070000020] ACJM NLG FINE,1,6900
 , , , ,[H0070000022] ACJM NLG FINE,1,10000
 , , ,10/07/2017,Total,1,254100
 , , , ,[I0070000001] ACJM NLG FINE,1,254100
 , , ,21/07/2017,Total,12,146950
 , , , ,[I0070000002] ACJM NLG FINE,1,11800
 , , , ,[I0070000005] ACJM NLG FINE,1,10800
 , , , ,[I0070000007] ACJM NLG FINE,1,41950
 , , , ,[I0070000008] ACJM NLG FINE,1,12600
 , , , ,[I0070000009] ACJM NLG FINE,1,9400
 , , , ,[I0070000011] ACJM NLG FINE,1,900
 , , , ,[I0070000013] ACJM NLG FINE,1,4400
 , , , ,[I0070000014] ACJM NLG FINE,1,4200
 , , , ,[I0070000015] ACJM NLG FINE,1,13200
 , , , ,[I0070000016] CIVIL JUDGE SR DIVN NLG FEE,1,13400
 , , , ,[I0070000017] ACJM NLG FINE,1,4300
 , , , ,[I0070000018] ACJM NLG FINE,1,20000
 , , ,31/07/2017,Total,6,27500
 , , , ,[I0070000023] ACJM NLG FINE,1,400
 , , , ,[I0070000025] ACJM NLG FINE,1,13300
 , , , ,[I0070000027] ACJM NLG FINE,1,2200
 , , , ,[I0070000038] ADD CHIEF JUDICIAL MAGISTRARE NLG FINE,1,1400
 , , , ,[I0070000039] ACJM NLG FINE,1,200
 , , , ,[I0070000040] ACJM NLG FINE,1,10000
 , , ,10/08/2017,Total,5,35600
 , , , ,[J0070000003] ACJM NLG FINE,1,9000
 , , , ,[J0070000004] ACJM NLG FINE,1,14300
 , , , ,[J0070000006] ACJM NLG FINE,1,3000
 , , , ,[J0070000009] ACJM NLG FINE,1,4200
 , , , ,[J0070000010] ACJM NLG FINE,1,5100
 , , ,23/08/2017,Total,5,29400
 , , , ,[J0070000011] ADD CHIEF JUDICIAL MAGISTRATE NLG FINE,1,9300
 , , , ,[J0070000014] ACJM NLG FINE,1,4800
 , , , ,[J0070000015] ACJM NLG FINE,1,4300
 , , , ,[J0070000016] ACJM NLG FINE,1,4500
 , , , ,[J0070000018] ACJM NLG FINE,1,6500
 , , ,31/08/2017,Total,5,61600
 , , , ,[J0070000022] ACJM NLG FINE,1,28800
 , , , ,[J0070000026] ACJM NLG FINE,1,7600
 , , , ,[J0070000027] ACJM NLG FINE,1,4000
 , , , ,[J0070000032] ACJM NLG FINE,1,9000
 , , , ,[J0070000034] ACJM NLG FINE,1,12200
 , , ,08/09/2017,Total,1,1500
 , , , ,[K0070000002] ACJM NLG FINE,1,1500
 , , ,21/09/2017,Total,7,65200
 , , , ,[K0070000011] ACJM NLG FINE002,1,16000
 , , , ,[K0070000013] ACJM NLG FINE,1,2200
 , , , ,[K0070000014] ACJM NLG FINE,1,6900
 , , , ,[K0070000016] ACJM NLG FINE,1,3800
 , , , ,[K0070000017] ACJM NLG FINE,1,8400
 , , , ,[K0070000018] ACJM NLG FINE,1,3800
 , , , ,[K0070000020] ACJM NLG FINE,1,24100
 , , ,29/09/2017,Total,5,51000
 , , , ,[K0070000022] ACJM NLG FINE,1,16600
 , , , ,[K0070000024] ACJM NLG FINE,1,9300
 , , , ,[K0070000025] ACJM NLG FINE,1,3100
 , , , ,[K0070000027] CJ SR DIVN NLG FINE,1,9600
 , , , ,[K0070000029] CIVIL JUDGE SR DIVN NLG FINE,1,12400
 , , ,20/10/2017,Total,6,34600
 , , , ,[L0070000003] CJ SR DIVN NLG FINE,1,2000
 , , , ,[L0070000004] ADD CHIEF JUDICIAL MAGISTERRATE FINE,1,11000
 , , , ,[L0070000005] ADD CHIEF JUDICIAL MAGISTERATE FEE,1,10500
 , , , ,[L0070000006] CJ SR DIVN NLG FINE,1,6500
 , , , ,[L0070000007] ADD JUDICIAL MAGISTERATE FINE,1,2000
 , , , ,[L0070000008] CJM NALAGARH FINE,1,2600
 , , ,31/10/2017,Total,5,26600
 , , , ,[L0070000013] ADD JUDICIAL MAGISTERATE FINE,1,4100
 , , , ,[L0070000014] ADD CHIEF MAGISTERATE FINE,1,4500
 , , , ,[L0070000015] ADDL CHIEF MASITERATE FINE,1,1000
 , , , ,[L0070000019] ADDL CHIEF MAGISTERATE FINE,1,7000
 , , , ,[L0070000020] ADDL CHIEF MAGISTERATE FINE,1,10000
 , , ,22/11/2017,Total,4,8500
 , , , ,[M0070000005] ADDL JUDICAIL MAGISTERATE FINE,1,1600
 , , , ,[M0070000008] ADDL JUDGE NALAGARH FINE,1,1800
 , , , ,[M0070000009] ADDL CHIEF JUDICIAL MAGISTERATE FINE,1,1500
 , , , ,[M0070000010] ADDL CHIEF JUDICIAL MAGISTERATE FINE,1,3600
 , , ,30/11/2017,Total,3,134600
 , , , ,[M0070000012] ADDL CHIEF MAGISTERATE NLG FINE,1,117900
 , , , ,[M0070000015] ADD CJM NALAGARH FINE,1,13400
 , , , ,[M0070000016] ADD CJM NALAGARH FINE,1,3300
 , , ,21/12/2017,Total,11,70250
 , , , ,[N0070000006] SR CICIL JUDGE NALAGARH FINE,1,14500
 , , , ,[N0070000007] ADD CHIEF MAGISTERATE NLG FINE,1,6500
 , , , ,[N0070000008] ADD CJ M NALAGARH FINE,1,1900
 , , , ,[N0070000009] SR CIVIL JUDGE NLG FINE,1,1900
 , , , ,[N0070000010] SR CJM NLG FINE,1,14000
 , , , ,[N0070000014] SR CIVIL JUDGE NLG FINE,1,6100
 , , , ,[N0070000015] ADD CHIEF JUDICIAL MAGISTERATE NLG FINE,1,750
 , , , ,[N0070000017] ADD CHIEF JUDICIAL MAGISTERATE NLG FINE,1,4700
 , , , ,[N0070000018] ADD C J M FINE,1,1600
 , , , ,[N0070000020] ADD CJM FINE,1,6400
 , , , ,[N0070000021] ADD CHIEF JUDICAIL MAGISTERATE NLG FINE,1,11900
 , , ,30/12/2017,Total,4,69900
 , , , ,[N0070000025] ADD CHIEF MAGISTERATE NLG FINE,1,52000
 , , , ,[N0070000027] ADD CHIEF MAGISTERATE NLG FINE,1,4000
 , , , ,[N0070000030] ADD CHIEF MAGISTERATE NLG FINE,1,12400
 , , , ,[N0070000031] ADDL CHIEF MAGISTERATE NL FINE,1,1500
 , , ,10/01/2018,Total,2,5600
