,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,7,1750000,0,0,1750000
1,SML01-001-S.P.M. CHAROLI,Total, ,7,1750000,0,0,1750000
2, ,00-8658-00-102-19-S00N-V-N-00- ,Total,7,1750000,0,0,1750000
3, , ,"[TRVch# 70 Dt:29/04/2017] , Billno-SML010011748658002",1,100000,0,0,100000
4, , ,"[TRVch# 71 Dt:29/04/2017] , Billno-SML010011748658003",1,100000,0,0,100000
5, , ,"[TRVch# 72 Dt:29/04/2017] , Billno-SML010011748658004",1,100000,0,0,100000
6, , ,"[TRVch# 73 Dt:29/04/2017] , Billno-SML010011748658005",1,100000,0,0,100000
7, , ,"[TRVch# 74 Dt:29/04/2017] , Billno-SML010011748658006",1,1000000,0,0,1000000
8, , ,"[TRVch# 75 Dt:29/04/2017] , Billno-SML010011748658007",1,300000,0,0,300000
9, , ,"[TRVch# 76 Dt:29/04/2017] , Billno-SML010011748658008",1,50000,0,0,50000
0,Grand Total, , ,7,1650060,0,60,1650000
1,SML01-001-S.P.M. CHAROLI,Total, ,7,1650060,0,60,1650000
2, ,00-8658-00-102-19-S00N-V-N-00- ,Total,6,1650000,0,0,1650000
3, , ,"[TRVch# 31 Dt:31/05/2017] , Billno-SML010011758658001",1,200000,0,0,200000
4, , ,"[TRVch# 32 Dt:31/05/2017] , Billno-SML010011758658002",1,800000,0,0,800000
5, , ,"[TRVch# 33 Dt:31/05/2017] , Billno-SML010011758658003",1,300000,0,0,300000
6, , ,"[TRVch# 34 Dt:31/05/2017] , Billno-SML010011758658004",1,100000,0,0,100000
7, , ,"[TRVch# 35 Dt:31/05/2017] , Billno-SML010011758658005",1,100000,0,0,100000
8, , ,"[TRVch# 36 Dt:31/05/2017] , Billno-SML010011758658006",1,150000,0,0,150000
9, ,05-2030-01-101-01-S00N-V-N-20-OTHER CHARGES,Total,1,60,0,60,0
10, , ,"[TRVch# 35 Dt:31/05/2017] , Billno-SML010011752030004",1,60,0,60,0
0,Grand Total, , ,1,40000,0,0,40000
1,SML01-001-S.P.M. CHAROLI,Total, ,1,40000,0,0,40000
2, ,00-8658-00-102-19-S00N-V-N-00- ,Total,1,40000,0,0,40000
3, , ,"[TRVch# 22 Dt:30/06/2017] , Billno-SML010011768658001",1,40000,0,0,40000
0,Grand Total, , ,6,610000,0,0,610000
1,SML01-001-S.P.M. CHAROLI,Total, ,6,610000,0,0,610000
2, ,00-8658-00-102-19-S00N-V-N-00- ,Total,6,610000,0,0,610000
3, , ,"[TRVch# 28 Dt:31/07/2017] , Billno-SML010011778658001",1,100000,0,0,100000
4, , ,"[TRVch# 29 Dt:31/07/2017] , Billno-SML010011778658002",1,100000,0,0,100000
5, , ,"[TRVch# 30 Dt:31/07/2017] , Billno-SML010011778658003",1,50000,0,0,50000
6, , ,"[TRVch# 31 Dt:31/07/2017] , Billno-SML010011778658004",1,160000,0,0,160000
7, , ,"[TRVch# 32 Dt:31/07/2017] , Billno-SML010011778658005",1,150000,0,0,150000
8, , ,"[TRVch# 33 Dt:31/07/2017] , Billno-SML010011778658006",1,50000,0,0,50000
0,Grand Total, , ,1,250000,0,0,250000
1,SML01-001-S.P.M. CHAROLI,Total, ,1,250000,0,0,250000
2, ,00-8658-00-102-19-S00N-V-N-00- ,Total,1,250000,0,0,250000
3, , ,"[TRVch# 3 Dt:05/08/2017] , Billno-SML010011788658001",1,250000,0,0,250000
0,Grand Total, , ,4,1700000,0,0,1700000
