,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,3,198397,60000,105,138292
1,KLU02-220-PRINCIPAL GSSS KUTWA,Total, ,3,198397,60000,105,138292
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,91256,0,15,91241
3, , ,"[TRVch# 423 Dt:06/04/2017] , Billno-KLU02220032017-001",1,74722,0,15,74707
4, , ,"[TRVch# 424 Dt:06/04/2017] , Billno-KLU02220032017-002",1,16534,0,0,16534
5, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,1,107141,60000,90,47051
6, , ,"[TRVch# 425 Dt:06/04/2017] , Billno-KLU02220032017-003",1,107141,60000,90,47051
0,Grand Total, , ,6,1037739,65000,5090,967649
1,KLU02-220-PRINCIPAL GSSS KUTWA,Total, ,6,1037739,65000,5090,967649
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,1,400000,0,0,400000
3, , ,"[TRVch# 392 Dt:31/05/2017] , Billno-KLU022202017100006",1,400000,0,0,400000
4, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,67969,0,0,67969
5, , ,"[TRVch# 519 Dt:08/05/2017] , Billno-KLU02220042017-001",1,50535,0,0,50535
6, , ,"[TRVch# 520 Dt:08/05/2017] , Billno-KLU02220042017-002",1,17434,0,0,17434
7, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,1,108497,65000,5090,38407
8, , ,"[TRVch# 521 Dt:08/05/2017] , Billno-KLU02220042017-003",1,108497,65000,5090,38407
9, ,29-2071-01-104-02-S00N-V-N-38-PENSIONS,Total,1,209423,0,0,209423
10, , ,"[TRVch# 112 Dt:31/05/2017] , Billno-KLU022202017100001",1,209423,0,0,209423
11, ,29-2071-01-115-01-S00N-V-N-38-PENSIONS,Total,1,251850,0,0,251850
12, , ,"[TRVch# 111 Dt:31/05/2017] , Billno-KLU022202017100003",1,251850,0,0,251850
0,Grand Total, , ,3,195977,65000,6906,124071
1,KLU02-220-PRINCIPAL GSSS KUTWA,Total, ,3,195977,65000,6906,124071
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,87480,0,1816,85664
3, , ,"[TRVch# 539 Dt:07/06/2017] , Billno-KLU02220052017-001",1,50535,0,0,50535
4, , ,"[TRVch# 540 Dt:07/06/2017] , Billno-KLU02220052017-002",1,36945,0,1816,35129
5, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,1,108497,65000,5090,38407
6, , ,"[TRVch# 541 Dt:07/06/2017] , Billno-KLU02220052017-003",1,108497,65000,5090,38407
0,Grand Total, , ,6,841810,65000,6915,769895
1,KLU02-220-PRINCIPAL GSSS KUTWA,Total, ,6,841810,65000,6915,769895
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,1,621517,0,0,621517
3, , ,"[TRVch# 401 Dt:31/07/2017] , Billno-KLU022202017100007",1,621517,0,0,621517
4, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,3,106136,0,1825,104311
5, , ,"[TRVch# 514 Dt:07/07/2017] , Billno-KLU02220062017-001",1,66165,0,9,66156
6, , ,"[TRVch# 515 Dt:07/07/2017] , Billno-KLU02220062017-002",1,36945,0,1816,35129
7, , ,"[TRVch# 998 Dt:31/07/2017] , Billno-KLU022202017100009",1,3026,0,0,3026
8, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,1,109507,65000,5090,39417
9, , ,"[TRVch# 516 Dt:07/07/2017] , Billno-KLU02220062017-003",1,109507,65000,5090,39417
10, ,29-2071-01-104-02-S00N-V-N-38-PENSIONS,Total,1,4650,0,0,4650
11, , ,"[TRVch# 157 Dt:31/07/2017] , Billno-KLU022202017100008",1,4650,0,0,4650
0,Grand Total, , ,3,212617,65000,6915,140702
1,KLU02-220-PRINCIPAL GSSS KUTWA,Total, ,3,212617,65000,6915,140702
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,103110,0,1825,101285
3, , ,"[TRVch# 369 Dt:05/08/2017] , Billno-KLU02220072017-001",1,66165,0,9,66156
4, , ,"[TRVch# 370 Dt:05/08/2017] , Billno-KLU02220072017-002",1,36945,0,1816,35129
5, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,1,109507,65000,5090,39417
6, , ,"[TRVch# 371 Dt:05/08/2017] , Billno-KLU02220072017-003",1,109507,65000,5090,39417
0,Grand Total, , ,3,215445,65000,6915,143530
1,KLU02-220-PRINCIPAL GSSS KUTWA,Total, ,3,215445,65000,6915,143530
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,104063,0,1825,102238
3, , ,"[TRVch# 373 Dt:05/09/2017] , Billno-KLU02220082017-001",1,66755,0,9,66746
4, , ,"[TRVch# 374 Dt:05/09/2017] , Billno-KLU02220082017-002",1,37308,0,1816,35492
5, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,1,111382,65000,5090,41292
6, , ,"[TRVch# 375 Dt:05/09/2017] , Billno-KLU02220082017-003",1,111382,65000,5090,41292
0,Grand Total, , ,8,330660,121579,12309,196772
1,KLU02-220-PRINCIPAL GSSS KUTWA,Total, ,8,330660,121579,12309,196772
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,4,110811,0,4689,106122
3, , ,"[TRVch# 1466 Dt:31/10/2017] , Billno-KLU022202017100004",1,2961,0,0,2961
4, , ,"[TRVch# 1468 Dt:31/10/2017] , Billno-KLU022202017100011",1,2934,0,0,2934
5, , ,"[TRVch# 598 Dt:09/10/2017] , Billno-KLU02220092017-001",1,67295,0,9,67286
6, , ,"[TRVch# 599 Dt:09/10/2017] , Billno-KLU02220092017-002",1,37621,0,4680,32941
7, ,08-2202-01-101-03-S00N-V-N-03-TRAVEL EXPENSES,Total,1,12817,0,0,12817
8, , ,"[TRVch# 1470 Dt:31/10/2017] , Billno-KLU022202017100015",1,12817,0,0,12817
9, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,207032,121579,7620,77833
10, , ,"[TRVch# 1467 Dt:31/10/2017] , Billno-KLU022202017100005",1,12064,12064,0,0
11, , ,"[TRVch# 1469 Dt:31/10/2017] , Billno-KLU022202017100014",1,14515,14515,0,0
12, , ,"[TRVch# 600 Dt:09/10/2017] , Billno-KLU02220092017-003",1,180453,95000,7620,77833
0,Grand Total, , ,3,285669,95000,12309,178360
1,KLU02-220-PRINCIPAL GSSS KUTWA,Total, ,3,285669,95000,12309,178360
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,104916,0,4689,100227
3, , ,"[TRVch# 542 Dt:06/11/2017] , Billno-KLU02220102017-001",1,67295,0,9,67286
4, , ,"[TRVch# 543 Dt:06/11/2017] , Billno-KLU02220102017-002",1,37621,0,4680,32941
5, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,1,180753,95000,7620,78133
6, , ,"[TRVch# 544 Dt:06/11/2017] , Billno-KLU02220102017-003",1,180753,95000,7620,78133
0,Grand Total, , ,4,291866,95000,12949,183917
1,KLU02-220-PRINCIPAL GSSS KUTWA,Total, ,4,291866,95000,12949,183917
2, ,00-8011-00-107-02-S00N-V-N-00- ,Total,1,4204,0,0,4204
3, , ,"[TRVch# 35 Dt:30/12/2017] , Billno-KLU022202017100017",1,4204,0,0,4204
4, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,104916,0,5089,99827
5, , ,"[TRVch# 374 Dt:05/12/2017] , Billno-KLU02220112017-001",1,67295,0,249,67046
6, , ,"[TRVch# 375 Dt:05/12/2017] , Billno-KLU02220112017-002",1,37621,0,4840,32781
7, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,1,182746,95000,7860,79886
8, , ,"[TRVch# 376 Dt:05/12/2017] , Billno-KLU02220112017-003",1,182746,95000,7860,79886
0,Grand Total, , ,3,290339,95000,12309,183030
1,KLU02-220-PRINCIPAL GSSS KUTWA,Total, ,3,290339,95000,12309,183030
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,105333,0,4689,100644
3, , ,"[TRVch# 546 Dt:09/01/2018] , Billno-KLU02220122017-001",1,67295,0,9,67286
4, , ,"[TRVch# 547 Dt:09/01/2018] , Billno-KLU02220122017-002",1,38038,0,4680,33358
5, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,1,185006,95000,7620,82386
6, , ,"[TRVch# 548 Dt:09/01/2018] , Billno-KLU02220122017-003",1,185006,95000,7620,82386
0,Grand Total, , ,8,322038,108171,12477,201390
1,KLU02-220-PRINCIPAL GSSS KUTWA,Total, ,8,322038,108171,12477,201390
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,4,110623,0,4857,105766
3, , ,"[TRVch# 1392 Dt:28/02/2018] , Billno-KLU022202017100023",1,2430,0,0,2430
4, , ,"[TRVch# 1393 Dt:28/02/2018] , Billno-KLU022202017100024",1,1410,0,144,1266
5, , ,"[TRVch# 659 Dt:07/02/2018] , Billno-KLU02220012018-001",1,68510,0,9,68501
6, , ,"[TRVch# 660 Dt:07/02/2018] , Billno-KLU02220012018-002",1,38273,0,4704,33569
7, ,08-2202-01-101-03-S00N-V-N-03-TRAVEL EXPENSES,Total,1,9002,0,0,9002
8, , ,"[TRVch# 1244 Dt:23/02/2018] , Billno-KLU022202017100019",1,9002,0,0,9002
9, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,2,200413,108171,7620,84622
10, , ,"[TRVch# 1394 Dt:28/02/2018] , Billno-KLU022202017100025",1,13171,13171,0,0
11, , ,"[TRVch# 661 Dt:07/02/2018] , Billno-KLU02220012018-003",1,187242,95000,7620,84622
