,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,5,628081,111000,24707,492374
1,SOL01-209-GSSS BALERA TEH ARKI,Total, ,5,628081,111000,24707,492374
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,86604,0,2011,84593
3, , ,"[TRVch# 189 Dt:10/04/2017] , Billno-SOL01209032017-001",1,65567,0,5,65562
4, , ,"[TRVch# 190 Dt:10/04/2017] , Billno-SOL01209032017-002",1,21037,0,2006,19031
5, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,541477,111000,22696,407781
6, , ,"[TRVch# 191 Dt:10/04/2017] , Billno-SOL01209032017-003",1,73408,15000,120,58288
7, , ,"[TRVch# 192 Dt:10/04/2017] , Billno-SOL01209032017-004",1,290964,96000,5409,189555
8, , ,"[TRVch# 193 Dt:10/04/2017] , Billno-SOL01209032017-005",1,177105,0,17167,159938
0,Grand Total, , ,15,1253981,180540,35409,1038032
1,SOL01-209-GSSS BALERA TEH ARKI,Total, ,15,1253981,180540,35409,1038032
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,1,450000,0,0,450000
3, , ,"[TRVch# 218 Dt:22/05/2017] , Billno-SOL012092017100009",1,450000,0,0,450000
4, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,4,92934,0,2281,90653
5, , ,"[TRVch# 1446 Dt:22/05/2017] , Billno-SOL012092017100002",1,930,0,0,930
6, , ,"[TRVch# 1447 Dt:22/05/2017] , Billno-SOL012092017100003",1,2351,0,234,2117
7, , ,"[TRVch# 296 Dt:09/05/2017] , Billno-SOL01209042017-001",1,68353,0,15,68338
8, , ,"[TRVch# 297 Dt:09/05/2017] , Billno-SOL01209042017-002",1,21300,0,2032,19268
9, ,08-2202-01-800-05-S00N-V-P-41-GIA GENERAL (Salary),Total,1,27180,0,0,27180
10, , ,"[TRVch# 1451 Dt:22/05/2017] , Billno-SOL012092017100010",1,27180,0,0,27180
11, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,7,674367,180540,33128,460699
12, , ,"[TRVch# 1445 Dt:22/05/2017] , Billno-SOL012092017100011",1,70147,30000,60,40087
13, , ,"[TRVch# 1448 Dt:22/05/2017] , Billno-SOL012092017100005",1,24323,23170,0,1153
14, , ,"[TRVch# 1449 Dt:22/05/2017] , Billno-SOL012092017100006",1,20019,0,2004,18015
15, , ,"[TRVch# 1453 Dt:22/05/2017] , Billno-SOL012092017100004",1,8370,8370,0,0
16, , ,"[TRVch# 298 Dt:09/05/2017] , Billno-SOL01209042017-003",1,74344,15000,1974,57370
17, , ,"[TRVch# 299 Dt:09/05/2017] , Billno-SOL01209042017-004",1,296291,104000,8768,183523
18, , ,"[TRVch# 300 Dt:09/05/2017] , Billno-SOL01209042017-005",1,180873,0,20322,160551
19, ,08-2202-02-109-01-S00N-V-N-02-WAGES,Total,1,6000,0,0,6000
20, , ,"[TRVch# 1450 Dt:22/05/2017] , Billno-SOL012092017100007",1,6000,0,0,6000
21, ,08-2202-02-109-01-S00N-V-N-05-OFFICE EXPENSES,Total,1,3500,0,0,3500
22, , ,"[TRVch# 1452 Dt:22/05/2017] , Billno-SOL012092017100008",1,3500,0,0,3500
0,Grand Total, , ,10,1335109,164000,38336,1132773
1,SOL01-209-GSSS BALERA TEH ARKI,Total, ,10,1335109,164000,38336,1132773
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,1,500000,0,0,500000
3, , ,"[TRVch# 40 Dt:08/06/2017] , Billno-SOL012092017100016",1,500000,0,0,500000
4, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,89653,0,2047,87606
5, , ,"[TRVch# 239 Dt:08/06/2017] , Billno-SOL01209052017-001",1,68353,0,15,68338
6, , ,"[TRVch# 240 Dt:08/06/2017] , Billno-SOL01209052017-002",1,21300,0,2032,19268
7, ,08-2202-01-800-05-S00N-V-P-41-GIA GENERAL (Salary),Total,1,27180,0,0,27180
8, , ,"[TRVch# 399 Dt:08/06/2017] , Billno-SOL012092017100013",1,27180,0,0,27180
9, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,4,652006,164000,36289,451717
10, , ,"[TRVch# 1202 Dt:22/06/2017] , Billno-SOL012092017100017",1,30351,15000,15,15336
11, , ,"[TRVch# 241 Dt:08/06/2017] , Billno-SOL01209052017-003",1,144491,45000,7184,92307
12, , ,"[TRVch# 242 Dt:08/06/2017] , Billno-SOL01209052017-004",1,296291,104000,8768,183523
13, , ,"[TRVch# 243 Dt:08/06/2017] , Billno-SOL01209052017-005",1,180873,0,20322,160551
14, ,08-2202-02-109-01-S00N-V-N-02-WAGES,Total,1,6510,0,0,6510
15, , ,"[TRVch# 400 Dt:08/06/2017] , Billno-SOL012092017100012",1,6510,0,0,6510
16, ,08-2202-02-800-01-S00N-V-N-41-GIA GENERAL (Salary),Total,1,59760,0,0,59760
17, , ,"[TRVch# 398 Dt:08/06/2017] , Billno-SOL012092017100014",1,59760,0,0,59760
0,Grand Total, , ,9,844551,179000,44605,620946
1,SOL01-209-GSSS BALERA TEH ARKI,Total, ,9,844551,179000,44605,620946
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,159793,24000,5513,130280
3, , ,"[TRVch# 202 Dt:10/07/2017] , Billno-SOL01209062017-001",1,138493,24000,3481,111012
4, , ,"[TRVch# 203 Dt:10/07/2017] , Billno-SOL01209062017-002",1,21300,0,2032,19268
5, ,08-2202-01-800-05-S00N-V-P-41-GIA GENERAL (Salary),Total,1,26500,0,0,26500
6, , ,"[TRVch# 1035 Dt:21/07/2017] , Billno-SOL012092017100019",1,26500,0,0,26500
7, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,4,622542,155000,39092,428450
8, , ,"[TRVch# 1033 Dt:21/07/2017] , Billno-SOL012092017100022",1,78268,30000,6060,42208
9, , ,"[TRVch# 204 Dt:10/07/2017] , Billno-SOL01209062017-003",1,70147,30000,5210,34937
10, , ,"[TRVch# 205 Dt:10/07/2017] , Billno-SOL01209062017-004",1,270852,95000,5326,170526
11, , ,"[TRVch# 206 Dt:10/07/2017] , Billno-SOL01209062017-005",1,203275,0,22496,180779
12, ,08-2202-02-109-01-S00N-V-N-02-WAGES,Total,1,6300,0,0,6300
13, , ,"[TRVch# 1034 Dt:21/07/2017] , Billno-SOL012092017100020",1,6300,0,0,6300
14, ,08-2202-02-800-01-S00N-V-N-41-GIA GENERAL (Salary),Total,1,29416,0,0,29416
15, , ,"[TRVch# 1036 Dt:21/07/2017] , Billno-SOL012092017100018",1,29416,0,0,29416
0,Grand Total, , ,7,847421,179000,44605,623816
1,SOL01-209-GSSS BALERA TEH ARKI,Total, ,7,847421,179000,44605,623816
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,159843,24000,5513,130330
3, , ,"[TRVch# 230 Dt:10/08/2017] , Billno-SOL01209072017-001",1,138543,24000,3481,111062
4, , ,"[TRVch# 231 Dt:10/08/2017] , Billno-SOL01209072017-002",1,21300,0,2032,19268
5, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,4,681068,155000,39092,486976
6, , ,"[TRVch# 1323 Dt:31/08/2017] , Billno-SOL012092017100024",1,56943,0,0,56943
7, , ,"[TRVch# 232 Dt:10/08/2017] , Billno-SOL01209072017-003",1,148465,60000,11270,77195
8, , ,"[TRVch# 233 Dt:10/08/2017] , Billno-SOL01209072017-004",1,272235,95000,5326,171909
9, , ,"[TRVch# 234 Dt:10/08/2017] , Billno-SOL01209072017-005",1,203425,0,22496,180929
10, ,08-2202-02-109-01-S00N-V-N-02-WAGES,Total,1,6510,0,0,6510
11, , ,"[TRVch# 1324 Dt:31/08/2017] , Billno-SOL012092017100025",1,6510,0,0,6510
0,Grand Total, , ,8,904692,179000,44759,680933
1,SOL01-209-GSSS BALERA TEH ARKI,Total, ,8,904692,179000,44759,680933
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,161917,24000,5513,132404
3, , ,"[TRVch# 212 Dt:08/09/2017] , Billno-SOL01209082017-001",1,140267,24000,3481,112786
4, , ,"[TRVch# 213 Dt:08/09/2017] , Billno-SOL01209082017-002",1,21650,0,2032,19618
5, ,08-2202-01-800-05-S00N-V-P-41-GIA GENERAL (Salary),Total,1,31800,0,0,31800
6, , ,"[TRVch# 1093 Dt:21/09/2017] , Billno-SOL012092017100028",1,31800,0,0,31800
7, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,669165,155000,39246,474919
8, , ,"[TRVch# 214 Dt:08/09/2017] , Billno-SOL01209082017-003",1,150947,60000,11270,79677
9, , ,"[TRVch# 215 Dt:08/09/2017] , Billno-SOL01209082017-004",1,309805,95000,5326,209479
10, , ,"[TRVch# 216 Dt:08/09/2017] , Billno-SOL01209082017-005",1,208413,0,22650,185763
11, ,08-2202-02-109-01-S00N-V-N-02-WAGES,Total,1,6510,0,0,6510
12, , ,"[TRVch# 1092 Dt:21/09/2017] , Billno-SOL012092017100026",1,6510,0,0,6510
13, ,08-2202-02-800-01-S00N-V-N-41-GIA GENERAL (Salary),Total,1,35300,0,0,35300
14, , ,"[TRVch# 1094 Dt:21/09/2017] , Billno-SOL012092017100029",1,35300,0,0,35300
0,Grand Total, , ,13,992233,228686,49500,714047
1,SOL01-209-GSSS BALERA TEH ARKI,Total, ,13,992233,228686,49500,714047
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,4,178493,31432,5891,141170
3, , ,"[TRVch# 1293 Dt:20/10/2017] , Billno-SOL012092017100030",1,11036,7432,0,3604
4, , ,"[TRVch# 1311 Dt:20/10/2017] , Billno-SOL012092017100031",1,2808,0,280,2528
5, , ,"[TRVch# 246 Dt:10/10/2017] , Billno-SOL01209092017-001",1,141991,24000,3481,114510
6, , ,"[TRVch# 247 Dt:10/10/2017] , Billno-SOL01209092017-002",1,22658,0,2130,20528
7, ,08-2202-01-800-05-S00N-V-P-41-GIA GENERAL (Salary),Total,1,33420,0,0,33420
8, , ,"[TRVch# 1290 Dt:20/10/2017] , Billno-SOL012092017100036",1,33420,0,0,33420
9, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,6,736980,197254,43609,496117
10, , ,"[TRVch# 1292 Dt:20/10/2017] , Billno-SOL012092017100033",1,26478,24494,0,1984
11, , ,"[TRVch# 1294 Dt:20/10/2017] , Billno-SOL012092017100034",1,27045,0,2701,24344
12, , ,"[TRVch# 1900 Dt:31/10/2017] , Billno-SOL012092017100038",1,19864,17760,2104,0
13, , ,"[TRVch# 248 Dt:10/10/2017] , Billno-SOL01209092017-003",1,155568,60000,11270,84298
14, , ,"[TRVch# 249 Dt:10/10/2017] , Billno-SOL01209092017-004",1,296198,95000,4543,196655
