,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,6,4228000,0,0,4228000
1,SML14-009-S.P.M. CHOPAL,Total, ,6,4228000,0,0,4228000
2, ,00-8658-00-102-19-S00N-V-N-00- ,Total,6,4228000,0,0,4228000
3, , ,"[TRVch# 58 Dt:29/04/2017] , Billno-SML140091748658001",1,55000,0,0,55000
4, , ,"[TRVch# 59 Dt:29/04/2017] , Billno-SML140091748658002",1,12500,0,0,12500
5, , ,"[TRVch# 60 Dt:29/04/2017] , Billno-SML140091748658003",1,80000,0,0,80000
6, , ,"[TRVch# 61 Dt:29/04/2017] , Billno-SML140091748658004",1,80500,0,0,80500
7, , ,"[TRVch# 62 Dt:29/04/2017] , Billno-SML140091748658005",1,3500000,0,0,3500000
8, , ,"[TRVch# 63 Dt:29/04/2017] , Billno-SML140091748658006",1,500000,0,0,500000
0,Grand Total, , ,6,1046000,0,0,1046000
1,SML14-009-S.P.M. CHOPAL,Total, ,6,1046000,0,0,1046000
2, ,00-8658-00-102-19-S00N-V-N-00- ,Total,6,1046000,0,0,1046000
3, , ,"[TRVch# 22 Dt:31/05/2017] , Billno-SML140091758658001",1,300000,0,0,300000
4, , ,"[TRVch# 23 Dt:31/05/2017] , Billno-SML140091758658002",1,500000,0,0,500000
5, , ,"[TRVch# 24 Dt:31/05/2017] , Billno-SML140091758658003",1,100000,0,0,100000
6, , ,"[TRVch# 25 Dt:31/05/2017] , Billno-SML140091758658004",1,60000,0,0,60000
7, , ,"[TRVch# 26 Dt:31/05/2017] , Billno-SML140091758658005",1,53000,0,0,53000
8, , ,"[TRVch# 27 Dt:31/05/2017] , Billno-SML140091758658006",1,33000,0,0,33000
0,Grand Total, , ,5,265000,0,0,265000
1,SML14-009-S.P.M. CHOPAL,Total, ,5,265000,0,0,265000
2, ,00-8658-00-102-19-S00N-V-N-00- ,Total,5,265000,0,0,265000
3, , ,"[TRVch# 23 Dt:30/06/2017] , Billno-SML140091768658001",1,68000,0,0,68000
4, , ,"[TRVch# 24 Dt:30/06/2017] , Billno-SML140091768658002",1,16000,0,0,16000
5, , ,"[TRVch# 25 Dt:30/06/2017] , Billno-SML140091768658003",1,21000,0,0,21000
6, , ,"[TRVch# 26 Dt:30/06/2017] , Billno-SML140091768658004",1,70000,0,0,70000
7, , ,"[TRVch# 27 Dt:30/06/2017] , Billno-SML140091768658005",1,90000,0,0,90000
0,Grand Total, , ,1,44000,0,0,44000
1,SML14-009-S.P.M. CHOPAL,Total, ,1,44000,0,0,44000
2, ,00-8658-00-102-19-S00N-V-N-00- ,Total,1,44000,0,0,44000
3, , ,"[TRVch# 35 Dt:31/07/2017] , Billno-SML140091778658001",1,44000,0,0,44000
0,Grand Total, , ,2,88000,0,0,88000
1,SML14-009-S.P.M. CHOPAL,Total, ,2,88000,0,0,88000
2, ,00-8658-00-102-19-S00N-V-N-00- ,Total,2,88000,0,0,88000
3, , ,"[TRVch# 2 Dt:05/08/2017] , Billno-SML140091788658001",1,60000,0,0,60000
4, , ,"[TRVch# 29 Dt:31/08/2017] , Billno-SML140091788658002",1,28000,0,0,28000
0,Grand Total, , ,2,78000,0,0,78000
1,SML14-009-S.P.M. CHOPAL,Total, ,2,78000,0,0,78000
2, ,00-8658-00-102-19-S00N-V-N-00- ,Total,2,78000,0,0,78000
3, , ,"[TRVch# 29 Dt:29/09/2017] , Billno-SML140091798658001",1,44000,0,0,44000
4, , ,"[TRVch# 30 Dt:29/09/2017] , Billno-SML140091798658002",1,34000,0,0,34000
0,Grand Total, , ,8,656500,0,0,656500
1,SML14-009-S.P.M. CHOPAL,Total, ,8,656500,0,0,656500
2, ,00-8658-00-102-19-S00N-V-N-00- ,Total,8,656500,0,0,656500
3, , ,"[TRVch# 2 Dt:06/10/2017] , Billno-SML140091708658001",1,60000,0,0,60000
4, , ,"[TRVch# 43 Dt:31/10/2017] , Billno-SML140091708658002",1,14500,0,0,14500
5, , ,"[TRVch# 44 Dt:31/10/2017] , Billno-SML140091708658003",1,89000,0,0,89000
6, , ,"[TRVch# 45 Dt:31/10/2017] , Billno-SML140091708658004",1,40000,0,0,40000
7, , ,"[TRVch# 46 Dt:31/10/2017] , Billno-SML140091708658005",1,140000,0,0,140000
8, , ,"[TRVch# 47 Dt:31/10/2017] , Billno-SML140091708658006",1,40500,0,0,40500
9, , ,"[TRVch# 48 Dt:31/10/2017] , Billno-SML140091708658007",1,100000,0,0,100000
10, , ,"[TRVch# 49 Dt:31/10/2017] , Billno-SML140091708658008",1,172500,0,0,172500
0,Grand Total, , ,9,1789500,0,0,1789500
1,SML14-009-S.P.M. CHOPAL,Total, ,9,1789500,0,0,1789500
2, ,00-8658-00-102-19-S00N-V-N-00- ,Total,9,1789500,0,0,1789500
3, , ,"[TRVch# 26 Dt:30/11/2017] , Billno-SML1400917A8658002",1,300000,0,0,300000
4, , ,"[TRVch# 27 Dt:30/11/2017] , Billno-SML1400917A8658003",1,500000,0,0,500000
5, , ,"[TRVch# 28 Dt:30/11/2017] , Billno-SML1400917A8658004",1,134000,0,0,134000
6, , ,"[TRVch# 29 Dt:30/11/2017] , Billno-SML1400917A8658005",1,180000,0,0,180000
7, , ,"[TRVch# 30 Dt:30/11/2017] , Billno-SML1400917A8658006",1,45000,0,0,45000
8, , ,"[TRVch# 31 Dt:30/11/2017] , Billno-SML1400917A8658007",1,222000,0,0,222000
9, , ,"[TRVch# 32 Dt:30/11/2017] , Billno-SML1400917A8658008",1,50000,0,0,50000
10, , ,"[TRVch# 33 Dt:30/11/2017] , Billno-SML1400917A8658009",1,300000,0,0,300000
11, , ,"[TRVch# 6 Dt:06/11/2017] , Billno-SML1400917A8658001",1,58500,0,0,58500
0,Grand Total, , ,9,749000,0,0,749000
1,SML14-009-S.P.M. CHOPAL,Total, ,9,749000,0,0,749000
