DDO Code,DDO Name
001,001-S.D.O.(CIVIL) RAMPUR
005,005-A.E. DEVELOPMENT RAMPUR
006,006-B.D.O. RAMPUR
007,007-ASSTT TOWN PLANNER RAMPUR
008,008-C.D.P.O. RAMPUR
009,009-S.E.2ND CIRCLE RAMPUR
010,010-CIVIL JUDGE (JR DIVISION) KINNAUR AT RAMPUR
011,011-SR. M.O. RAMPUR
016,016-R.O.SHEEP BREEDING JEORI
017,"017-ASSTT.SOIL CONS.OFFICER,RAMPUR"
018,018-PRINCIPAL ITI RAMPUR
021,021-LAND AQUISITION OFFICER RAMPUR
022,022-DISTT.& SES.JUDGE RAMPUR
023,023-DISTT.ATTORNEY KIN.AT RAMPUR
024,024-Sub Div. Ayur. Officer Nogli
025,025-SUBJECT MATTER SPECIALIST HORTICULTURE RAMPUR
026,026-AE PWD SUB DIV SARAHAN
027,027-AE PWD SUB DIV TAKLECH
028,028-AE PWD HORT SUB DIV NIRATH
029,029-AE PWD ELE SUB DIV RAMPUR
030,030-AE PWD NH SUB DIV RAMPUR
031,031-AE PWD NH SUB DIV JEORI
032,032-AE IPH SUB DIV I RAMPUR
033,033-AE IPH SUB DIV II RAMPUR
034,034-AE IPH SUB DIV SARAHAN
035,035-AE IPH SUB DIV TEKLECH
036,036-AE PWD SUB DIV NIRMAND
037,037-AE PWD SUB DIV BROW
038,038-AE PWD SUB DIV ANNI
039,039-AE PWD SUB DIV DALASH
040,040-AE PWD SUB DIV NITHAR
041,041-AE PWD SUB DIV I RAMPUR
043,043-AE PWD MECH SUB DIV NOGLI
044,044-BLOCK MEDICAL OFFICER RAMPUR
085,085-HOSPITAL OF MENTAL HEALTH
086,086-DEPUTY DIRECTOR HORTICULTURE SHIMLA
087,087-ADDITIONAL DISTRICT AND SESSION JUDGE KINNAUR AT RAMPUR
088,088-REGIONAL TRANSPORT OFFICER KINNAUR AT RAMPUR
200,200-DY. D.E.O. RAMPUR
201,201-GSSS JHAKRI
202,202-GSSS DOFDA
203,203-GSSS BOYS RAMPUR
204,204-GSSS GIRLS RAMPUR
205,205-PR.SSS SARAHAN
206,206-GSSS DONSA
207,207-GSSS JEORI
208,208-PR SSS DHAR-GAURA
209,209-PR SSS TAKLECH
210,210-GSSS NARAIN
