,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,12,12180,0,12180,0
1,KNG09-500-DISTRICT TREASURY OFFICER DHARAMSALA,Total, ,12,12180,0,12180,0
2, ,05-2030-01-101-01-S00N-V-N-20-OTHER CHARGES,Total,4,460,0,460,0
3, , ,"[TRVch# 147 Dt:29/04/2017] , Billno-KNG095001742030009",1,200,0,200,0
4, , ,"[TRVch# 149 Dt:29/04/2017] , Billno-KNG095001742030011",1,100,0,100,0
5, , ,"[TRVch# 50 Dt:21/04/2017] , Billno-KNG095001742030002",1,100,0,100,0
6, , ,"[TRVch# 51 Dt:21/04/2017] , Billno-KNG095001742030003",1,60,0,60,0
7, ,05-2030-02-102-01-S00N-V-N-20-OTHER CHARGES,Total,8,11720,0,11720,0
8, , ,"[TRVch# 145 Dt:29/04/2017] , Billno-KNG095001742030007",1,1200,0,1200,0
9, , ,"[TRVch# 146 Dt:29/04/2017] , Billno-KNG095001742030008",1,2000,0,2000,0
10, , ,"[TRVch# 148 Dt:29/04/2017] , Billno-KNG095001742030010",1,800,0,800,0
11, , ,"[TRVch# 150 Dt:29/04/2017] , Billno-KNG095001742030012",1,2000,0,2000,0
12, , ,"[TRVch# 49 Dt:21/04/2017] , Billno-KNG095001742030001",1,2000,0,2000,0
13, , ,"[TRVch# 52 Dt:21/04/2017] , Billno-KNG095001742030004",1,2000,0,2000,0
14, , ,"[TRVch# 53 Dt:21/04/2017] , Billno-KNG095001742030005",1,520,0,520,0
15, , ,"[TRVch# 54 Dt:21/04/2017] , Billno-KNG095001742030006",1,1200,0,1200,0
0,Grand Total, , ,25,24270,0,24270,0
1,KNG09-500-DISTRICT TREASURY OFFICER DHARAMSALA,Total, ,25,24270,0,24270,0
2, ,05-2030-01-101-01-S00N-V-N-20-OTHER CHARGES,Total,9,670,0,670,0
3, , ,"[TRVch# 146 Dt:20/05/2017] , Billno-KNG095001752030008",1,40,0,40,0
4, , ,"[TRVch# 310 Dt:31/05/2017] , Billno-KNG095001752030012",1,40,0,40,0
5, , ,"[TRVch# 314 Dt:31/05/2017] , Billno-KNG095001752030016",1,100,0,100,0
6, , ,"[TRVch# 316 Dt:31/05/2017] , Billno-KNG095001752030018",1,50,0,50,0
7, , ,"[TRVch# 317 Dt:31/05/2017] , Billno-KNG095001752030019",1,120,0,120,0
8, , ,"[TRVch# 318 Dt:31/05/2017] , Billno-KNG095001752030020",1,40,0,40,0
9, , ,"[TRVch# 52 Dt:09/05/2017] , Billno-KNG095001752030001",1,40,0,40,0
10, , ,"[TRVch# 53 Dt:09/05/2017] , Billno-KNG095001752030002",1,40,0,40,0
11, , ,"[TRVch# 54 Dt:09/05/2017] , Billno-KNG095001752030003",1,200,0,200,0
12, ,05-2030-02-102-01-S00N-V-N-20-OTHER CHARGES,Total,16,23600,0,23600,0
13, , ,"[TRVch# 144 Dt:20/05/2017] , Billno-KNG095001752030006",1,800,0,800,0
14, , ,"[TRVch# 145 Dt:20/05/2017] , Billno-KNG095001752030007",1,2000,0,2000,0
15, , ,"[TRVch# 147 Dt:20/05/2017] , Billno-KNG095001752030009",1,800,0,800,0
16, , ,"[TRVch# 148 Dt:20/05/2017] , Billno-KNG095001752030010",1,520,0,520,0
17, , ,"[TRVch# 149 Dt:20/05/2017] , Billno-KNG095001752030011",1,2000,0,2000,0
18, , ,"[TRVch# 311 Dt:31/05/2017] , Billno-KNG095001752030013",1,2000,0,2000,0
19, , ,"[TRVch# 312 Dt:31/05/2017] , Billno-KNG095001752030014",1,200,0,200,0
20, , ,"[TRVch# 313 Dt:31/05/2017] , Billno-KNG095001752030015",1,2000,0,2000,0
21, , ,"[TRVch# 315 Dt:31/05/2017] , Billno-KNG095001752030017",1,2000,0,2000,0
22, , ,"[TRVch# 319 Dt:31/05/2017] , Billno-KNG095001752030021",1,2000,0,2000,0
23, , ,"[TRVch# 320 Dt:31/05/2017] , Billno-KNG095001752030022",1,640,0,640,0
24, , ,"[TRVch# 321 Dt:31/05/2017] , Billno-KNG095001752030023",1,3000,0,3000,0
25, , ,"[TRVch# 322 Dt:31/05/2017] , Billno-KNG095001752030024",1,1200,0,1200,0
26, , ,"[TRVch# 323 Dt:31/05/2017] , Billno-KNG095001752030025",1,2000,0,2000,0
27, , ,"[TRVch# 55 Dt:09/05/2017] , Billno-KNG095001752030004",1,2000,0,2000,0
28, , ,"[TRVch# 56 Dt:09/05/2017] , Billno-KNG095001752030005",1,440,0,440,0
0,Grand Total, , ,28,23130,0,23130,0
1,KNG09-500-DISTRICT TREASURY OFFICER DHARAMSALA,Total, ,28,23130,0,23130,0
2, ,05-2030-01-101-01-S00N-V-N-20-OTHER CHARGES,Total,13,870,0,870,0
3, , ,"[TRVch# 136 Dt:20/06/2017] , Billno-KNG095001762030002",1,80,0,80,0
4, , ,"[TRVch# 139 Dt:20/06/2017] , Billno-KNG095001762030005",1,40,0,40,0
5, , ,"[TRVch# 141 Dt:20/06/2017] , Billno-KNG095001762030007",1,60,0,60,0
6, , ,"[TRVch# 143 Dt:20/06/2017] , Billno-KNG095001762030009",1,100,0,100,0
7, , ,"[TRVch# 146 Dt:20/06/2017] , Billno-KNG095001762030012",1,100,0,100,0
8, , ,"[TRVch# 147 Dt:20/06/2017] , Billno-KNG095001762030013",1,80,0,80,0
9, , ,"[TRVch# 148 Dt:20/06/2017] , Billno-KNG095001762030014",1,60,0,60,0
10, , ,"[TRVch# 153 Dt:20/06/2017] , Billno-KNG095001762030019",1,100,0,100,0
11, , ,"[TRVch# 347 Dt:30/06/2017] , Billno-KNG095001762030021",1,40,0,40,0
12, , ,"[TRVch# 348 Dt:30/06/2017] , Billno-KNG095001762030022",1,30,0,30,0
13, , ,"[TRVch# 349 Dt:30/06/2017] , Billno-KNG095001762030023",1,40,0,40,0
14, , ,"[TRVch# 353 Dt:30/06/2017] , Billno-KNG095001762030027",1,40,0,40,0
15, , ,"[TRVch# 51 Dt:08/06/2017] , Billno-KNG095001762030001",1,100,0,100,0
16, ,05-2030-02-102-01-S00N-V-N-20-OTHER CHARGES,Total,15,22260,0,22260,0
17, , ,"[TRVch# 137 Dt:20/06/2017] , Billno-KNG095001762030003",1,2000,0,2000,0
18, , ,"[TRVch# 138 Dt:20/06/2017] , Billno-KNG095001762030004",1,800,0,800,0
19, , ,"[TRVch# 140 Dt:20/06/2017] , Billno-KNG095001762030006",1,2000,0,2000,0
20, , ,"[TRVch# 142 Dt:20/06/2017] , Billno-KNG095001762030008",1,960,0,960,0
21, , ,"[TRVch# 144 Dt:20/06/2017] , Billno-KNG095001762030010",1,2000,0,2000,0
22, , ,"[TRVch# 145 Dt:20/06/2017] , Billno-KNG095001762030011",1,1600,0,1600,0
23, , ,"[TRVch# 149 Dt:20/06/2017] , Billno-KNG095001762030015",1,200,0,200,0
24, , ,"[TRVch# 150 Dt:20/06/2017] , Billno-KNG095001762030016",1,1200,0,1200,0
25, , ,"[TRVch# 151 Dt:20/06/2017] , Billno-KNG095001762030017",1,500,0,500,0
26, , ,"[TRVch# 152 Dt:20/06/2017] , Billno-KNG095001762030018",1,2000,0,2000,0
27, , ,"[TRVch# 346 Dt:30/06/2017] , Billno-KNG095001762030020",1,2000,0,2000,0
28, , ,"[TRVch# 350 Dt:30/06/2017] , Billno-KNG095001762030024",1,2000,0,2000,0
29, , ,"[TRVch# 351 Dt:30/06/2017] , Billno-KNG095001762030025",1,1600,0,1600,0
30, , ,"[TRVch# 352 Dt:30/06/2017] , Billno-KNG095001762030026",1,1400,0,1400,0
31, , ,"[TRVch# 354 Dt:30/06/2017] , Billno-KNG095001762030028",1,2000,0,2000,0
0,Grand Total, , ,19,20650,0,20650,0
1,KNG09-500-DISTRICT TREASURY OFFICER DHARAMSALA,Total, ,19,20650,0,20650,0
2, ,05-2030-01-101-01-S00N-V-N-20-OTHER CHARGES,Total,6,490,0,490,0
3, , ,"[TRVch# 137 Dt:19/07/2017] , Billno-KNG095001772030003",1,100,0,100,0
4, , ,"[TRVch# 138 Dt:19/07/2017] , Billno-KNG095001772030004",1,80,0,80,0
5, , ,"[TRVch# 142 Dt:19/07/2017] , Billno-KNG095001772030008",1,100,0,100,0
6, , ,"[TRVch# 298 Dt:31/07/2017] , Billno-KNG095001772030011",1,100,0,100,0
7, , ,"[TRVch# 299 Dt:31/07/2017] , Billno-KNG095001772030012",1,70,0,70,0
8, , ,"[TRVch# 305 Dt:31/07/2017] , Billno-KNG095001772030018",1,40,0,40,0
9, ,05-2030-02-102-01-S00N-V-N-20-OTHER CHARGES,Total,13,20160,0,20160,0
10, , ,"[TRVch# 135 Dt:19/07/2017] , Billno-KNG095001772030001",1,2000,0,2000,0
11, , ,"[TRVch# 136 Dt:19/07/2017] , Billno-KNG095001772030002",1,1480,0,1480,0
12, , ,"[TRVch# 139 Dt:19/07/2017] , Billno-KNG095001772030005",1,240,0,240,0
13, , ,"[TRVch# 140 Dt:19/07/2017] , Billno-KNG095001772030006",1,1000,0,1000,0
14, , ,"[TRVch# 141 Dt:19/07/2017] , Billno-KNG095001772030007",1,2000,0,2000,0
15, , ,"[TRVch# 143 Dt:19/07/2017] , Billno-KNG095001772030009",1,2000,0,2000,0
16, , ,"[TRVch# 297 Dt:31/07/2017] , Billno-KNG095001772030010",1,2000,0,2000,0
17, , ,"[TRVch# 300 Dt:31/07/2017] , Billno-KNG095001772030013",1,4000,0,4000,0
18, , ,"[TRVch# 301 Dt:31/07/2017] , Billno-KNG095001772030014",1,280,0,280,0
19, , ,"[TRVch# 302 Dt:31/07/2017] , Billno-KNG095001772030015",1,2000,0,2000,0
20, , ,"[TRVch# 303 Dt:31/07/2017] , Billno-KNG095001772030016",1,800,0,800,0
