,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,7,5761105,0,0,5761105
1,SOL00-613-E.E. PWD B&R DIVISION SOLAN.,Total, ,7,5761105,0,0,5761105
2, ,00-8782-00-102-00-S00N-V-N-00- ,Total,7,5761105,0,0,5761105
3, , ,"[TRVch# 18 Dt:20/04/2017] , Billno-SOL006130017103101",1,2364400,0,0,2364400
4, , ,"[TRVch# 22 Dt:21/04/2017] , Billno-SOL006130017103102",1,2350000,0,0,2350000
5, , ,"[TRVch# 23 Dt:21/04/2017] , Billno-SOL006130100338563",1,9000,0,0,9000
6, , ,"[TRVch# 25 Dt:24/04/2017] , Billno-SOL006130117105101",1,157557,0,0,157557
7, , ,"[TRVch# 26 Dt:24/04/2017] , Billno-SOL006130017103103",1,873964,0,0,873964
8, , ,"[TRVch# 28 Dt:25/04/2017] , Billno-SOL006130200338437",1,1390,0,0,1390
9, , ,"[TRVch# 31 Dt:27/04/2017] , Billno-SOL006130200338436",1,4794,0,0,4794
0,Grand Total, , ,19,44912152,0,0,44912152
1,SOL00-613-E.E. PWD B&R DIVISION SOLAN.,Total, ,19,44912152,0,0,44912152
2, ,00-8782-00-102-00-S00N-V-N-00- ,Total,19,44912152,0,0,44912152
3, , ,"[TRVch# 11 Dt:05/05/2017] , Billno-SOL006130100338564",1,9000,0,0,9000
4, , ,"[TRVch# 34 Dt:12/05/2017] , Billno-SOL006130100338565",1,9800,0,0,9800
5, , ,"[TRVch# 37 Dt:18/05/2017] , Billno-SOL006130017103107",1,1352383,0,0,1352383
6, , ,"[TRVch# 38 Dt:18/05/2017] , Billno-SOL006130017103108",1,60136,0,0,60136
7, , ,"[TRVch# 39 Dt:18/05/2017] , Billno-SOL006130017103106",1,14279971,0,0,14279971
8, , ,"[TRVch# 4 Dt:02/05/2017] , Billno-SOL006130017103105",1,11599695,0,0,11599695
9, , ,"[TRVch# 40 Dt:18/05/2017] , Billno-SOL006130117105102",1,392655,0,0,392655
10, , ,"[TRVch# 42 Dt:18/05/2017] , Billno-SOL006130100338566",1,9800,0,0,9800
11, , ,"[TRVch# 44 Dt:22/05/2017] , Billno-SOL006130217105201",1,153393,0,0,153393
12, , ,"[TRVch# 45 Dt:22/05/2017] , Billno-SOL006130017103109",1,1973796,0,0,1973796
13, , ,"[TRVch# 47 Dt:22/05/2017] , Billno-SOL006130200338438",1,9900,0,0,9900
14, , ,"[TRVch# 78 Dt:24/05/2017] , Billno-SOL006130017103110",1,6006600,0,0,6006600
15, , ,"[TRVch# 82 Dt:24/05/2017] , Billno-SOL006130100338567",1,9800,0,0,9800
16, , ,"[TRVch# 83 Dt:25/05/2017] , Billno-SOL006130100338568",1,9800,0,0,9800
17, , ,"[TRVch# 87 Dt:29/05/2017] , Billno-SOL006130017103112",1,94433,0,0,94433
18, , ,"[TRVch# 88 Dt:29/05/2017] , Billno-SOL006130017103111",1,4109651,0,0,4109651
19, , ,"[TRVch# 91 Dt:31/05/2017] , Billno-SOL006130000209507",1,593280,0,0,593280
20, , ,"[TRVch# 92 Dt:31/05/2017] , Billno-SOL006130000209508",1,5993,0,0,5993
