,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,6,623827,169000,22701,432126
1,KNG02-248-PRINCIPAL GSSS BILASPUR,Total, ,6,623827,169000,22701,432126
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,174356,22000,12226,140130
3, , ,"[TRVch# 704 Dt:10/04/2017] , Billno-KNG02248032017-001",1,52697,22000,30,30667
4, , ,"[TRVch# 705 Dt:10/04/2017] , Billno-KNG02248032017-002",1,121659,0,12196,109463
5, ,08-2202-01-101-03-S00N-V-N-02-WAGES,Total,1,5900,0,0,5900
6, , ,"[TRVch# 2248 Dt:29/04/2017] , Billno-KNG022482017100001",1,5900,0,0,5900
7, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,443571,147000,10475,286096
8, , ,"[TRVch# 706 Dt:10/04/2017] , Billno-KNG02248032017-003",1,80785,40000,60,40725
9, , ,"[TRVch# 707 Dt:10/04/2017] , Billno-KNG02248032017-004",1,289432,107000,3329,179103
10, , ,"[TRVch# 708 Dt:10/04/2017] , Billno-KNG02248032017-005",1,73354,0,7086,66268
0,Grand Total, , ,11,698594,226857,47695,424042
1,KNG02-248-PRINCIPAL GSSS BILASPUR,Total, ,11,698594,226857,47695,424042
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,4,196197,30355,17343,148499
3, , ,"[TRVch# 2963 Dt:20/05/2017] , Billno-KNG022482017100004",1,13694,0,1373,12321
4, , ,"[TRVch# 2964 Dt:20/05/2017] , Billno-KNG022482017100003",1,5946,5355,591,0
5, , ,"[TRVch# 979 Dt:09/05/2017] , Billno-KNG02248042017-001",1,53364,25000,530,27834
6, , ,"[TRVch# 980 Dt:09/05/2017] , Billno-KNG02248042017-002",1,123193,0,14849,108344
7, ,08-2202-01-101-03-S00N-V-N-02-WAGES,Total,1,3120,0,0,3120
8, , ,"[TRVch# 1081 Dt:09/05/2017] , Billno-KNG022482017100002",1,3120,0,0,3120
9, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,6,499277,196502,30352,272423
10, , ,"[TRVch# 2962 Dt:20/05/2017] , Billno-KNG022482017100007",1,8326,0,833,7493
11, , ,"[TRVch# 2965 Dt:20/05/2017] , Billno-KNG022482017100005",1,9071,8165,906,0
12, , ,"[TRVch# 2966 Dt:20/05/2017] , Billno-KNG022482017100006",1,32694,26337,2982,3375
13, , ,"[TRVch# 981 Dt:09/05/2017] , Billno-KNG02248042017-003",1,81817,40000,5060,36757
14, , ,"[TRVch# 982 Dt:09/05/2017] , Billno-KNG02248042017-004",1,293086,122000,11892,159194
15, , ,"[TRVch# 983 Dt:09/05/2017] , Billno-KNG02248042017-005",1,74283,0,8679,65604
0,Grand Total, , ,6,828211,187000,41107,600104
1,KNG02-248-PRINCIPAL GSSS BILASPUR,Total, ,6,828211,187000,41107,600104
