DDODesc,MAJOR,RECEIPTHEAD,BOOKDATE,Tenderer,Challan,NETRECEIPT
Grand Total, , , , ,12,46967
CHM08-838-FOREST DIVISION CHURAH,Total, , , ,12,46967
 ,8782-CASH REMITTANCES & ADJUSTMENTS,Total, , ,12,46967
 , ,8782-00-103-00- ,Total, ,12,46967
 , , ,31/05/2017,Total,1,800
 , , , ,"[G8782000001] HIMGRN:B17E120604, BO SUNDLA FOREST REMITTANCES -",1,800
 , , ,29/09/2017,Total,1,320
 , , , ,"[K8782000001] HIMGRN:B17I103132, R O BHALEI FOREST REMITTANCES -",1,320
 , , ,30/01/2018,Total,1,2236
 , , , ,"[C8782000001] HIMGRN:B18A127998, R O BHALEI FOREST REMITTANCES -Grass Cutting And Grazing",1,2236
 , , ,28/02/2018,Total,1,920
 , , , ,"[D8782000001] HIMGRN:B18B121750, RO BHALEI FOREST REMITTANCES -",1,920
 , , ,31/03/2018,Total,5,13131
 , , , ,"[E8782000001] HIMGRN:B18C132378, RO BHALEI FOREST REMITTANCES -TD",1,1275
 , , , ,"[E8782000003] HIMGRN:B18C159004, BO BHUNAD FOREST REMITTANCES -",1,2790
 , , , ,"[E8782000004] HIMGRN:B18C159116, BO BHALEI FOREST REMITTANCES -T D",1,4036
 , , , ,"[E8782000005] HIMGRN:B18C159914, BO SUNDLA FOREST REMITTANCES -",1,530
 , , , ,"[E8782000006] HIMGRN:B18C159186, BO BHALEI FOREST REMITTANCES -COMP",1,4500
 , , ,28/04/2018,Total,3,29560
 , , , ,"[F8782000001] HIMGRN:B18D131415, RO BHALEI FOREST REMITTANCES -",1,80
 , , , ,"[F8782000002] HIMGRN:B18D170713, BO SUNDLA FOREST REMITTANCES -",1,29400
 , , , ,"[F8782000003] HIMGRN:B18D161619, BO BHANAD FOREST REMITTANCES -",1,80
