,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,2,603396,132000,17408,453988
1,KNG01-042-TEHSILDAR NAGROTA BAGWAN,Total, ,2,603396,132000,17408,453988
2, ,05-2029-00-103-02-S00N-V-N-01-SALARIES,Total,2,603396,132000,17408,453988
3, , ,"[TRVch# 16 Dt:10/04/2017] , Billno-KNG01042032017-001",1,584908,132000,17408,435500
4, , ,"[TRVch# 17 Dt:10/04/2017] , Billno-KNG01042032017-002",1,18488,0,0,18488
0,Grand Total, , ,2,567448,117000,11167,439281
1,KNG01-042-TEHSILDAR NAGROTA BAGWAN,Total, ,2,567448,117000,11167,439281
2, ,05-2029-00-103-02-S00N-V-N-01-SALARIES,Total,2,567448,117000,11167,439281
3, , ,"[TRVch# 21 Dt:09/05/2017] , Billno-KNG01042042017-001",1,548010,117000,11167,419843
4, , ,"[TRVch# 22 Dt:09/05/2017] , Billno-KNG01042042017-002",1,19438,0,0,19438
0,Grand Total, , ,2,567448,117000,11167,439281
1,KNG01-042-TEHSILDAR NAGROTA BAGWAN,Total, ,2,567448,117000,11167,439281
2, ,05-2029-00-103-02-S00N-V-N-01-SALARIES,Total,2,567448,117000,11167,439281
3, , ,"[TRVch# 91 Dt:08/06/2017] , Billno-KNG01042052017-001",1,548010,117000,11167,419843
4, , ,"[TRVch# 92 Dt:08/06/2017] , Billno-KNG01042052017-002",1,19438,0,0,19438
0,Grand Total, , ,8,1287244,105000,8048,1174196
1,KNG01-042-TEHSILDAR NAGROTA BAGWAN,Total, ,8,1287244,105000,8048,1174196
2, ,05-2029-00-103-02-S00N-V-N-01-SALARIES,Total,3,489953,105000,8048,376905
3, , ,"[TRVch# 126 Dt:25/07/2017] , Billno-KNG010422017100020",1,57180,20000,30,37150
4, , ,"[TRVch# 127 Dt:25/07/2017] , Billno-KNG010422017100023",1,19438,0,0,19438
5, , ,"[TRVch# 128 Dt:25/07/2017] , Billno-KNG010422017100030",1,413335,85000,8018,320317
6, ,05-2029-00-103-04-S00N-V-N-01-SALARIES,Total,4,151418,0,0,151418
7, , ,"[TRVch# 129 Dt:25/07/2017] , Billno-KNG010422017100025",1,40715,0,0,40715
8, , ,"[TRVch# 130 Dt:25/07/2017] , Billno-KNG010422017100010",1,45000,0,0,45000
9, , ,"[TRVch# 131 Dt:25/07/2017] , Billno-KNG010422017100026",1,35703,0,0,35703
10, , ,"[TRVch# 133 Dt:25/07/2017] , Billno-KNG010422017100011",1,30000,0,0,30000
11, ,29-2071-01-104-02-S00N-V-N-38-PENSIONS,Total,1,645873,0,0,645873
12, , ,"[TRVch# 409 Dt:25/07/2017] , Billno-KNG010422017100003",1,645873,0,0,645873
0,Grand Total, , ,11,1133421,154667,9494,969260
1,KNG01-042-TEHSILDAR NAGROTA BAGWAN,Total, ,11,1133421,154667,9494,969260
2, ,05-2029-00-103-02-S00N-V-N-01-SALARIES,Total,5,637234,154667,9494,473073
3, , ,"[TRVch# 152 Dt:24/08/2017] , Billno-KNG010422017100019",1,13212,0,816,12396
4, , ,"[TRVch# 153 Dt:24/08/2017] , Billno-KNG010422017100018",1,44537,34667,0,9870
5, , ,"[TRVch# 159 Dt:24/08/2017] , Billno-KNG010422017100035",1,42025,0,0,42025
6, , ,"[TRVch# 41 Dt:08/08/2017] , Billno-KNG01042072017-001",1,518022,120000,8678,389344
7, , ,"[TRVch# 42 Dt:08/08/2017] , Billno-KNG01042072017-002",1,19438,0,0,19438
8, ,05-2029-00-103-04-S00N-V-N-01-SALARIES,Total,4,37810,0,0,37810
9, , ,"[TRVch# 46 Dt:08/08/2017] , Billno-KNG010422017100033",1,10000,0,0,10000
10, , ,"[TRVch# 47 Dt:08/08/2017] , Billno-KNG010422017100031",1,10000,0,0,10000
11, , ,"[TRVch# 48 Dt:08/08/2017] , Billno-KNG010422017100034",1,7810,0,0,7810
12, , ,"[TRVch# 49 Dt:08/08/2017] , Billno-KNG010422017100032",1,10000,0,0,10000
13, ,29-2071-01-104-02-S00N-V-N-38-PENSIONS,Total,2,458377,0,0,458377
14, , ,"[TRVch# 344 Dt:24/08/2017] , Billno-KNG010422017100027",1,14707,0,0,14707
15, , ,"[TRVch# 345 Dt:24/08/2017] , Billno-KNG010422017100036",1,443670,0,0,443670
0,Grand Total, , ,2,505325,90000,8648,406677
1,KNG01-042-TEHSILDAR NAGROTA BAGWAN,Total, ,2,505325,90000,8648,406677
2, ,05-2029-00-103-02-S00N-V-N-01-SALARIES,Total,2,505325,90000,8648,406677
3, , ,"[TRVch# 27 Dt:08/09/2017] , Billno-KNG01042082017-001",1,485887,90000,8648,387239
4, , ,"[TRVch# 28 Dt:08/09/2017] , Billno-KNG01042082017-002",1,19438,0,0,19438
0,Grand Total, , ,2,513659,90000,8770,414889
1,KNG01-042-TEHSILDAR NAGROTA BAGWAN,Total, ,2,513659,90000,8770,414889
2, ,05-2029-00-103-02-S00N-V-N-01-SALARIES,Total,2,513659,90000,8770,414889
3, , ,"[TRVch# 61 Dt:09/10/2017] , Billno-KNG01042092017-001",1,494221,90000,8770,395451
4, , ,"[TRVch# 62 Dt:09/10/2017] , Billno-KNG01042092017-002",1,19438,0,0,19438
0,Grand Total, , ,22,1320829,124263,10084,1186482
1,KNG01-042-TEHSILDAR NAGROTA BAGWAN,Total, ,22,1320829,124263,10084,1186482
2, ,05-2029-00-103-02-S00N-V-N-01-SALARIES,Total,8,624149,124263,10084,489802
3, , ,"[TRVch# 36 Dt:07/11/2017] , Billno-KNG01042102017-001",1,499913,90000,8986,400927
4, , ,"[TRVch# 37 Dt:07/11/2017] , Billno-KNG01042102017-002",1,19906,0,0,19906
5, , ,"[TRVch# 41 Dt:07/11/2017] , Billno-KNG010422017100051",1,46867,34263,0,12604
6, , ,"[TRVch# 42 Dt:07/11/2017] , Billno-KNG010422017100052",1,19653,0,1098,18555
7, , ,"[TRVch# 46 Dt:07/11/2017] , Billno-KNG010422017100055",1,10000,0,0,10000
8, , ,"[TRVch# 48 Dt:07/11/2017] , Billno-KNG010422017100058",1,10000,0,0,10000
9, , ,"[TRVch# 49 Dt:07/11/2017] , Billno-KNG010422017100059",1,7810,0,0,7810
10, , ,"[TRVch# 50 Dt:07/11/2017] , Billno-KNG010422017100056",1,10000,0,0,10000
11, ,05-2029-00-103-04-S00N-V-N-01-SALARIES,Total,11,103430,0,0,103430
12, , ,"[TRVch# 182 Dt:30/11/2017] , Billno-KNG010422017100064",1,10000,0,0,10000
13, , ,"[TRVch# 183 Dt:30/11/2017] , Billno-KNG010422017100065",1,10000,0,0,10000
14, , ,"[TRVch# 184 Dt:30/11/2017] , Billno-KNG010422017100066",1,7810,0,0,7810
15, , ,"[TRVch# 43 Dt:07/11/2017] , Billno-KNG010422017100047",1,10000,0,0,10000
16, , ,"[TRVch# 44 Dt:07/11/2017] , Billno-KNG010422017100049",1,10000,0,0,10000
17, , ,"[TRVch# 45 Dt:07/11/2017] , Billno-KNG010422017100050",1,7810,0,0,7810
18, , ,"[TRVch# 47 Dt:07/11/2017] , Billno-KNG010422017100048",1,10000,0,0,10000
19, , ,"[TRVch# 51 Dt:07/11/2017] , Billno-KNG010422017100039",1,10000,0,0,10000
20, , ,"[TRVch# 52 Dt:07/11/2017] , Billno-KNG010422017100038",1,10000,0,0,10000
21, , ,"[TRVch# 53 Dt:07/11/2017] , Billno-KNG010422017100040",1,10000,0,0,10000
22, , ,"[TRVch# 54 Dt:07/11/2017] , Billno-KNG010422017100042",1,7810,0,0,7810
23, ,05-2030-03-001-01-S00N-V-N-01-SALARIES,Total,2,70000,0,0,70000
24, , ,"[TRVch# 21 Dt:07/11/2017] , Billno-KNG010422017100054",1,34000,0,0,34000
25, , ,"[TRVch# 22 Dt:07/11/2017] , Billno-KNG010422017100053",1,36000,0,0,36000
26, ,29-2071-01-104-02-S00N-V-N-38-PENSIONS,Total,1,523250,0,0,523250
27, , ,"[TRVch# 18 Dt:07/11/2017] , Billno-KNG010422017100043",1,523250,0,0,523250
0,Grand Total, , ,3,525363,95000,10506,419857
1,KNG01-042-TEHSILDAR NAGROTA BAGWAN,Total, ,3,525363,95000,10506,419857
2, ,05-2029-00-103-02-S00N-V-N-01-SALARIES,Total,2,519819,95000,10506,414313
3, , ,"[TRVch# 81 Dt:08/12/2017] , Billno-KNG01042112017-001",1,499913,95000,10346,394567
4, , ,"[TRVch# 82 Dt:08/12/2017] , Billno-KNG01042112017-002",1,19906,0,160,19746
5, ,05-2029-00-103-04-S00N-V-N-01-SALARIES,Total,1,5544,0,0,5544
6, , ,"[TRVch# 88 Dt:08/12/2017] , Billno-KNG010422017100067",1,5544,0,0,5544
0,Grand Total, , ,16,1007019,95000,8149,903870
1,KNG01-042-TEHSILDAR NAGROTA BAGWAN,Total, ,16,1007019,95000,8149,903870
2, ,05-2029-00-103-02-S00N-V-N-01-SALARIES,Total,2,474251,95000,8149,371102
3, , ,"[TRVch# 28 Dt:09/01/2018] , Billno-KNG01042122017-001",1,454345,95000,8149,351196
4, , ,"[TRVch# 29 Dt:09/01/2018] , Billno-KNG01042122017-002",1,19906,0,0,19906
5, ,05-2029-00-103-04-S00N-V-N-01-SALARIES,Total,11,101240,0,0,101240
6, , ,"[TRVch# 138 Dt:30/01/2018] , Billno-KNG010422017100088",1,7810,0,0,7810
7, , ,"[TRVch# 139 Dt:30/01/2018] , Billno-KNG010422017100087",1,7810,0,0,7810
8, , ,"[TRVch# 140 Dt:30/01/2018] , Billno-KNG010422017100086",1,10000,0,0,10000
9, , ,"[TRVch# 141 Dt:30/01/2018] , Billno-KNG010422017100085",1,10000,0,0,10000
10, , ,"[TRVch# 142 Dt:30/01/2018] , Billno-KNG010422017100084",1,10000,0,0,10000
11, , ,"[TRVch# 143 Dt:30/01/2018] , Billno-KNG010422017100083",1,10000,0,0,10000
12, , ,"[TRVch# 144 Dt:30/01/2018] , Billno-KNG010422017100076",1,10000,0,0,10000
13, , ,"[TRVch# 145 Dt:30/01/2018] , Billno-KNG010422017100073",1,7810,0,0,7810
14, , ,"[TRVch# 146 Dt:30/01/2018] , Billno-KNG010422017100072",1,7810,0,0,7810
15, , ,"[TRVch# 147 Dt:30/01/2018] , Billno-KNG010422017100071",1,10000,0,0,10000
16, , ,"[TRVch# 148 Dt:30/01/2018] , Billno-KNG010422017100070",1,10000,0,0,10000
17, ,29-2071-01-104-02-S00N-V-N-38-PENSIONS,Total,2,29028,0,0,29028
18, , ,"[TRVch# 350 Dt:23/01/2018] , Billno-KNG010422017100075",1,19928,0,0,19928
19, , ,"[TRVch# 351 Dt:23/01/2018] , Billno-KNG010422017100074",1,9100,0,0,9100
20, ,29-2071-01-115-01-S00N-V-N-38-PENSIONS,Total,1,402500,0,0,402500
21, , ,"[TRVch# 349 Dt:23/01/2018] , Billno-KNG010422017100082",1,402500,0,0,402500
0,Grand Total, , ,5,511311,113129,9404,388778
1,KNG01-042-TEHSILDAR NAGROTA BAGWAN,Total, ,5,511311,113129,9404,388778
2, ,05-2029-00-103-02-S00N-V-N-01-SALARIES,Total,5,511311,113129,9404,388778
3, , ,"[TRVch# 163 Dt:28/02/2018] , Billno-KNG010422017100090",1,2855,0,0,2855
4, , ,"[TRVch# 164 Dt:28/02/2018] , Billno-KNG010422017100092",1,10008,0,558,9450
5, , ,"[TRVch# 165 Dt:28/02/2018] , Billno-KNG010422017100091",1,18129,18129,0,0
6, , ,"[TRVch# 19 Dt:07/02/2018] , Billno-KNG01042012018-001",1,460413,95000,8846,356567
7, , ,"[TRVch# 20 Dt:07/02/2018] , Billno-KNG01042012018-002",1,19906,0,0,19906
0,Grand Total, , ,33,1073988,290800,120521,662667
1,KNG01-042-TEHSILDAR NAGROTA BAGWAN,Total, ,33,1073988,290800,120521,662667
2, ,05-2029-00-103-02-S00N-V-N-01-SALARIES,Total,25,1026024,290800,120521,614703
3, , ,"[TRVch# 157 Dt:19/03/2018] , Billno-KNG010422017100121",1,4515,0,0,4515
4, , ,"[TRVch# 158 Dt:19/03/2018] , Billno-KNG010422017100115",1,7974,0,801,7173
5, , ,"[TRVch# 159 Dt:19/03/2018] , Billno-KNG010422017100105",1,12386,12386,0,0
6, , ,"[TRVch# 160 Dt:19/03/2018] , Billno-KNG010422017100118",1,7974,7974,0,0
7, , ,"[TRVch# 161 Dt:19/03/2018] , Billno-KNG010422017100103",1,7974,0,801,7173
8, , ,"[TRVch# 162 Dt:19/03/2018] , Billno-KNG010422017100108",1,12483,12483,0,0
9, , ,"[TRVch# 163 Dt:19/03/2018] , Billno-KNG010422017100122",1,9458,0,0,9458
10, , ,"[TRVch# 246 Dt:27/03/2018] , Billno-KNG010422017100137",1,10000,0,0,10000
11, , ,"[TRVch# 247 Dt:27/03/2018] , Billno-KNG010422017100138",1,10000,0,0,10000
12, , ,"[TRVch# 248 Dt:27/03/2018] , Billno-KNG010422017100129",1,3384,0,0,3384
13, , ,"[TRVch# 249 Dt:27/03/2018] , Billno-KNG010422017100130",1,3384,0,0,3384
14, , ,"[TRVch# 250 Dt:27/03/2018] , Billno-KNG010422017100131",1,4333,0,0,4333
15, , ,"[TRVch# 251 Dt:27/03/2018] , Billno-KNG010422017100132",1,4333,0,0,4333
16, , ,"[TRVch# 252 Dt:27/03/2018] , Billno-KNG010422017100133",1,4333,0,0,4333
17, , ,"[TRVch# 253 Dt:27/03/2018] , Billno-KNG010422017100134",1,7810,0,0,7810
18, , ,"[TRVch# 254 Dt:27/03/2018] , Billno-KNG010422017100135",1,7810,0,0,7810
19, , ,"[TRVch# 255 Dt:27/03/2018] , Billno-KNG010422017100136",1,10000,0,0,10000
20, , ,"[TRVch# 26 Dt:08/03/2018] , Billno-KNG01042022018-002",1,19906,0,0,19906
21, , ,"[TRVch# 27 Dt:08/03/2018] , Billno-KNG01042022018-003",1,473092,95000,82566,295526
22, , ,"[TRVch# 374 Dt:31/03/2018] , Billno-KNG010422017100123",1,9240,0,0,9240
23, , ,"[TRVch# 375 Dt:31/03/2018] , Billno-KNG010422017100125",1,10107,0,0,10107
24, , ,"[TRVch# 376 Dt:31/03/2018] , Billno-KNG010422017100149",1,33792,0,0,33792
25, , ,"[TRVch# 383 Dt:31/03/2018] , Billno-KNG010422017100124",1,5517,0,0,5517
26, , ,"[TRVch# 385 Dt:31/03/2018] , Billno-KNG010422017100140",1,151211,0,4302,146909
27, , ,"[TRVch# 386 Dt:31/03/2018] , Billno-KNG010422017100141",1,195008,162957,32051,0
28, ,05-2029-00-103-02-S00N-V-N-05-OFFICE EXPENSES,Total,5,9755,0,0,9755
29, , ,"[TRVch# 367 Dt:31/03/2018] , Billno-KNG010422017100147",1,795,0,0,795
30, , ,"[TRVch# 368 Dt:31/03/2018] , Billno-KNG010422017100142",1,1951,0,0,1951
31, , ,"[TRVch# 369 Dt:31/03/2018] , Billno-KNG010422017100144",1,930,0,0,930
32, , ,"[TRVch# 370 Dt:31/03/2018] , Billno-KNG010422017100145",1,1194,0,0,1194
33, , ,"[TRVch# 384 Dt:31/03/2018] , Billno-KNG010422017100143",1,4885,0,0,4885
34, ,05-2029-00-103-02-S00N-V-N-06-MEDICAL REIMBURSEMENT,Total,3,38209,0,0,38209
35, , ,"[TRVch# 372 Dt:31/03/2018] , Billno-KNG010422017100153",1,1962,0,0,1962
36, , ,"[TRVch# 378 Dt:31/03/2018] , Billno-KNG010422017100151",1,5867,0,0,5867
37, , ,"[TRVch# 379 Dt:31/03/2018] , Billno-KNG010422017100152",1,30380,0,0,30380
0,Grand Total, , ,3,689008,95000,8846,585162
1,KNG01-042-TEHSILDAR NAGROTA BAGWAN,Total, ,3,689008,95000,8846,585162
2, ,05-2029-00-103-02-S00N-V-N-01-SALARIES,Total,2,492998,95000,8846,389152
3, , ,"[TRVch# 38 Dt:06/04/2018] , Billno-KNG01042032018-001",1,473092,95000,8846,369246
4, , ,"[TRVch# 39 Dt:06/04/2018] , Billno-KNG01042032018-002",1,19906,0,0,19906
5, ,05-2030-02-102-01-S00N-V-N-25-REFUNDS,Total,1,196010,0,0,196010
6, , ,"[TRVch# 172 Dt:27/04/2018] , Billno-KNG010422018000001",1,196010,0,0,196010
0,Grand Total, , ,12,588038,95000,8846,484192
1,KNG01-042-TEHSILDAR NAGROTA BAGWAN,Total, ,12,588038,95000,8846,484192
2, ,05-2029-00-103-02-S00N-V-N-01-SALARIES,Total,3,504608,95000,8846,400762
3, , ,"[TRVch# 195 Dt:31/05/2018] , Billno-KNG010422018100004",1,7810,0,0,7810
4, , ,"[TRVch# 78 Dt:08/05/2018] , Billno-KNG01042042018-001",1,475942,95000,8846,372096
5, , ,"[TRVch# 79 Dt:08/05/2018] , Billno-KNG01042042018-002",1,20856,0,0,20856
6, ,05-2029-00-103-04-S00N-V-N-01-SALARIES,Total,9,83430,0,0,83430
7, , ,"[TRVch# 191 Dt:31/05/2018] , Billno-KNG010422018100005",1,7810,0,0,7810
8, , ,"[TRVch# 192 Dt:31/05/2018] , Billno-KNG010422018100001",1,10000,0,0,10000
9, , ,"[TRVch# 193 Dt:31/05/2018] , Billno-KNG010422018100002",1,10000,0,0,10000
10, , ,"[TRVch# 194 Dt:31/05/2018] , Billno-KNG010422018100003",1,10000,0,0,10000
11, , ,"[TRVch# 196 Dt:31/05/2018] , Billno-KNG010422018100006",1,10000,0,0,10000
12, , ,"[TRVch# 197 Dt:31/05/2018] , Billno-KNG010422018100007",1,10000,0,0,10000
13, , ,"[TRVch# 198 Dt:31/05/2018] , Billno-KNG010422018100008",1,10000,0,0,10000
14, , ,"[TRVch# 199 Dt:31/05/2018] , Billno-KNG010422018100009",1,7810,0,0,7810
15, , ,"[TRVch# 200 Dt:31/05/2018] , Billno-KNG010422018100010",1,7810,0,0,7810
0,Grand Total, , ,15,1564087,217000,36783,1310304
1,KNG01-042-TEHSILDAR NAGROTA BAGWAN,Total, ,15,1564087,217000,36783,1310304
2, ,05-2029-00-103-02-S00N-V-N-01-SALARIES,Total,2,496798,102000,13662,381136
3, , ,"[TRVch# 30 Dt:08/06/2018] , Billno-KNG01042052018-001",1,475942,102000,13662,360280
4, , ,"[TRVch# 31 Dt:08/06/2018] , Billno-KNG01042052018-002",1,20856,0,0,20856
5, ,05-2029-00-103-04-S00N-V-N-01-SALARIES,Total,5,45620,0,0,45620
6, , ,"[TRVch# 173 Dt:30/06/2018] , Billno-KNG010422018100015",1,10000,0,0,10000
7, , ,"[TRVch# 174 Dt:30/06/2018] , Billno-KNG010422018100016",1,7810,0,0,7810
8, , ,"[TRVch# 175 Dt:30/06/2018] , Billno-KNG010422018100017",1,7810,0,0,7810
9, , ,"[TRVch# 176 Dt:30/06/2018] , Billno-KNG010422018100014",1,10000,0,0,10000
10, , ,"[TRVch# 177 Dt:30/06/2018] , Billno-KNG010422018100013",1,10000,0,0,10000
11, ,05-2053-00-093-01-S00N-V-N-01-SALARIES,Total,2,237070,55000,13177,168893
12, , ,"[TRVch# 38 Dt:08/06/2018] , Billno-KNG01042052018-003",1,217450,55000,13177,149273
13, , ,"[TRVch# 39 Dt:08/06/2018] , Billno-KNG01042052018-004",1,19620,0,0,19620
14, ,05-2053-00-093-01-S00N-V-N-02-WAGES,Total,2,6893,0,0,6893
15, , ,"[TRVch# 325 Dt:30/06/2018] , Billno-KNG010422018100012",1,3503,0,0,3503
16, , ,"[TRVch# 326 Dt:30/06/2018] , Billno-KNG010422018100011",1,3390,0,0,3390
17, ,05-2053-00-094-01-S00N-V-N-01-SALARIES,Total,2,146292,60000,9944,76348
18, , ,"[TRVch# 40 Dt:08/06/2018] , Billno-KNG01042052018-005",1,75828,35000,6884,33944
19, , ,"[TRVch# 41 Dt:08/06/2018] , Billno-KNG01042052018-006",1,70464,25000,3060,42404
20, ,29-2071-01-104-02-S00N-V-N-38-PENSIONS,Total,2,631414,0,0,631414
21, , ,"[TRVch# 469 Dt:30/06/2018] , Billno-KNG010422018100022",1,623420,0,0,623420
22, , ,"[TRVch# 470 Dt:30/06/2018] , Billno-KNG010422018100023",1,7994,0,0,7994
0,Grand Total, , ,14,1013528,274908,39745,698875
1,KNG01-042-TEHSILDAR NAGROTA BAGWAN,Total, ,14,1013528,274908,39745,698875
2, ,05-2029-00-103-02-S00N-V-N-01-SALARIES,Total,2,498626,107000,13662,377964
3, , ,"[TRVch# 83 Dt:09/07/2018] , Billno-KNG01042062018-001",1,477770,107000,13662,357108
4, , ,"[TRVch# 84 Dt:09/07/2018] , Billno-KNG01042062018-002",1,20856,0,0,20856
5, ,05-2029-00-103-04-S00N-V-N-01-SALARIES,Total,5,45620,0,0,45620
6, , ,"[TRVch# 185 Dt:31/07/2018] , Billno-KNG010422018100034",1,10000,0,0,10000
7, , ,"[TRVch# 186 Dt:31/07/2018] , Billno-KNG010422018100035",1,10000,0,0,10000
8, , ,"[TRVch# 187 Dt:31/07/2018] , Billno-KNG010422018100036",1,10000,0,0,10000
9, , ,"[TRVch# 188 Dt:31/07/2018] , Billno-KNG010422018100037",1,7810,0,0,7810
10, , ,"[TRVch# 189 Dt:31/07/2018] , Billno-KNG010422018100038",1,7810,0,0,7810
11, ,05-2053-00-093-01-S00N-V-N-01-SALARIES,Total,2,237070,55000,13177,168893
12, , ,"[TRVch# 133 Dt:09/07/2018] , Billno-KNG01042062018-003",1,217450,55000,13177,149273
13, , ,"[TRVch# 134 Dt:09/07/2018] , Billno-KNG01042062018-004",1,19620,0,0,19620
14, ,05-2053-00-093-01-S00N-V-N-02-WAGES,Total,1,3390,0,0,3390
15, , ,"[TRVch# 335 Dt:31/07/2018] , Billno-KNG010422018100040",1,3390,0,0,3390
16, ,05-2053-00-094-01-S00N-V-N-01-SALARIES,Total,4,228822,112908,12906,103008
17, , ,"[TRVch# 135 Dt:09/07/2018] , Billno-KNG01042062018-005",1,75828,35000,6884,33944
18, , ,"[TRVch# 136 Dt:09/07/2018] , Billno-KNG01042062018-006",1,70464,25000,3060,42404
19, , ,"[TRVch# 235 Dt:21/07/2018] , Billno-KNG010422018100029",1,29622,0,2962,26660
20, , ,"[TRVch# 336 Dt:31/07/2018] , Billno-KNG010422018100031",1,52908,52908,0,0
0,Grand Total, , ,12,937218,222000,37352,677866
1,KNG01-042-TEHSILDAR NAGROTA BAGWAN,Total, ,12,937218,222000,37352,677866
2, ,05-2029-00-103-02-S00N-V-N-01-SALARIES,Total,2,499520,107000,13662,378858
3, , ,"[TRVch# 25 Dt:07/08/2018] , Billno-KNG01042072018-001",1,478664,107000,13662,358002
4, , ,"[TRVch# 26 Dt:07/08/2018] , Billno-KNG01042072018-002",1,20856,0,0,20856
5, ,05-2029-00-103-04-S00N-V-N-01-SALARIES,Total,5,45620,0,0,45620
6, , ,"[TRVch# 159 Dt:31/08/2018] , Billno-KNG010422018100044",1,10000,0,0,10000
7, , ,"[TRVch# 160 Dt:31/08/2018] , Billno-KNG010422018100047",1,7810,0,0,7810
8, , ,"[TRVch# 161 Dt:31/08/2018] , Billno-KNG010422018100046",1,7810,0,0,7810
9, , ,"[TRVch# 162 Dt:31/08/2018] , Billno-KNG010422018100045",1,10000,0,0,10000
10, , ,"[TRVch# 163 Dt:31/08/2018] , Billno-KNG010422018100043",1,10000,0,0,10000
11, ,05-2053-00-093-01-S00N-V-N-01-SALARIES,Total,3,245786,55000,13746,177040
12, , ,"[TRVch# 205 Dt:24/08/2018] , Billno-KNG010422018100042",1,6480,0,569,5911
13, , ,"[TRVch# 38 Dt:07/08/2018] , Billno-KNG01042072018-003",1,219686,55000,13177,151509
