,DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
0,Grand Total, , ,5,724778,104000,40143,580635
1,KNG05-240-GSSS  DATTI,Total, ,5,724778,104000,40143,580635
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,2,258460,29000,15191,214269
3, , ,"[TRVch# 1289 Dt:10/04/2017] , Billno-KNG05240032017-001",1,100999,29000,45,71954
4, , ,"[TRVch# 1290 Dt:10/04/2017] , Billno-KNG05240032017-002",1,157461,0,15146,142315
5, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,3,466318,75000,24952,366366
6, , ,"[TRVch# 1291 Dt:10/04/2017] , Billno-KNG05240032017-003",1,81256,20000,120,61136
7, , ,"[TRVch# 1292 Dt:10/04/2017] , Billno-KNG05240032017-004",1,281021,55000,135,225886
8, , ,"[TRVch# 1293 Dt:10/04/2017] , Billno-KNG05240032017-005",1,104041,0,24697,79344
0,Grand Total, , ,16,1218987,135450,42852,1040685
1,KNG05-240-GSSS  DATTI,Total, ,16,1218987,135450,42852,1040685
2, ,00-8009-01-101-02-S00N-V-N-47-ADVANCES,Total,2,330000,0,0,330000
3, , ,"[TRVch# 338 Dt:09/05/2017] , Billno-KNG052402017100001",1,250000,0,0,250000
4, , ,"[TRVch# 339 Dt:09/05/2017] , Billno-KNG052402017100002",1,80000,0,0,80000
5, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,5,305509,39403,21195,244911
6, , ,"[TRVch# 1722 Dt:09/05/2017] , Billno-KNG05240042017-005",1,12224,0,5,12219
7, , ,"[TRVch# 1723 Dt:09/05/2017] , Billno-KNG05240042017-006",1,159447,0,17344,142103
8, , ,"[TRVch# 1724 Dt:09/05/2017] , Billno-KNG05240042017-007",1,102948,30000,2045,70903
9, , ,"[TRVch# 4952 Dt:31/05/2017] , Billno-KNG052402017100004",1,9403,9403,0,0
10, , ,"[TRVch# 4953 Dt:31/05/2017] , Billno-KNG052402017100005",1,21487,0,1801,19686
11, ,08-2202-01-101-03-S00N-V-N-02-WAGES,Total,1,6300,0,0,6300
12, , ,"[TRVch# 3200 Dt:20/05/2017] , Billno-KNG052402017100003",1,6300,0,0,6300
13, ,08-2202-02-109-01-S00N-V-N-01-SALARIES,Total,7,540948,96047,21657,423244
14, , ,"[TRVch# 1718 Dt:09/05/2017] , Billno-KNG05240042017-001",1,20374,0,5,20369
15, , ,"[TRVch# 1719 Dt:09/05/2017] , Billno-KNG05240042017-002",1,106379,0,11205,95174
16, , ,"[TRVch# 1720 Dt:09/05/2017] , Billno-KNG05240042017-003",1,289134,45000,2150,241984
17, , ,"[TRVch# 1721 Dt:09/05/2017] , Billno-KNG05240042017-004",1,82286,20000,7120,55166
18, , ,"[TRVch# 4954 Dt:31/05/2017] , Billno-KNG052402017100006",1,9240,9240,0,0
19, , ,"[TRVch# 4955 Dt:31/05/2017] , Billno-KNG052402017100008",1,11728,0,1177,10551
20, , ,"[TRVch# 5027 Dt:31/05/2017] , Billno-KNG052402017100007",1,21807,21807,0,0
21, ,29-2071-01-115-01-S00N-V-N-38-PENSIONS,Total,1,36230,0,0,36230
22, , ,"[TRVch# 465 Dt:31/05/2017] , Billno-KNG052402017100009",1,36230,0,0,36230
0,Grand Total, , ,10,872967,95000,39874,738093
1,KNG05-240-GSSS  DATTI,Total, ,10,872967,95000,39874,738093
2, ,08-2202-01-101-03-S00N-V-N-01-SALARIES,Total,4,299958,30000,19394,250564
3, , ,"[TRVch# 1150 Dt:08/06/2017] , Billno-KNG05240052017-001",1,102948,30000,2045,70903
4, , ,"[TRVch# 1151 Dt:08/06/2017] , Billno-KNG05240052017-002",1,159447,0,17344,142103
5, , ,"[TRVch# 1152 Dt:08/06/2017] , Billno-KNG05240052017-003",1,15280,0,5,15275
6, , ,"[TRVch# 3950 Dt:30/06/2017] , Billno-KNG052402017100012",1,22283,0,0,22283
