DDO Code,DDO Name
240,240-PRINCIPAL GSSS GHEEN
241,241-GSSS RAJOL
242,242-GSSS DURGELA
243,243-GSSS RAJAL
244,244-GSSS BALDHAR
245,245-GSSS MATAUR
246,246-HM GHS GAROH
247,247-PRINCIPAL SHAHID AJAY SINGH CHAUHAN GSSS BHATECH
248,248-PRINCIPAL GSSS ICHHI
249,249-GHS JALOT
250,250-GSSS SHAMEERPUR
251,251-PR GOVT COLLEGE N/BAGWAN
252,252-PR GOVT COLLEGE SHAHPUR
253,253-GHS JASSOUR
254,254-GHS SADDAN
255,255-GHS BANDAL
256,256-PRINCIPAL GSSS SAHAURA
257,257-GHS THAKURDWARA
258,258-GHS NARTI
259,259-GHS KHOLI
260,260-GSSS SAKOUT
261,261-GHS MALAN
262,262-PRINCIPAL SHAHID GSSS BIRTA
263,263-GHS MUNTA
264,264-GHS DODHAMB
265,265-GHS KULTHI
266,266-GHS PERI
267,267-GHS DHARIAN
268,268-GHS JALARI
269,269-GHS KETLU
270,270-GHS TAKIPUR
271,271-GHS BHADIARA
272,272-GHS KOHALA
273,273-GHS LAPIANA
274,274-GHS DHAR KALAN
275,275-GHS NADEHAR
276,276-HM GHSS LADWARA
277,277-GHS BHANALA
278,278-Principal ITI Daulatpur
279,279-PR GOVT DEGREE COLLEGE LANJ
280,280-PRINCIPAL GOVT DEGREE COLLEGE TAKIPUR
281,281-PRINCIPAL INDUSTRIAL TRAINING INSTITUTE AT NAGROTA BAGWAN
282,282-PRINCIPAL GOVT. PHARMACY COLLEGE NAGROTA BAGWAN
283,283-PRINCIPAL GSSS PADDAR
284,284-SOA GOVT ITI NAGROTA BAGWAN
285,285-PRINCIPAL GSSS PLAH CHAKLU
286,286-PRINCIPAL GOVT DEGREE COLLEGE MATOUR
287,287-HYDRO ENGG COLLEGE BANDLA(BILASPUR)
500,500-DISTRICT TREASURY OFFICER DHARAMSALA
501,501-DEPUTY COMMISSIONER DHARAMSALA
504,504-AC TO DC DHARAMSALA
505,505-CHIEF MEDICAL OFFICER
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
510,510-SUPERINTENDENT OF POLICE
518,518-TEHSILDAR ELECTION
525,525-DEPUTY DIRECTOR AGRICULTURE
529,529-DISTT FOOD AND SUPPLY CONTROLLER
534,534-MINING OFFICER KANGRA
537,537-TEHSILDAR KANGRA
538,538-LABOUR OFFICER KANGRA
620,620-EE HPPWD DIVISION DHARAMSHALA
621,621-EE PWD DIVISION PALAMPUR
623,"623-E.E. PWD DIVISION, KANGRA"
625,625-EE HPPWD ELECTRICAL DIVISION PALAMPUR
686,686-E.E. HPPWD JAISINGHPUR
695,695-Xen Medical College Division HPPWD Tanda
696,696-EXECUTIVE ENGINEER (DESIGN)HPPWD NH SHAHPUR
726,726-IPH DIVISION DHARAMSALA
754,"754-E.E IPH DIV. SHAHPUR,KANGRA"
773,773-Executive Engineer I&PH Division Nagrta Bagwan
804,804-FOREST DIVISION DHARAMSALA
950,950-CHIEF ELECTRICAL INSPECTOR
951,951-CONTROLLER ( W & M)
952,952-CONTROLLER PRINTING AND STATIONARY
953,953-DIRECTOR (FISHRIES)
959,959-NUR INSPECTOR AND CERTIFICATION OFFICER
960,960-SR PLANT PROT. OFFICER SHIMLA
961,961-LAND ACQUISATION OFFICER
970,970-DIRECTOR COMPOSITE TESTING LAB KANDAGHAT
