DDO Code,DDO Name
001,001-FRUIT TECHOLOGIST NAGROTA BAGWAN
002,002-BLOCK DEV.OFFICER KANGRA
003,003-LAND ACQUISITION OFFICER KANGRA
004,004-BLOCK DEV.OFF.NAGROTA BAGWAN
005,005-S.D.O.(CIVIL) KANGRA
006,006-MED.SUPDT.T.B.SANITARIUM TANDA
007,007-BLOCK DEV. OFFICER RAIT
008,008-CIVIL JUDGE (JR DIVISION- I) KANGRA
009,009-PRINCIPAL ITI SHAHPUR
010,010-BLOCK MEDICAL OFFICER SHAHPUR
011,011-SUBJECT MATTER SPECIALIST HORTICULTURE (APICULTURE) KANGRA
012,012-E.O.PANCHYAT SAMITI N.BAGWAN
013,013-BLOCK MEDICAL OFFICER NAGROTA
014,014-BLOCK MEDICAL OFFICER TIARA
016,016-E.O.PANCHAYAT SMITI KANGRA
017,017-E.O.PANCHAYAT SMITI RAIT
019,019-PR.D.A.V.COLLEGE KANGRA
022,022-CIVIL JUDGE (JR DIVISION- II) KANGRA
023,023-ASSTT.DISTT.ATTORNEY KANGRA
024,024-PR.REG.H&F WEL.TR.CHHAB
026,026-Dr.RPGMC Tanda
027,027-C.D.P.O. RAIT
028,028-C.D.P.O. KANGRA
029,029-C.D.P.O. NAGROTA BAGWAN
030,"030-S.E N.H.(CIRCLE)HPPWD,SHAHPUR"
031,"031-SR MEDICAL OFFICER, KANGRA"
032,032-SUB-DIV AYU. MEDICAL OFFICER P
033,033-AE PWD SUB DIV KANGRA
034,034-AE PWD SUB DIV SHAHPUR
035,035-AE IPH SUB DIV KANGRA
036,036-AE IPH SUB DIV SHAHPUR
037,037-AE PWD SUB DIV GAGGAL
038,038-AE PWD SUB DIV LUNJ
039,039-AE PWD ELE SUB DIV TANDA
040,040-AE PWD SUB DIV TANDA
041,041-Rajiv Gandhi Govt Engineering College Kangra at Nagrota
042,042-Tehsildar Nagrota Bagwan
043,"043-E.E. (D) NH. H.P. PWD, SHAHPUR"
044,"044-ASSISTANT ENGINEER, I&PH SUB DIVISION AT TANDA"
045,045-AE IPH SUB DIV NAGROTA BAGWAN
046,046-AE IPH SUB DIV SAROTRI
047,047-S.D.O.(CIVIL) NAGROTA BAGWAN
048,048-S.D.O.(CIVIL) SHAHPUR
201,201-BEEO RAIT
202,202-GSSS BADANJ
203,203-PR.SSS LANJ
204,204-PR SSS RAJIANA
205,205-PR GSSS SALOL
206,206-PR GSSS DARINI
207,207-PR GSSS PATHIAR
208,208-BEEO NAGROTA BAGWAN
209,209-PR SSS RAIT
210,210-PR SSS (BOYS) N.BAGWAN
212,212-PR SSS BAGLI
213,213-GSSS OLD KANGRA
214,214-GSSS MASSAL
215,215-GSSS HARCHAKIAN
216,216-GSSS MANAI
217,217-GSSS UPPERLI KOTHI
218,218-PR GSSS KACHHIARI
219,219-GSSS SERA THANA
220,220-GSSS KOTHI RANITAL
221,221-GSSS DHUGIARI
222,222-GSSS HATWAS
223,223-HM GHS BOHAR KOWALU
224,224-GSSS NEW KANGRA
225,225-GSSS DHALOON
226,226-PR GSSS TIARA
227,227-GSSS REHLU
228,228-GSSS SEHWAN
229,229-BEEO II KANGRA
230,230-GSSS GHALIAN
231,231-GSSS SAMLOTI
232,232-GSSS DHAULATPUR
233,233-GSSS (GIRLS) NAGROTA
234,234-GSSS ZAMANABAD
235,235-PR GOVT POLYTECHNIC KANGRA
236,236-GSSS SHAHPUR
237,237-GSSS PARGAUR
238,238-GSSS NANDROOL
239,239-GSSS BOUH
